split_name,reward_model,policy,estimator,clip,estimate,se,ci_95_lower,ci_95_upper,ess_share,mean_weight,max_weight,p99_weight,mean_abs_correction,mean_correction,eval_observed_click_rate,lift_pp,relative_lift_pct
main_50_50,lightgbm,uniform,IPS,none,0.004980000000000009,0.00022260388928524005,0.004543696377000938,0.005416303622999079,1.0,1.0000000000000018,1.0000000000000018,1.0000000000000018,0.009855528548455119,4.846723272241254e-05,0.00498,8.673617379884035e-16,1.7763568394002505e-13
main_50_50,lightgbm,uniform,SNIPS,none,0.00498,0.00022260388928523964,0.00454369637700093,0.00541630362299907,1.0,1.0000000000000018,1.0000000000000018,1.0000000000000018,0.009855528548455119,4.846723272241254e-05,0.00498,0.0,0.0
main_50_50,lightgbm,uniform,DM,none,0.004985642461741004,1.254491139837285e-05,0.004961054435400194,0.005010230488081815,1.0,1.0000000000000018,1.0000000000000018,1.0000000000000018,0.009855528548455119,4.846723272241254e-05,0.00498,0.0005642461741004086,0.11330244459848426
main_50_50,lightgbm,uniform,DR,none,0.0050341096944634175,0.00022558435757728817,0.004591964353611933,0.005476255035314902,1.0,1.0000000000000018,1.0000000000000018,1.0000000000000018,0.009855528548455119,4.846723272241254e-05,0.00498,0.005410969446341743,1.0865400494662225
main_50_50,lightgbm,exposure_popularity,IPS,none,0.004970956400000009,0.00022263111019568988,0.004534599424016457,0.0054073133759835615,0.9963992077386123,1.0005906614000017,1.132200000000002,1.132200000000002,0.009821218310962235,6.438064303103274e-05,0.00498,-0.0009043599999990909,-0.18159839357411167
main_50_50,lightgbm,exposure_popularity,SNIPS,none,0.004968021981181365,0.0002225000802719849,0.004531921823848275,0.005404122138514455,0.9963992077386123,1.0005906614000017,1.132200000000002,1.132200000000002,0.009821218310962235,6.438064303103274e-05,0.00498,-0.001197801881863518,-0.24052246623765816
main_50_50,lightgbm,exposure_popularity,DM,none,0.004955591709925108,1.2564926504861186e-05,0.00493096445397558,0.004980218965874636,0.9963992077386123,1.0005906614000017,1.132200000000002,1.132200000000002,0.009821218310962235,6.438064303103274e-05,0.00498,-0.0024408290074892126,-0.49012630672473634
main_50_50,lightgbm,exposure_popularity,DR,none,0.00501997235295614,0.00022557932103404579,0.00457783688372941,0.00546210782218287,0.9963992077386123,1.0005906614000017,1.132200000000002,1.132200000000002,0.009821218310962235,6.438064303103274e-05,0.00498,0.003997235295614011,0.8026576898823246
main_50_50,lightgbm,ctr_weighted,IPS,none,0.005172435495276735,0.0002613105932336956,0.004660266732538692,0.005684604258014778,0.7906281703853439,0.9969874863810886,2.7408420323290317,2.7408420323290317,0.011041799371555912,-0.0007660890138664932,0.00498,0.01924354952767349,3.864166571821981
main_50_50,lightgbm,ctr_weighted,SNIPS,none,0.005188064610571875,0.00026189789791399113,0.004674744730660453,0.0057013844904832975,0.7906281703853439,0.9969874863810886,2.7408420323290317,2.7408420323290317,0.011041799371555912,-0.0007660890138664932,0.00498,0.020806461057187517,4.178004228350907
main_50_50,lightgbm,ctr_weighted,DM,none,0.006047811348442696,1.565148343316834e-05,0.006017134440913686,0.006078488255971706,0.7906281703853439,0.9969874863810886,2.7408420323290317,2.7408420323290317,0.011041799371555912,-0.0007660890138664932,0.00498,0.10678113484426958,21.441994948648514
main_50_50,lightgbm,ctr_weighted,DR,none,0.005281722334576203,0.00026673446282617075,0.004758922787436908,0.0058045218817154975,0.7906281703853439,0.9969874863810886,2.7408420323290317,2.7408420323290317,0.011041799371555912,-0.0007660890138664932,0.00498,0.03017223345762026,6.058681417192813
main_50_50,lightgbm,epsilon_greedy_top_ctr,IPS,none,0.006238000000000011,0.0012665383589746315,0.0037555848164097334,0.008720415183590288,0.04029027734471953,1.0011050000000017,29.05000000000005,29.05000000000005,0.017368510700582738,-0.005015976418030578,0.00498,0.12580000000000108,25.26104417670705
main_50_50,lightgbm,epsilon_greedy_top_ctr,SNIPS,none,0.006231114618346727,0.0012612111934655443,0.003759140679154261,0.008703088557539193,0.04029027734471953,1.0011050000000017,29.05000000000005,29.05000000000005,0.017368510700582738,-0.005015976418030578,0.00498,0.12511146183467273,25.122783500938304
main_50_50,lightgbm,epsilon_greedy_top_ctr,DM,none,0.011637685294470557,6.503920358279123e-05,0.011510208455448286,0.011765162133492829,0.04029027734471953,1.0011050000000017,29.05000000000005,29.05000000000005,0.017368510700582738,-0.005015976418030578,0.00498,0.6657685294470558,133.68845972832446
main_50_50,lightgbm,epsilon_greedy_top_ctr,DR,none,0.006621708876439978,0.0013198745700690531,0.004034754719104634,0.009208663033775322,0.04029027734471953,1.0011050000000017,29.05000000000005,29.05000000000005,0.017368510700582738,-0.005015976418030578,0.00498,0.16417088764399784,32.96604169558188
