unit_id,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10,x11,true_m_main,true_m_secondary,true_m_null,true_g,d_main,d_secondary,d_null,outcome
0,0.30471707975443135,-1.0399841062404955,0.7504511958064572,0.9405647163912139,-1.9510351886538364,-1.302179506862318,0.12784040316728537,-0.3162425923435822,-0.016801157504288795,-0.85304392757358,0.8793979748628286,0.7777919354289483,0.20861685261808977,0.05332235755369802,-0.14168047338040118,-0.373290100807817,0.23526835461890744,-0.5429363594710193,1.5761230334167975,-0.7300073191068774
1,0.06603069756121605,1.1272412069680329,0.4675093422520456,-0.8592924628832382,0.36875078408249884,-0.9588826008289989,0.8784503013072725,-0.049925910986252896,-0.18486236354526056,-0.6809295444039414,1.2225413386740303,-0.15452948206880215,-0.33752790743398375,-0.6891760909172336,0.07647662408971836,0.15917220802063625,-0.8930951038605045,0.9315885778577916,-1.3629709126109137,0.708280155273473
2,-0.4283278221631072,-0.3521335504882296,0.5323091855533487,0.36544406436407834,0.4127326115959884,0.43082100300788273,2.1416476008704612,-0.4064150163846156,-0.5122427290715373,-0.8137727282478777,0.6159794225754956,1.1289722927208916,-0.03359675078337482,0.418925629582942,0.36802352033882413,-0.7236232419828704,-0.5514426519259104,-0.6809354842369724,0.9237618219382291,-1.3766451999788476
3,-0.11394745765487507,-0.840156476962528,-0.8244812156912396,0.6505927878247011,0.7432541712034423,0.543154268305195,-0.6655097072886943,0.23216132306671977,0.11668580914072822,0.21868859672901295,0.8714287779481898,0.22359554877468227,0.41634495043277464,0.49526919828511184,-0.11270138394008192,0.07177444878542202,-0.14688212651262134,1.1816614575266562,0.6862297031191564,0.6202828255378833
4,0.6789135630718949,0.06757906948889146,0.28911939868998415,0.6312882258385404,-1.4571558198556664,-0.31967121635730134,-0.4703726542927955,-0.6388778482433419,-0.27514225122668373,1.4949413112343959,-0.8658311156932432,0.9682783545914808,0.08888534607644705,0.03205223990837641,0.25994218163365684,0.49093963141669467,-0.38491783133124685,0.5562805256388264,-0.07795490507093289,0.21823734985977739
5,-1.6828697716158048,-0.33488502998577485,0.1627530651050056,0.5862223313592781,0.711226579792855,0.7933472351999252,-0.3487250722484376,-0.46235179266456716,0.8579758812571538,-0.1913043248816149,-1.2756863233379219,-1.1332872140034806,-0.7335225350166019,0.9963089059643617,-0.27960105567744126,-1.5185608070858918,-1.9979678793058664,-0.5827043916058823,-0.10129345251889185,-2.095189950374608
6,-0.9194522860016113,0.49716074405376404,0.14242573607056525,0.6904853540677682,-0.42725264633653426,0.15853969107671423,0.6255903939673367,-0.3093465397202384,0.45677523755741145,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291,-0.8359861984897793,0.660713285603546,-0.09862215693134521,-0.4141427799123623,-1.0947157410549795,-0.17006704439004772,0.17736005048365297,-2.2986554200385214
7,-1.1958396455890397,0.4869724807855818,-0.46940234020272387,0.01249411872768743,0.48074665890590895,0.4465311760299441,0.6653851089727862,-0.09848548450942361,-0.42329831204415375,-0.07971821090639905,-1.6873344339580298,-1.4471124724230873,-0.8161434478864747,0.4766317470480417,0.20179304202210818,-0.5462976755064008,-1.1753501395386192,-0.18605881390182588,-1.1448183308397522,-2.128048818759897
8,-1.3226996123544024,-0.9972468276014818,0.3997742267234366,-0.9054790553600608,-0.3781625540393897,1.2992282977860654,-0.35626397106142593,0.7375155684670865,-0.933617680009877,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625,-0.4703535471799266,0.26887743047280666,0.07438323021616422,-1.8039576188648838,-1.2281502535832691,0.833461543789398,-0.9569461238699839,-3.89438532282292
9,0.8403081374573955,-1.7273204231923487,0.43442364354585733,0.2377356023322779,-0.5941499556967944,-1.4460578543884546,0.07212950771386951,-0.5294927090638024,0.23267621135470395,0.02185214552344288,1.6017788913209154,-0.23935562747302427,1.076283060612018,-0.49473910366819335,-0.027738911623478312,-0.42623565561486804,1.2313293169169928,-0.8617742095987444,0.14455780681751204,1.1440263443071956
10,-1.023497492621865,0.17927563495631615,0.21999668397176517,1.3591875752404365,0.8351112459145785,0.35687105914950934,1.4633028912195618,-1.188763054322851,-0.6397515327497477,-0.9265759414055249,-0.38980980315576796,-1.3766861475563088,-0.5187865003727297,1.075860800194155,0.23529569651275695,-0.7065933412166217,-0.2788970202545713,0.9902709935833497,0.3346982244945239,-1.1220174207163591
11,0.6351509468144043,-0.22222269709877338,-1.4708062945026579,-1.0155790812075416,0.3135138474501953,0.8381265678943811,1.9967308916917865,2.9138624660073296,0.4144094332759964,-0.9895381200318641,-2.132046280731309,0.2677114623438358,0.5326824164181909,-0.48880318267449674,0.11855666767678519,1.4091238188427697,-0.023964797873516686,-1.9464505396592244,-0.5900060477404838,0.039220696396280286
12,-0.812941095310326,-0.41535726017968533,-0.6120967990598081,-0.14079088641638526,1.0659802307876436,0.15704856744534462,-0.1586348370386883,-1.0356537528258116,-1.674682944704357,-0.4863079090733309,-0.05378255081832049,1.767929913579883,-0.10842570695679266,0.21274902724624128,0.20594803971846756,-0.9143434908455488,-0.25255985772304756,2.538660743961555,-0.588428100135377,-0.5414426459430773
13,0.13027452147288585,0.9827395110230576,-0.49929559853915206,-1.1849437664170246,-0.9651167622323719,-0.7252260645357532,2.1284697324351645,-0.8213866792243861,0.838489203736345,-0.9029271780870264,0.9315730128742441,0.38495096610586316,-0.5079544439719659,-0.8128607557843164,0.07741067012235861,0.23447781237429435,1.650669282928891,-0.7416651370448193,-0.01236857954884743,1.6141196996954046
14,-0.1566378976580904,-0.040762526135434025,-0.6547876954293904,0.44607220148208054,-0.45498348034078,-1.2256057637672482,-1.2779375743196193,0.17258791772211948,1.579091256410435,0.15999161357343825,-0.11863832610988256,0.2858261396025429,-0.16867442420883666,-0.036373970903344655,-0.5394074434313233,0.2931921368527209,1.9517588343933006,0.4626269263935992,0.34674350955194966,1.2023735034639955
15,1.3060017417068248,0.21938250136385634,-0.41092723083373717,1.1062887100598888,0.4287564384616135,1.535755991995992,0.18323443722190613,-1.2244690317205003,-1.368159199245665,1.6509279322312496,1.723665720783297,-0.17951921328260065,0.781599332170875,0.545282830516895,0.6404643137397642,1.3446328914687242,-0.27249085795886074,0.004657341951672556,0.563978542792894,-1.169007428714145
16,-0.38318732113598775,1.4614442922422022,-1.107045682043488,-0.8947270189558264,0.6433267946890444,-0.3946051228595896,-0.005121866720071296,-0.16344289852451258,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.6439387932768579,-0.6858247506406647,-0.4310585938520143,0.2129570891589424,0.5577117317118301,-1.6002723172292233,-1.0836859209198655,1.8356879197945917,-1.0725152125385609
17,-2.0501721010310225,-0.04871840193011795,-0.8432302702928711,-1.218813060423628,-0.8781523669287508,-0.33412344070081207,0.9159025423560131,-1.326392717739564,0.030631492594417446,-0.4841694333335785,-0.32767309436196085,1.0027578253046041,-1.3862463732323165,-0.07788576007771027,0.08022032328560343,-2.024446871234708,-2.445649650224313,1.8347988948758212,-0.6156002243769575,-5.757994724968611
18,0.5381154370039261,1.3373981074427437,-0.15450567924990047,-0.695942611670703,-0.22385881688049952,0.2424967912712216,0.17657335845371103,-1.0843880722333665,0.09048978162787422,0.22822833013890514,2.5174740375339204,1.8768446112816701,-0.2568617441508418,-0.448781739118724,0.06286238139294839,0.6811138734649204,0.8001921958213973,-2.365503346125353,0.25597218284777434,1.270967347507288
19,-0.8532433505588201,-0.2873833615491761,-1.4634420018370031,-0.5907070139634865,0.3156050035903405,1.2058536208882336,-0.7290838377436085,-0.6541464400677965,-2.147289029738655,-0.16266592054490767,-1.062414411859563,-0.5294394273660737,-0.33387166499755344,0.26208290340796114,0.2511078542900277,-0.5816582746928379,-0.7324009645732477,0.5407299718387377,-0.10318757481397822,0.48779699759649375
20,-0.8768607781675882,-0.09426255425255699,-1.7577283913566313,-1.4670452453909906,2.129247112028298,-1.287422581274031,-1.0967855784546396,1.836913528321314,2.905067169240407,-1.1715666288253417,-0.36824895678803055,0.34155555094050954,-0.06256202279387046,-0.7923200345637266,-1.0346838753040777,-0.026413734654665233,0.17711222080242928,-2.00382392567162,-0.44672292889096754,-0.9152460843394983
21,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,0.777337576061744,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,-0.23817374397466523,-0.2663874900089551,0.23216988962625595,-0.555327218819016,1.5189146329079741,-0.22397952309833052,-0.03240734211006621,0.8771180354132269,3.515881966188858,-0.6289806774953355,-0.8139952243352625,5.409451643449673
22,0.471538522545139,1.0127158178198286,0.15542932766846604,0.35175640839920347,0.053155347577867364,8.439309141418043e-05,-0.7215580335428474,0.316494261673308,-0.09728659841348947,2.093168308930595,1.5733549024752425,0.3858465525565008,-0.11153214408527462,0.034437745708913586,0.2937793747602474,1.0060674838167272,-0.12199693839573707,-0.6036567219651073,2.221177128754003,0.5881686009934726
23,-0.7630572096947675,-1.112411471983418,1.191142953088865,0.2627492251471385,0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295,-1.110430684414478,-0.47152480744994896,0.2637172043565196,0.05246679835624363,0.08315894365482886,-0.07585472126154863,0.313268871704542,-1.4506788328853368,0.7894076654121496,-1.0618324046807965,-1.3773435313714641,0.4601454094983246
24,-0.292171185803555,-0.10348826806596086,-0.25197737820688537,0.15256251210246857,1.471491972993157,-2.5666584409312976,-0.23685026450968424,0.17651242137244696,0.2959939896870995,-0.37191458132128985,-1.7567217824785826,0.32799548371410964,0.1603909903428828,-0.4777319984405236,-0.1809517671036147,-0.09479327241921798,0.680811739643276,-0.44229026873419613,1.5345284725766313,-0.06923000581954103
25,1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,-0.0613243458288473,-1.052898510703949,-0.33445617235587666,1.3000445946989585,0.582655241987707,1.732311605409944,1.1774118889776937,0.4390866789295762,1.6376898212991968,-0.9456923034866898,0.16304003821327206,0.49587184513187527,1.0494724696032474,-3.5137214507927554,0.25302850732210486,-2.4007121475527393
26,1.743934526167792,0.43899315873829875,0.8279881767970589,-0.29657095353470836,0.06654581585920483,-0.6974238233002769,0.989583934594853,-1.1783036231148656,0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,0.8840726153771965,-0.845821790442761,0.003316506934406452,0.8999017377454305,1.9432343471190554,-1.1613102723614581,0.5557410886813196,2.2406347181953277
27,1.8206461576468016,0.7307746911386448,-1.5720402556532407,-0.06695317289820084,-1.172007192594816,-0.5182798423662747,1.5112284332767216,0.637533810897696,-0.6989304285787463,-1.013717366440399,0.03278209287626079,-1.2165601493811278,0.5656763796136597,-0.7092403943347095,0.2392882990830138,2.5900178748030243,-0.2840244294865262,-0.7995303696846846,1.5738132021749716,3.6541679723691285
28,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,1.6162096816512073,-2.063238276804743,-0.5911034251911056,0.5909063227933546,-0.9857458567780661,0.5818145015887591,-0.7214828770446744,-0.5569312875738164,0.3541339296661097,-0.7774620448172535,0.13617861812139498,-0.01768697213505277
29,-1.5815943994539423,1.475949048053509,0.3683566127006584,0.846583985843404,-0.5709436615217945,0.8137636899662105,1.0684715559890383,0.23287802013716835,0.23440089269869593,0.2703432392817259,-0.8633452647393817,-0.14752868024035293,-1.6535249911981278,1.1012112352494372,0.22088278051441368,-0.36244893982934967,-2.2409759564072473,2.614429956698821,-0.5091441072786477,-1.9422546442599715
