engagement_score,need_intensity,content_fit,recent_activity,price_sensitivity,tenure_signal,novelty_appetite,seasonality_signal,encouragement,feature_exposure,weekly_value,compliance_type,true_instrument_propensity,true_p_complier,true_p_always,true_p_never,true_r0,true_r1,true_g0,true_g1,true_mu0,true_mu1,true_tau,latent_compliance_factor,potential_d0,potential_d1
-0.7931224751578991,0.24057128353827487,-1.8963263495990657,1.3957717101086942,0.6382947409282153,-0.29204748521936347,-0.31194932819017573,0.30383536777881237,0,0,-1.7679138005250525,complier,0.2817649267729068,0.410085360858063,0.13378780070643925,0.45612683843549773,0.13378780070643925,0.5438731615645023,-1.272361558796625,-0.9269576244165251,-1.3850474460454973,-0.5427741845533622,0.8422732614921351,-0.07769966012285522,0,1
-0.2676603022043396,-0.2259088611632136,0.7200678200091131,0.5147052057737699,-0.06412793563418305,-0.08547656318586194,0.16091632266564457,-0.6140183945189056,0,0,-1.4280549779419818,never_taker,0.4544483662660944,0.4377559792400669,0.1616987518297444,0.40054526893018866,0.1616987518297444,0.5994547310698113,0.07635284496467652,0.5410362317033317,-0.0952923802178506,0.9662199891741873,1.0615123693920379,-0.13778698408641515,0,0
-0.4037502646562769,0.5482601802064181,-0.1304827931408637,-1.3744261756767235,-0.47727871963320684,0.6566216052935377,-0.23228277208327797,-0.14873281023632337,0,0,-0.4681068813559628,never_taker,0.4458902645488524,0.5375878562253031,0.15317927226848904,0.3092328715062078,0.15317927226848904,0.6907671284937922,0.23856593586415525,0.8346217189703211,0.06872692251902945,1.1774866837446603,1.1087597612256308,-0.009747570082012519,0,0
0.6418366281712384,1.8246103049154356,-0.7131886718682877,1.3482068134340977,-1.2300127753398604,0.17497762274037393,-1.1695295195123863,1.351458184504187,0,0,3.9323451736919295,complier,0.687883740901247,0.5773889274902211,0.21963041560325736,0.20298065690652156,0.21963041560325736,0.7970193430934784,2.3688257904730787,3.295215504324437,2.0164405122375473,3.6208871334745787,1.6044466212370316,-0.25968873171970436,0,1
0.8339229967182518,1.1377167846550682,-0.8855331545554961,0.6845550254847351,-0.5190133298294971,-0.45738531115194264,0.5065370793987306,0.8767181724687065,1,1,2.1007329553015337,complier,0.6276370069222731,0.6569258937433929,0.2277803794752123,0.11529372678139477,0.2277803794752123,0.8847062732186053,1.5589629624066235,2.5683802750280846,1.2089608378023244,2.745537980270327,1.5365771424680024,0.2227834093112443,0,1
0.20442021540537625,-0.6279871010105986,-0.8258165208830098,1.4443170258252331,0.5939459107122969,0.7197279364283922,2.1834881427128314,-0.8158629486356607,1,0,-0.9056518617611328,never_taker,0.3676299372228101,0.42137598877474647,0.1941133724683045,0.384510638756949,0.1941133724683045,0.615489361243051,-0.19686046765886542,0.1788566077974726,-0.3699403548703436,0.5217029410583759,0.8916432959287195,-0.524112049227212,0,0
2.5594577984058473,3.15090813353985,1.6184131202601322,0.8271065315552476,-0.663821954890323,0.9944856278202228,-0.4426921491035081,-0.021650789789891167,1,1,8.031673021107185,complier,0.8563655684528576,0.6043358699297876,0.24916742990035112,0.14649670016986127,0.24916742990035112,0.8535032998301387,6.012824767136534,7.172757973465121,5.534584784607372,7.453936694768437,1.9193519101610654,0.3286607594481178,0,1
-0.29043317738973956,0.2838299564910305,1.2880777154433913,-0.5555840578664938,-0.9854038336302882,-1.0029565517494774,-0.9682773272178793,-1.4311029837963556,0,0,0.591440894059539,never_taker,0.5097506745186151,0.47710393569326415,0.1602226577740323,0.3626734065327035,0.1602226577740323,0.6373265934672965,-0.019543110713839323,0.517553075922771,-0.19991256915934916,0.9258299503530364,1.1257425195123856,-0.5762562809469662,0,0
-0.9129340749393138,1.2932656165144563,-0.5933119682389986,0.25710765788638085,-1.216893966089114,0.16965057990044394,-1.7407814485295512,-0.6987558974796816,1,1,0.6611024873244822,complier,0.38799938413476937,0.5520640367206585,0.12942237223211367,0.3185135910472278,0.12942237223211367,0.6814864089527721,1.2011819967797384,1.9616228534661864,1.0229090917030037,2.4003595432911533,1.3774504515881498,1.2468630482232168,0,1
2.25453892712826,-0.5829696909767876,1.1199763853913791,0.4550541251212029,-0.15298577722473797,-0.6521068213049493,1.2869093984134494,-0.1773834594028799,1,1,3.1582311447556686,complier,0.7994863730369959,0.46925268408401505,0.24847557679091925,0.28227173912506576,0.24847557679091925,0.7177282608749342,1.0914688632222318,1.6092731411720358,0.8172845676554804,1.9207503452898953,1.1034657776344148,-0.16930525844764044,0,1
1.527424478271748,-0.7190790299943703,0.057338987391204396,0.4654991267904626,0.37316017302818355,-1.2338015118488639,-0.6640627324429782,-0.19598021336613813,0,0,1.5292371200888861,never_taker,0.6421270745716599,0.27090292167782176,0.24369879722735438,0.4853982810948238,0.24369879722735438,0.5146017189051761,1.1260355191636613,1.3345396126143,0.9384694476122802,1.708132957179768,0.7696635095674879,0.37250683069869966,0,0
-0.8536993093242442,0.6773251088800409,0.588019181358798,-1.957084454178259,-1.8052540712733376,-1.2815632768197962,0.11725953014640239,2.0331725300388053,1,0,1.5971991816258875,never_taker,0.6473970864808725,0.625926949845544,0.13149020039409492,0.2425828497603611,0.13149020039409492,0.757417150239639,0.33449097716803367,1.2826349449188252,0.1353117592852307,1.6500955019963555,1.5147837427111248,0.32094047467622794,0,0
