user_id,cluster_id,time_period,y_outcome,d_continuous,d_binary,d_secondary,z_encouragement,x_prior_activity,x_account_age,x_region_score,x_risk_score,x_binary_segment,post_treatment_engagement,running_score,d_rdd,selected
0,2,0,-1.3460440071136548,-0.6189128970897231,0,-0.6322082739963419,0,-0.5848741349330007,0.44096263179803674,-1.0573867446632792,-0.742678854701153,1,-0.7303005451110037,0.0065861560995518365,1,0
1,23,0,3.8067934145766507,0.7710571028884553,0,-1.3424479902257964,0,-0.04658727033933937,0.7429063098580823,-1.8978144998997766,-1.1846846436623242,1,1.451502702760673,0.7195618315979349,1,0
2,19,0,3.416267850682397,2.2598700946315877,0,1.6635930198300755,1,0.2788642846472388,0.2370620769846632,1.2865901312872332,1.0338094413989762,1,4.947101377032239,-0.5395396433762586,0,1
3,13,3,1.212853823882256,-0.8900612470760174,0,-0.49595553252531804,0,-1.0078929496235447,0.8297499101249115,-0.8268091053930736,-1.7040996256474057,0,-0.021799416374668618,0.6899096516358328,1,0
4,12,1,2.0534575513888176,1.2415509509917715,0,0.3536733398974098,1,0.7242826774562282,0.5457982857394634,-0.020706364106233777,0.9268559135765412,1,1.985428012315581,-1.455628992404098,0,0
5,25,2,1.4629655980732401,0.8862436718794967,0,0.00724053191850503,1,0.06300236833469973,0.7604216851846175,-0.5859182104515849,-0.2527223125730585,1,1.447102870545964,-0.4620675457186336,0,0
6,2,1,-0.8888475898220436,-1.2187287694113338,0,-0.4093002158354597,0,-1.8919462533119105,0.4725559833368571,0.2681627809553161,-0.21154660308052864,0,-0.26667574403923977,-1.208274239426054,0,1
7,20,0,-5.678308807151931,-3.0471549853756223,0,-1.814418349002092,0,-1.958591440397031,0.49919422542222336,-0.9505362071857422,0.4097512196232897,0,-3.980672347408025,-0.6049733218694675,0,1
8,6,1,2.7103642213019543,2.1493357297101636,1,0.8201255652602165,1,-0.012319292929311235,0.6197193893796402,-0.1799400878833061,0.5811988119942524,1,3.138165385511684,1.250470040231071,1,1
9,2,0,0.6298640912724787,-0.6287605455591956,1,-0.6840542726868852,0,-0.2209673177863541,0.9279706081658242,0.4498153265565342,-0.8263431768289082,0,0.5163593322051856,-0.6123258893036978,0,1
10,15,3,0.9087510849213423,1.6576449332674987,1,2.833661663603919,1,-0.1034201135746335,0.49181258141290995,-1.008308886274262,0.7177256087500634,1,-0.21788050312803042,0.7182561254740842,1,0
11,29,0,1.6450254709844174,0.27075510689901894,0,-1.5946025699090147,1,-0.02798245653021798,0.528657538108291,-0.7000840296458889,0.1133705380252234,1,-0.9257711320177461,1.5172651820570402,1,1
12,22,1,2.569388176790035,0.6607284212896706,0,-0.49243426322248696,1,0.22555983951018072,0.6019969635275295,-0.3473828335985318,-1.2560547928680381,0,1.447242841381823,-0.027577313603318894,0,1
13,22,3,6.264319042282319,2.8385515661197704,1,-0.08377523012553234,1,0.9476496098482997,0.7375151372977258,-1.4288154342262782,-0.1698744835797392,1,4.436967408820855,0.99376710505628,1,0
14,21,2,-0.20266306995632555,0.0382187624358874,0,1.8848455880575994,0,-1.1111049009175582,0.07185033548623432,-0.4225609827987464,1.3812790155589258,1,0.5274086878925934,0.5310859581386753,1,0
15,23,1,-1.4927800349586797,-1.1399238158075276,0,-1.6715893695489732,0,-1.1719715929007948,0.5156874385219721,0.11879653990290184,1.6765947982456966,0,-1.4320379736556124,0.1164369305835328,1,0
16,15,2,-0.6901510951636026,0.04941808201648412,1,0.2833990500565079,0,-1.0933238578873825,0.4815915892060435,-0.39954894158842846,0.7173484576086773,1,0.3428680579011326,0.7503155893169294,1,0
17,3,3,0.7729461725129338,0.3158632742621891,0,0.2503956138656162,0,0.2889166671687069,0.9216849842375704,-0.27137649293172456,-1.19034348816837,0,-0.6995193448594704,1.8399380899918536,1,0
18,25,1,4.806991074846601,1.3291357525417387,1,0.7908391497015224,1,1.2449473786464456,0.4935065804363411,-0.019901670906585355,0.4906069024558882,0,2.9089036739362495,-0.6372689125085526,0,0
19,13,2,-2.0669676105246397,-0.2897963436702184,1,0.8726170573534382,1,-0.4313394382395105,0.468320534694331,-0.655743462432314,0.8508609038591928,1,-2.3851910399203042,-0.9592009001760748,0,0
20,15,3,-4.451396036401807,-0.9760377435650684,0,1.1506411758460653,0,-2.5016998441596545,0.962199988534702,0.6910625658668772,0.7257079833187221,0,-2.1257287878631232,-1.0179145456553433,0,0
21,11,2,-2.821778665064735,-1.8257426929048677,0,-0.5155755191161107,0,-1.7039928626103755,0.45057646360088155,1.4359781248017758,0.7849542886879182,1,-4.376303528067866,0.9944279697365547,1,0
22,5,1,1.8640336697878042,0.8165403973838096,1,0.2940544317001449,0,-0.8330367227960116,0.18088443032209034,-0.46438039219544847,0.3632630792475308,0,1.7063288644938583,1.129367623128353,1,1
23,27,0,0.0732249810884344,0.04698637339897627,1,-1.6535775088714195,1,-0.5577288874952148,0.21691612280578831,0.4851982314777071,-0.0724123388305437,0,-1.4044696084125063,-0.5370369333339351,0,0
24,23,0,1.9401579511840539,0.6679845798671686,0,0.2370407493015793,1,-0.4083886272547264,0.09518753833697413,-0.23961715543464693,-0.6083674959040184,0,0.8935238221522026,-2.136013549439347,0,0
25,19,3,1.4202612688799583,1.698083182067454,1,-0.053465376092908246,0,0.038581122980917065,0.0005681292589444498,0.3654873450385047,-1.8979355185014963,1,2.736594585551823,-0.6747567399230857,0,1
26,12,2,-0.4194927718619297,-0.047645312194681405,1,0.42325352725264676,0,-0.3117463308224471,0.43194566100048193,1.5657795312032543,0.33964176671335083,1,0.023848895707634515,0.5478541778069962,1,0
27,24,1,1.1656472768316202,1.2690439372896383,1,-1.037742669558082,1,1.0493396105434072,0.7692425812982214,0.5086595430180988,0.18605284365218855,1,-0.22761836002442415,-0.06672313898283302,0,0
28,16,1,0.1761242224326819,-0.4145862414900469,0,-0.4495987133263134,0,-0.6760173056813688,0.7334664427998359,-1.7734145388096807,0.5575758428248162,1,-0.9128838368384865,0.18034774675536697,1,1
29,13,2,0.9151369883598179,1.7514519725509938,0,-0.9019622526039764,1,-0.862317959475543,0.032149087802850196,0.4539956314469589,-1.3375436932928941,1,0.17826524928037069,-0.5233444182755979,0,1
30,13,2,-0.1462998299765601,0.37266103664132344,1,0.7718614669396533,1,0.4788755385204616,0.5699829035940329,1.2328637433090093,0.6450166893150603,1,-1.473782654114825,1.0140891247097645,1,0
31,6,2,-3.0134932721062135,-1.1434951358425143,1,-1.7153673585666704,1,-1.5356420699261193,0.154283125413476,-0.2215961699981027,2.054545094620777,0,-1.9453554845903969,0.3431918017546363,1,0
32,2,1,2.6515363546429453,0.48612879002320786,0,-0.28124203618062893,0,0.3896917053200022,0.9410762847646973,0.9956348061178324,0.07845013077791134,1,1.9855094779346874,0.586463472363802,1,0
33,16,2,1.855373120891026,1.202827626672019,0,1.299675555419591,0,0.10255318372626686,0.16736499964417928,-0.690115541151946,-0.06166531920654083,1,2.0848758890761143,0.15906568302668153,1,1
