engagement_z,tenure_z,price_sensitivity_z,category_affinity_z,prior_value_z,support_load_z,propensity_true,treatment,high_engagement_flag,price_sensitive_flag,true_tau,segment,outcome
-1.1760673066110212,1.7999026569851142,-1.1815357523700907,2.472632658948878,-1.6689521487107868,0.4317065718977914,0.24837537168965568,1,0,0,1.0419012312715177,general,1.8085983496745075
-0.8546741425599499,-1.3899587810264784,-0.8436204358084737,-2.7859706230363614,1.1933501282086467,0.497994053631322,0.5661985699835553,1,0,0,-0.09774784944587098,general,1.0207441291180541
-0.32095868863856136,-0.5195907807279956,1.645971706939836,-1.6165540552440476,0.7759963200092239,-0.20774581101982423,0.37402643196919566,0,0,1,-0.05355492496489863,price_sensitive,3.084897106178394
-0.15846391220537137,-0.05871377157385623,-0.42487405236776804,-0.616659492795013,-0.13875772255380953,-1.3621643615568957,0.5432890566219856,0,0,0,0.35353329030925634,general,1.2245681132332678
0.7555986839495982,1.2015811917696653,1.8236933931726327,0.6995206607747073,0.24172294085929705,0.5578742448187104,0.41819568171121735,0,1,1,0.6801878593233244,high_engagement,0.8291947384122862
-0.8324128589651562,1.079281120504112,0.7542495589867209,0.2415420873232439,-1.05041727808012,-0.7139169365856264,0.29998638304831277,1,0,1,0.35608481892702604,price_sensitive,0.03254149458950106
-0.3130738024434993,0.9402091064745636,0.2709324396497919,-1.0469801515541262,0.3121218808922286,-0.6963474926752068,0.4717102811303898,1,0,0,0.27271145734366514,general,1.8617781864783192
-1.1509329262425274,-0.8942201866228643,0.6538771573115143,0.5111360464892889,2.0615234739195767,0.7759944516487499,0.34173218278089446,0,0,1,0.07451424300269432,general,2.7440179039840054
0.7763478893967755,-0.7974999976538468,-0.3441220482238539,-0.6506662319433562,0.6811039347149104,-0.3657437892470809,0.6160902091367703,1,1,0,0.718770763106639,high_engagement,3.661424700683922
0.8708605428002422,-2.235884049776592,0.40495123486249557,1.7947592378945325,1.360951075566505,0.02955085614187894,0.6578082050287575,1,1,0,1.1756813373023673,high_engagement,4.774386937914082
1.658045231316116,-0.06106344224571595,1.173798662631059,-1.2399265380380668,0.9474879027611188,-1.4296383751031603,0.6023168774440517,1,1,1,0.5087095338041874,high_engagement,5.623273932062015
