need_z,engagement_z,risk_z,margin_z,tenure_z,friction_z,propensity_true,treatment,high_need_flag,high_risk_flag,high_margin_flag,direct_tau_component,y0_oracle,y1_oracle,true_effect,outcome,segment
0.06766197015024306,0.8917588124249689,0.4228900137541358,1.6161675280606884,-0.7963099580869791,-1.9829743341274566,0.703978888431739,1,0,0,1,0.757244940961203,-0.12461768076635638,2.262931005597222,2.387548686363578,2.262931005597222,high_margin
0.7562412225287307,1.146838149730478,0.7086381984261749,0.9137892899964669,-1.8901423854380592,-1.8971229270665835,0.7329410958161992,0,1,0,1,1.2015812414095381,2.1127327328354935,3.734799827686647,1.6220670948511535,2.1127327328354935,high_need
0.549243783779993,0.9280804609979543,-0.03664716707031876,0.2273099558562119,-0.5660104845265079,-1.3405375118200635,0.6849764020496447,0,1,0,0,0.7937973354986307,2.302519301804249,3.6748846838379263,1.3723653820336774,2.302519301804249,general
-0.32499560488172813,0.9124500521779442,-0.9551352468262552,0.2943475845238398,-0.6931503771173463,0.6528901022829559,0.5734556032676339,1,0,0,0,0.09081203547250194,2.241212183966793,1.4160764541441888,-0.8251357298226041,1.4160764541441888,general
0.6946134466961832,-0.8707266364441022,-0.8853768049905549,-0.5182216411621879,0.13997192136406725,0.3267089005898866,0.5005200472031109,1,1,0,0,0.3891004298367384,1.5235549614259336,1.7195931147668875,0.19603815334095387,1.7195931147668875,general
1.265158184744669,1.2423809852358787,0.9191017404649858,0.7338219617014203,0.5462714692543365,0.1909755725665036,0.6784799695546925,0,1,1,1,0.3910975552062342,1.9342638728757053,2.967643102696101,1.0333792298203959,1.9342638728757053,high_need
-0.35639960552169253,0.22231326938166637,1.7869531418455475,-1.2296866167442284,-1.0177170663556998,-0.7832167260398903,0.33972436726014305,0,0,1,0,-0.5527304345771274,0.19667717052981892,-1.0376063687845485,-1.2342835393143674,0.19667717052981892,high_risk
0.7372040647416614,-3.1474121643529775,0.0027523298865063856,0.185365067515447,1.0686648763785829,0.8081237022282782,0.3132497278243436,0,1,0,0,0.12277122862186948,0.20032793856913989,0.8550058997225864,0.6546779611534466,0.20032793856913989,high_need
1.130955111664481,-0.14170037315044165,-0.8534219148827092,-2.092060374190107,-1.0989095916130895,-0.2991166034545329,0.4800424540992662,1,1,0,0,0.3969057485959637,1.633021016364673,1.3884326288452988,-0.24458838751937417,1.3884326288452988,high_need
2.215568031077186,-0.7408122671151287,-0.44484023844157716,-0.728137406793488,-0.22903203866785712,-1.1804206064163982,0.6439716691444144,0,1,0,0,0.3571798719301461,1.6834344378206358,2.2458359687243163,0.5624015309036805,1.6834344378206358,high_need
0.2993986563037556,-1.8639688912735877,-0.019711991624478446,-0.7434110873986977,0.21086496720801534,-0.5952497174795399,0.37168274993341843,0,0,0,0,0.09076091972576804,-0.46423379451862157,0.4631650982266936,0.9273988927453152,-0.46423379451862157,general
-0.18427121780715439,-0.5434205351672148,0.5829027942352646,2.1387883059498582,-1.0989108291270633,0.4368619858908355,0.4663105815714835,0,0,0,1,0.5634387480943737,0.5789261885719142,1.2132827956165884,0.6343566070446741,0.5789261885719142,high_margin
0.49791055385580285,2.0528848698877797,-2.0550026253743874,-1.5135154082969304,-0.5856017908075808,0.7447571613531184,0.683060541981839,0,0,0,0,0.1479875380118173,2.421326992757314,3.3837819375913014,0.9624549448339876,2.421326992757314,general
0.7385572327992184,0.08203776218521432,0.188935548207391,0.052612847143719575,-1.68209180657589,1.0750078030874917,0.4989849523781726,0,1,0,0,0.46640258068267687,-0.24554768724409237,0.7211507154141222,0.9666984026582146,-0.24554768724409237,high_need
-0.8279980388813205,-0.2976039016852724,-0.5509670334376525,0.011854279926435245,-0.40418789581141035,0.06462840374733511,0.42752892063040276,1,0,0,0,0.21391197353279487,-0.3238028425070296,1.5614906819947993,1.885293524501829,1.5614906819947993,general
-1.409609517696065,-0.5271961235623315,-0.2843324887821756,1.3638345651521226,-0.13659592391414968,1.5629349475840246,0.2886075664060605,1,0,0,1,0.4917157782083166,0.3956418547459954,1.4409717830611861,1.0453299283151907,1.4409717830611861,high_margin
0.41176457025905977,-0.09886339947182472,-0.3669126520048118,0.2803141285900494,1.8075152779199757,0.2930023617533605,0.5508326690283099,1,0,0,0,0.16661154288020938,1.3059874559067528,1.2832617186014885,-0.022725737305264282,1.2832617186014885,general
-1.095848119798488,0.3713674741475473,-0.6013147590501126,0.23001172553354382,-0.8670605919267901,-1.3329317826677562,0.5314900005223012,1,0,0,0,0.2665801405816346,1.0740453719573206,2.0267974803005577,0.9527521083432371,2.0267974803005577,general
-0.522584825930809,-1.1876045795349572,0.8546017571786567,0.5451425617311307,0.5862812346453836,0.27369259882147073,0.3100959283596438,0,0,1,1,-0.1644579937483114,0.471689901331145,0.9340928683705368,0.4624029670393918,0.471689901331145,high_risk
-0.7530214941583183,-0.19959699538576972,0.36914274794166707,-0.2863417326783069,-0.8820572218092719,1.088612948334176,0.3229208470939295,0,0,0,0,0.07227949898350236,0.18736415738236373,0.08322815308273299,-0.10413600429963074,0.18736415738236373,general
-0.49509411734729153,-1.7332401267658568,-0.8411321566975539,0.17507898859327695,-0.3333819434945842,-0.7685475787993379,0.424773899798671,0,0,0,0,0.4081597954813238,-0.13342595378850297,1.4327599213577862,1.5661858751462892,-0.13342595378850297,general
-2.0405471776057023,0.513850949082849,-0.5282283327619709,-0.524888205240021,-1.2005651320250568,0.17686322193424295,0.37414176270061467,0,0,0,0,-0.04744331523038902,0.4291748202574297,-0.16116917513128026,-0.59034399538871,0.4291748202574297,general
-1.83542698047999,1.10884587949759,-0.8446499324522488,-0.9062893318777777,0.29834241954325846,0.6311498698338045,0.43192229554450323,1,0,0,0,-0.28125103664143314,0.935806489351772,0.26532375441503125,-0.6704827349367408,0.26532375441503125,general
0.23628165845566004,0.2939800520536315,-0.12548858728476817,0.772755190366513,0.031160984282515364,0.12139371114630534,0.5815585660947966,1,0,0,1,0.4807949791950286,1.3319548741779235,2.152539760496974,0.8205848863190504,2.152539760496974,high_margin
-1.1009863185984636,-0.3516485109042216,-0.14990528018369506,-0.17531168304123107,1.1684553224697498,-0.05977001055441501,0.3745835384654153,0,0,0,0,0.2338976983259143,-0.25878805928891657,0.6395423854253575,0.898330444714274,-0.25878805928891657,general
0.6948442238440395,0.34264149192108584,0.4659074837520785,-1.1716452023727921,1.351434603855306,-0.9387592909507241,0.5082306711467561,0,1,0,0,0.5982375067469563,1.7690345229321618,2.477686450296522,0.7086519273643603,1.7690345229321618,general
-0.00010471130794234309,-1.9280593793890504,1.2975335613754535,0.044167220999544045,0.13670322260549433,-1.447265715147807,0.3393181896583246,0,0,1,0,-0.37170774846615073,0.6732446391229178,0.35684772123144987,-0.3163969178914679,0.6732446391229178,high_risk
-1.0167813951146762,0.43688022222355555,0.12402952325963852,0.4069260383186698,0.597701129938129,-0.013199870785312056,0.42620576044476643,1,0,0,0,0.14280020104794852,0.8280146416274221,1.162325653367315,0.33431101173989286,1.162325653367315,general
-0.035554703867682065,0.2344305006029957,-0.778618292439261,-0.7361226672541022,1.4302977302016269,1.1346119049421484,0.4633038468152819,1,0,0,0,0.0063153790012182714,2.035497016521883,2.044643159786488,0.009146143264604945,2.044643159786488,general
0.4713225115645347,-1.752313526362354,-0.04052362184037707,-0.014203110230205417,1.1042183171899336,0.9176202613931871,0.36415091943001937,1,0,0,0,-0.045043044924712956,-0.15480140194187586,0.25002752572315795,0.4048289276650338,0.25002752572315795,general
0.7975320681658759,1.8906361019587785,-0.053800979778046445,-1.371950893161997,-0.18263605569469935,-0.3547952586127901,0.6167601510660208,0,1,0,0,0.7269783216954,2.122257513332097,2.6392298601351,0.5169723468030027,2.122257513332097,high_need
0.2034807695095592,-0.7710761103059703,-0.5225156147295574,0.8822434168247655,1.422558718118403,0.5839284577319975,0.5117730531011673,1,0,0,1,0.407082761928702,2.3234713291072637,2.5776218691618773,0.25415054005461357,2.5776218691618773,high_margin
-0.08608935065317175,-0.22255503369622118,-0.3999223068422067,-0.42617170086583434,1.9093358042598159,0.2953619187479832,0.4578189176664016,1,0,0,0,0.11943561098961532,1.6569750902630918,1.2693560321460067,-0.3876190581170851,1.2693560321460067,general
0.3910743138940387,-0.5154569892437326,0.38572969749086394,1.4519810051156037,0.3609417713168109,0.8047142898471926,0.5120841905399008,1,0,0,1,0.42343393327886825,0.7336552635338751,1.5906813880609578,0.8570261245270827,1.5906813880609578,high_margin
1.6133108625624049,-0.5198889351136732,-0.3576245046646447,0.11206556378704971,-1.0138464536877856,-0.27212065077445013,0.6491104546438653,1,1,0,0,0.46197851556522657,1.8714145378533158,2.6714335250685344,0.8000189872152186,2.6714335250685344,high_need
0.7134644911442511,-0.7552656487215489,0.733073441143646,0.03193289228233448,-1.2122421097043776,0.047504993108551635,0.4477024293771101,1,1,0,0,0.47158729659271525,1.2135678599841742,1.4533398789585203,0.2397720189743462,1.4533398789585203,high_need
-0.5545270975472635,1.30254792660282,0.1513848810818678,-0.31231087597913826,0.257988487992942,1.1574788469200499,0.45023392299008697,0,0,0,0,-0.07630045415517889,1.0506049352410172,1.0898006008526306,0.03919566561161347,1.0506049352410172,general
-0.17150913848355728,0.6150112945561935,0.207949340578549,-0.9702341523723423,-0.447776500340346,-0.9928410093650081,0.5096383342868557,0,0,0,0,0.184788559580795,1.414904779504049,1.3006423144402315,-0.11426246506381754,1.414904779504049,general
0.8894725376461234,0.047429504611843455,-0.27216436600155014,-0.5031315153633438,-1.4862662340205715,1.1715105762830587,0.49502989402908304,1,1,0,0,0.4093483798348499,0.6501434439005376,1.34815566926884,0.6980122253683023,1.34815566926884,high_need
0.12657734741387858,-3.069794013485247,0.3345895788825577,-0.9900982886853561,-0.430434502592841,0.4019183451523907,0.22690545380599147,1,0,0,0,-0.0015703189435022566,-0.5887229942546655,-0.5172359966469027,0.07148699760776278,-0.5172359966469027,general
-1.6827589684378434,-1.1449041125805883,-0.7915483176034556,0.5857160141733018,-0.19846978340205293,1.977085105727374,0.24264820380204172,0,0,0,1,0.5774043967125435,-1.2850745196760613,0.6538776013257053,1.9389521210017666,-1.2850745196760613,general
0.2738079673077553,-2.2563941453351957,-0.26100893817129794,-2.054969997951008,-0.42424434146527623,0.5300408438955327,0.2521326710878759,1,0,0,0,-0.13625267532632987,0.38542791442888075,-0.5572519937321503,-0.9426799081610311,-0.5572519937321503,general
-0.6200990150463183,0.10247240336529258,1.616078600907439,-0.211273291923666,-2.4637860596588146,-2.171617334646474,0.42743085881223175,0,0,1,0,-0.32990701571264547,0.6901488966642517,-0.06383183167350474,-0.7539807283377564,0.6901488966642517,high_risk
-0.10781136415208926,0.43805189364511216,-0.5893598792188743,2.2598515230475726,-1.370994853668619,-0.014148800936173144,0.6583251292928599,0,0,0,1,0.5946466863816975,1.5684901074881443,2.4090725249137783,0.840582417425634,1.5684901074881443,high_margin
-0.1411767564234337,1.3166678971432557,0.21583522633239144,0.9089263368022585,0.2842930549506475,0.9994328944879904,0.548064854266952,1,0,0,1,0.3630295530144939,0.9354175351933735,2.0866033144563483,1.151185779262975,2.0866033144563483,high_margin
0.6062842668767541,-0.4949809364254108,-0.09788600080827672,0.5030023384276632,0.26611890553484846,-0.9178856693124575,0.5998619635949695,1,1,0,1,0.8840128893400749,1.584647034877561,2.1156997883844206,0.5310527535068597,2.1156997883844206,general
0.49249667837095135,-1.2414994253066665,-0.1137400347985157,-0.29712198253011707,1.6628256290871548,-1.2204333351150014,0.4970150721030027,1,0,0,0,0.18044408000301426,2.400818338362015,2.1624894044164735,-0.23832893394554144,2.1624894044164735,general
0.04836144309481881,-0.27994398806931525,-0.05529030040172881,0.9701466982545413,-1.6259333514847945,-1.1859644810806402,0.590777309225795,1,0,0,1,0.6140420247286271,2.657418908458051,2.4849441515161756,-0.1724747569418752,2.4849441515161756,high_margin
0.28955885676521925,1.3636924496070877,-0.19944148366353207,-0.004392448211197484,0.8052914101409395,0.40608282571220927,0.6077049217854793,0,0,0,0,0.2022193978418976,1.8415909096317487,2.50077440959512,0.6591834999633712,1.8415909096317487,general
