unit_id,x00,x01,x02,x03,x04,x05,x06,x07,x08,x09,user_id,user_effect,user_effect_proxy,true_m,true_g,treatment,outcome
0,-0.8768607781675882,-0.09426255425255699,-1.7577283913566313,-1.4670452453909906,2.129247112028298,-1.287422581274031,-1.0967855784546396,1.836913528321314,2.905067169240407,-1.1715666288253417,0,0.30471707975443135,0.2343381268411226,-0.4649597442743826,1.762731905539242,-0.4383082422735649,2.2946012950743784
1,-0.36824895678803055,0.34155555094050954,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,0.777337576061744,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,0,0.30471707975443135,0.2290642005600273,-0.6035182591739106,0.973124446609755,-1.1590854556004313,-0.9832536919150703
2,-0.23817374397466523,-0.2663874900089551,0.23216988962625595,-0.555327218819016,0.471538522545139,1.0127158178198286,0.15542932766846604,0.35175640839920347,0.053155347577867364,8.439309141418043e-05,0,0.30471707975443135,-0.21152686779168456,-0.3138857655723296,0.7832204875069998,-0.8317316667148651,-0.5940693697827107
3,-0.7215580335428474,0.316494261673308,-0.09728659841348947,2.093168308930595,1.5733549024752425,0.3858465525565008,-0.7630572096947675,-1.112411471983418,1.191142953088865,0.2627492251471385,0,0.30471707975443135,0.4666374349313367,0.7254789781345382,0.9083888899108155,0.16225190118914223,0.08195406103613878
4,0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295,-1.110430684414478,-0.47152480744994896,0.2637172043565196,0.05246679835624363,-0.292171185803555,-0.10348826806596086,1,-1.0399841062404955,-1.2487534723855078,0.4083885218438412,0.22950757061651314,-0.06541465556385267,-0.49232000320822134
5,-0.25197737820688537,0.15256251210246857,1.471491972993157,-2.5666584409312976,-0.23685026450968424,0.17651242137244696,0.2959939896870995,-0.37191458132128985,-1.7567217824785826,0.32799548371410964,1,-1.0399841062404955,-0.8158471347715629,-0.7651035833405643,0.5351409628084479,-2.0295489276298286,-2.8934755055279098
6,1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,-0.0613243458288473,-1.052898510703949,-0.33445617235587666,1.3000445946989585,0.582655241987707,1.732311605409944,1,-1.0399841062404955,-0.6450521218842369,0.7942696088547588,0.11077475225593639,0.5355400662895586,0.5081389461370209
7,1.1774118889776937,0.4390866789295762,1.743934526167792,0.43899315873829875,0.8279881767970589,-0.29657095353470836,0.06654581585920483,-0.6974238233002769,0.989583934594853,-1.1783036231148656,1,-1.0399841062404955,-1.0963586142483972,-0.373944803237999,0.013300261396467561,-0.7331514948901436,-0.08671283531083207
8,0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,1.8206461576468016,0.7307746911386448,-1.5720402556532407,-0.06695317289820084,-1.172007192594816,-0.5182798423662747,2,0.7504511958064572,0.4434578115766896,0.452236357855633,0.32143115102719083,-0.3055603485477095,-0.7691820613215974
9,1.5112284332767216,0.637533810897696,-0.6989304285787463,-1.013717366440399,0.03278209287626079,-1.2165601493811278,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398,2,0.7504511958064572,0.7454416118805678,1.1385927247498684,0.6137695644466067,1.2936389810548432,1.8168022628402731
10,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,1.6162096816512073,-2.063238276804743,-0.5911034251911056,0.5909063227933546,-1.5815943994539423,1.475949048053509,2,0.7504511958064572,0.8550617952120487,0.09797671569102914,0.2681569141924095,0.33786619580918753,0.3855247023702403
11,0.3683566127006584,0.846583985843404,-0.5709436615217945,0.8137636899662105,1.0684715559890383,0.23287802013716835,0.23440089269869593,0.2703432392817259,-0.8633452647393817,-0.14752868024035293,2,0.7504511958064572,0.655795195432441,1.0776173794330508,1.009587085794789,0.5209701651413432,2.5856759825343514
12,-0.1525225324523588,0.3833938643534951,0.9998242469102946,-1.0585360819784093,-0.12500903031957764,1.4814555476589732,-0.7435882288125641,-0.8222500172903203,0.20230619183119358,0.8443851904853201,3,0.9405647163912139,0.7713531935774167,-0.07140235780184041,0.8103478945285739,-0.21553650856809536,-0.01678045084394275
13,0.01142605556065933,1.3289605904369892,0.8567939825665268,0.8418200668900618,0.5541165013240933,2.327653100346085,-0.2051616888660442,-2.003522292066514,1.604254361517141,-0.45769943095682564,3,0.9405647163912139,1.109624379600438,0.8289678278120332,1.8239957920850733,2.98759155471289,4.236371239147111
14,0.10788044434303304,1.309550684860527,-1.6022595410589253,-1.2516472141061394,-1.6012779371188537,-0.7941362900254239,0.43963660601699356,0.524187842812771,0.27627417932855375,-1.4127658838923665,3,0.9405647163912139,1.0898381987994723,2.0973516801551355,1.109551201404709,4.217784938757273,4.481315011869621
