engagement_score,need_intensity,content_fit,recent_activity,price_sensitivity,tenure_signal,novelty_appetite,seasonality_signal,exposure_intensity,weekly_value,true_treatment_nuisance,true_outcome_nuisance,true_structural_g,treatment_noise,outcome_noise
-0.7931224751578991,0.24057128353827487,-1.8963263495990657,1.3957717101086942,0.6382947409282153,-0.29204748521936347,-0.31194932819017573,0.30383536777881237,1.8682339899973903,4.156542774045549,0.507298353216238,2.0045349934887087,1.116762875360292,1.3609356367811523,-0.22962958381017531
-0.2676603022043396,-0.2259088611632136,0.7200678200091131,0.5147052057737699,-0.06412793563418305,-0.08547656318586194,0.16091632266564457,-0.6140183945189056,0.2821193298257083,0.4780831234950568,-0.21457829206004245,-0.5183173251321167,-0.14280531402704238,0.49669762188575073,0.12717961032710967
-0.4037502646562769,0.5482601802064181,-0.1304827931408637,-1.3744261756767235,-0.47727871963320684,0.6566216052935377,-0.23228277208327797,-0.14873281023632337,-0.14278714214920765,-1.041454227812675,0.0741306377346744,0.3355202668842875,0.2057916508486073,-0.21691777988388206,-0.997368379900169
0.6418366281712384,1.8246103049154356,-0.7131886718682877,1.3482068134340977,-1.2300127753398604,0.17497762274037393,-1.1695295195123863,1.351458184504187,1.6299425857299807,7.079294233796251,2.0261659769479867,6.031213634608505,2.4854231749495277,-0.396223391218006,1.7414715338192575
0.8339229967182518,1.1377167846550682,-0.8855331545554961,0.6845550254847351,-0.5190133298294971,-0.45738531115194264,0.5065370793987306,0.8767181724687065,0.8486024899960278,4.009787412138516,1.6232064839468612,4.502809774508428,1.6621984276014206,-0.7746039939508333,0.8625346270440472
0.20442021540537625,-0.6279871010105986,-0.8258165208830098,1.4443170258252331,0.5939459107122969,0.7197279364283922,2.1834881427128314,-0.8158629486356607,-0.37178413356545614,0.24384728450424675,0.0760427200990075,1.9121594267169286,1.7790846665436655,-0.4478268536644636,-0.8846151482998705
2.5594577984058473,3.15090813353985,1.6184131202601322,0.8271065315552476,-0.663821954890323,0.9944856278202228,-0.4426921491035081,-0.021650789789891167,3.1714299503439163,8.92088751326571,3.9072053815748577,11.954234464388684,5.116625046632682,-0.7357754312309412,-1.745739946468825
-0.29043317738973956,0.2838299564910305,1.2880777154433913,-0.5555840578664938,-0.9854038336302882,-1.0029565517494774,-0.9682773272178793,-1.4311029837963556,1.0244837155298083,2.5674941336377035,0.032866891148573774,0.774522498963755,0.717005439453751,0.9916168243812344,0.05764219200678756
-0.9129340749393138,1.2932656165144563,-0.5933119682389986,0.25710765788638085,-1.216893966089114,0.16965057990044394,-1.7407814485295512,-0.6987558974796816,1.4592233657969478,4.459648198165843,0.15410346530271224,1.931801564524816,1.6621205002450696,1.3051199004942355,0.24388680777611496
2.25453892712826,-0.5829696909767876,1.1199763853913791,0.4550541251212029,-0.15298577722473797,-0.6521068213049493,1.2869093984134494,-0.1773834594028799,3.012886254087821,7.892429103430056,1.9055123035924777,6.859274809465396,3.52462827817856,1.1073739504953433,-0.9047501194021902
1.527424478271748,-0.7190790299943703,0.057338987391204396,0.4654991267904626,0.37316017302818355,-1.2338015118488639,-0.6640627324429782,-0.19598021336613813,2.4180674234723982,5.092736817500211,0.36928040775406606,1.417653689520748,0.7714129759511323,2.0487870157183323,0.0897058504723822
-0.8536993093242442,0.6773251088800409,0.588019181358798,-1.957084454178259,-1.8052540712733376,-1.2815632768197962,0.11725953014640239,2.0331725300388053,-1.3286447539189636,-5.274507381706112,-1.7638608714472572,-6.605891994294476,-3.519135469261776,0.43521611752829364,0.5697564069138497
-0.38235645046791567,0.2506505498829739,-1.063111704919622,-1.0468362159236777,-1.9572278146894229,-0.028344247724271864,0.9472166828226635,-0.3567143204291217,1.6180593163673418,3.804387929915224,-0.3444210305209564,-0.47538188615321386,0.12735491725845982,1.9624803468882983,0.8454292090139163
1.3964530866462435,0.19785485277357148,-0.036412487563218514,0.517253892693522,0.48737756978225144,1.147806370547824,-0.8019542644400708,-2.2880491588369907,2.4816995786411296,8.0781329121633,1.7784278320882698,6.68479331646761,3.572544610313138,0.7032717465528595,0.16261403922818424
0.11474669868174449,-0.6116751553220791,-0.02717720736553576,1.664300022039085,-1.1028418050923654,0.7647973366547646,0.9458675444085191,0.4607362389115478,1.1099435907745872,3.1525769116589792,0.5581565104755961,1.8407388910181184,0.8639649976858252,0.551787080298991,0.3462106301176267
1.1185081591709785,-0.45836227856340905,-0.6815097047368442,1.0389827985611537,0.7203000218578531,1.3903781421525945,0.21228957781149788,1.6235631195706361,1.007945360006756,3.6584669273544943,1.214340971908881,2.84398484358672,0.7188881427461781,-0.2063956119021249,1.1756744045964933
-0.28208026028453087,-1.0603291561656696,-2.037089197516421,-1.1014012900841277,0.8185035060874669,-1.4649286880318764,-0.452364252194422,2.106583957841778,0.8115962309270855,2.2559779307842684,0.47973805000791325,1.0016903412097324,0.1621487536958841,0.3318581809191723,0.6735357729659844
0.8467959424820816,1.7909845571482128,-0.9915621874627999,-2.459974971716329,1.5163809371015524,-1.4169425374401776,0.09092353928239366,0.21709323165297403,1.4812104400589736,4.271708529774232,2.390794755979889,7.074441305022686,2.8905504820578805,-0.9095843159209153,-1.2109602223868523
-0.948896412364311,1.5526330652518097,1.5493375292731906,0.5514441742201724,-0.02949065983512278,0.1914368329353934,-1.095908012072798,-0.23906375766291557,0.8963051493334331,1.4450120535626443,0.8875099464099252,2.754115885608859,1.2009734793914895,0.008795202923507895,-1.3244954371623532
-0.104933146540351,-0.85223285110813,0.8492148677365117,-1.4264813946196284,-0.45341897630302874,-2.2528778145576633,0.4968185042517295,0.742605474146113,-1.7849605042507837,-6.586007555580414,-1.4280892438246653,-4.765971170265816,-2.2668149935726514,-0.3568712604261183,-1.1955116795688916
0.6212923631879371,2.918086607753529,0.9397910537615747,-0.9419906889401893,2.6635402069942016,-0.920317973372787,0.7887385690491208,0.743127624781519,1.8257668786294075,5.08726985164147,1.4521827209821754,4.739391807377816,2.198072045659009,0.3735841576472321,-0.30589423161900137
-0.8797230187647848,1.3953486289845807,0.35459371874683704,0.5709545906528738,-0.6757329962602258,1.302633372414052,-0.8609379626813217,-1.7791593337319125,1.2715557917973297,3.959856693631742,0.5845951157810175,2.6220477810731664,1.5990063284563858,0.686960676016312,0.13562772953002936
1.4251269798221404,-0.42672878693962035,0.043370087085065075,1.922756953662729,1.136491348180061,0.6327091159310891,1.0699138289152976,-0.7275086904859002,1.1585819368283548,3.5014339421970524,0.5911647115779097,2.527471265813187,1.4929330205518447,0.567417225250445,-0.019017467804412647
0.7530885892411597,1.1099371147068495,0.7554222556786553,-0.204134628884933,-3.747413858130894,0.5573025112293685,0.11487644431113753,-0.3695536111318892,1.9169297127313896,6.24440553751109,1.5264422722637307,5.229426346797865,2.558152370336336,0.3904874404676588,0.3316261698948226
0.7780986256334913,0.2657029799452037,0.20395574149744702,-1.4835909749556633,-1.4593225538131527,0.3705360273126207,0.07605711276741685,0.13874089268518713,0.18151957666114368,-0.03674734086739628,0.3994423715114045,1.2834987125873072,0.5844745624423493,-0.2179227948502608,-0.938881162466747
0.16626292710140902,0.41145641738933886,0.036065663748993046,0.15777085965866533,0.2561143548611664,0.9294095438577271,-0.5146888155437539,0.7863962209204661,-2.220472098059096,-1.8723252369433827,0.789759761023759,2.2556543053543527,0.8735747235627744,-3.0102318590828547,1.139926211097261
0.6363833640258746,0.1054020063216726,-0.4751117799426455,0.36913992682844693,0.863973015958661,-1.0749775515259348,0.06214563047606366,0.06474409489591411,1.4222149938878978,3.2259316647296905,0.21101327447361112,0.49106904269764173,0.12179581236882228,1.2112017194142868,0.6152596130570472
-0.6612016541186913,-0.6192878537663192,-1.5511470339356546,-1.1031274250824579,-1.5374765897606952,-0.6165721894526773,-0.5599863050754036,-0.5412852313465746,-2.229234334713337,-4.05285285739185,-0.7944160825495721,-1.764302980390981,-0.3740748359292302,-1.4348182521637647,0.22238206428572002
