row_id,outcome,treatment,running_score,engagement_score,baseline_value,mobile_user,smooth_score_component,true_effect_at_cutoff
0,4.93593721792149,1,0.5479120971119267,0.06598330191824608,0.890044503010141,0,0.949672474708483,1.2
1,0.5282974786427626,0,-0.12224312049589536,-0.4644118192311805,1.299978352877571,0,-0.15854631037495034,1.2
2,3.5707010763535023,1,0.7171958398227649,-1.0140691928852794,-0.11042190050841018,0,1.2864536973986953,1.2
3,3.7408745419065896,1,0.3947360581187278,-1.2665962697308424,-0.8626703187070606,1,0.6557564813008805,1.2
4,1.1589502121002282,0,-0.8116453042247009,-0.04848390047065598,2.1099854140833623,1,-0.4221488338271933,1.2
5,4.291919026603315,1,0.9512447032735118,-0.4655867795886001,-1.5266956155219669,1,1.7543734649601204,1.2
6,4.7833635085991695,1,0.5222794039807059,-0.6856069923582623,-1.4265130788738078,1,0.8995489768650197,1.2
7,4.999393049298284,1,0.5721286105539076,1.5470894861316096,0.5651280405088313,0,0.9972985423706298,1.2
8,-0.14037480481724907,0,-0.7437727346489083,-0.08232567819273391,1.6249860481773497,1,-0.4547147986493182,1.2
9,2.431454816575115,0,-0.09922812420886573,1.2700429339269252,0.18955084591416504,0,-0.13070043968378314,1.2
10,0.7695216475409669,0,-0.25840395153483753,-0.5332521826826966,0.9993036997022059,1,-0.30230844392457734,1.2
11,5.521283843216078,1,0.8535299776972036,0.24477628379865687,-1.9958027274719585,1,1.5601198910999055,1.2
12,3.0021844626333665,1,0.2877302401613291,-0.055476016256334894,-0.49954496218113714,0,0.4607160056176699,1.2
13,4.314848987135184,1,0.64552322654166,-1.6976223095181227,-1.8739478071432591,0,1.1429463176658667,1.2
14,3.6218213855812764,0,-0.11317160234533774,1.4283383062639128,0.7804109582286599,1,-0.14768667582598033,1.2
15,2.3573755815988555,0,-0.5455225564304462,-0.13515360703241588,-1.5472313265890145,1,-0.46883504334164017,1.2
16,3.1240525773238286,1,0.1091695740316696,0.7464182196329605,-1.2778188460326472,1,0.16191642147246188,1.2
17,1.197699681579555,0,-0.8723654877916494,-0.7520287224615594,0.5140252049614028,0,-0.38013332172977565,1.2
18,3.783303856415754,1,0.6552623439851641,-0.16484438157976464,1.0618243520177295,0,1.1623900648102508,1.2
19,2.7360055653048794,1,0.2633287982441297,-0.8668523599233547,-0.15896810822921661,1,0.41774304623495995,1.2
20,4.980073552152697,1,0.5161754801707477,1.2359984827633934,0.5701725041085097,1,0.8876604642361925,1.2
21,2.1799215937267036,0,-0.2909480637402633,0.3114093474506757,0.5377881668730922,0,-0.3309865258419993,1.2
22,5.011116885476506,1,0.9413960487898065,0.36705352668088814,-0.2154268594424721,1,1.7349341341330344,1.2
23,4.969076277029345,1,0.7862422426443954,1.358184147104979,-1.0947054828862488,1,1.4251677635985538,1.2
24,3.598330587609576,1,0.5567669941475237,1.156341296899023,0.5648914068846425,1,0.9670582104504603,1.2
25,1.5300438907658735,0,-0.6107225842960649,0.7653425361362853,0.6130956907750826,1,-0.4768999561866114,1.2
26,0.9223053174090724,0,-0.06655799254593164,-1.4217273470374627,0.8940244030902588,1,-0.08953401908284661,1.2
27,1.0530040422544171,0,-0.9123924684255424,-0.6956791195166836,0.31206642407889745,1,-0.34554585540130545,1.2
28,0.9770182209599693,0,-0.6914210158649043,-1.0038881360113527,-1.1684999134793264,0,-0.46984901835412185,1.2
29,4.301849863873597,1,0.36609790648490925,0.7275336936257992,0.6903401613691801,0,0.6025856725817273,1.2
30,4.608021508745466,1,0.48952431181563427,0.1706519417500514,-0.0013810802283412515,1,0.8359839350154636,1.2
31,4.646260680104215,1,0.93501946486842,-1.3905124336305947,-0.48273744432334303,1,1.7223283714317559,1.2
32,2.113389604463834,0,-0.3483492837236961,-0.18874421301122754,-0.2946358371937122,0,-0.37581629200425404,1.2
33,0.9231157644768156,0,-0.25908058793026223,-1.4941123357187784,-0.6902571783903797,1,-0.3029280516372982,1.2
34,0.920734263139001,0,-0.06088837744838416,-0.05315648806975988,0.8888437788544289,0,-0.08219880478844035,1.2
35,0.7954168665357755,0,-0.6210572818314286,-1.6553725039871847,-1.4181147335800204,0,-0.47706820848785675,1.2
36,2.027758330431609,0,-0.7401569893290567,0.5288274933846129,-0.9934859348064183,1,-0.4560352051031118,1.2
37,1.226079028219133,0,-0.04859014754813251,0.37796262603407355,-0.32877288467169474,1,-0.06609725210648497,1.2
38,1.688241817599228,0,-0.5461813018982318,1.9079484933468815,1.6137508482389997,0,-0.46897587312972494,1.2
39,4.514288077452487,1,0.3396279893650207,0.8478732894973424,1.0542805490928489,0,0.5540456273021104,1.2
40,2.659563570701308,0,-0.12569616225533853,-0.42291425582250275,-1.6408408032472255,0,-0.16263992810356218,1.2
41,4.674642192963713,1,0.6653563921156749,0.818070093274486,1.351347088752486,0,1.1825648085524683,1.2
42,2.7045512641464917,1,0.40053020400449824,-1.3976638809451785,1.349420216983684,0,0.6665926486684424,1.2
43,2.356665222624407,0,-0.37526671723591787,-0.9624726036810854,-1.174008326022643,0,-0.3942168751441398,1.2
44,4.810529572314475,1,0.6645196027904021,0.33314253207511,-2.5214582705964452,0,1.1808915218851848,1.2
45,2.7306450258287924,1,0.6095287149936037,-2.1582496627479273,-0.07222162234724244,1,1.0713010456963379,1.2
46,2.1907342368943405,0,-0.22504324193965108,-0.037160784933883036,1.122424409299822,1,-0.27055595235020624,1.2
47,0.675726183149732,0,-0.4233437921395118,-1.0202632921184207,1.5912619698002022,1,-0.4227502548582911,1.2
48,3.758345362554787,1,0.364991007949951,0.10130705515326355,-0.8708272643612502,0,0.6005439239205613,1.2
49,0.6627109619614862,0,-0.7204950327813804,-1.0777363580472634,1.7519791046629654,0,-0.46249613053436284,1.2
50,2.273621302433701,0,-0.6001835950497834,0.42424813745518875,-2.227932395816701,0,-0.4764113346897071,1.2
51,1.5689268111534933,0,-0.985275460497989,0.01932742366738962,-0.3680506138292876,1,-0.2680056894201809,1.2
52,4.597704653682384,1,0.5738487550042768,1.4003659168813305,-0.4172106692157472,0,1.000690752892395,1.2
53,3.729316752632303,1,0.32970171318406427,0.006734534101622121,1.152337024924303,1,0.5360011009843066,1.2
54,3.131309239184044,1,0.4103307572526702,-0.7686428049614663,1.29830246593978,0,0.6849793470133758,1.2
55,4.816565009285334,1,0.5614580620439358,-0.2468858558272829,0.9542236554333953,1,0.9762824493984574,1.2
56,1.4498686159749345,0,-0.08216844892332009,-1.3442363970167315,-1.3505500487458946,0,-0.10944033476602445,1.2
57,3.143856121037206,1,0.13748239190578748,0.40613725470544,0.8626190317989219,0,0.2066869613575836,1.2
58,2.7475104283244236,0,-0.7204060037446851,0.5898502463152723,0.5090419685934918,1,-0.46252263645740377,1.2
59,4.090913107561103,0,-0.7709398529280531,2.469196036692818,-1.6712343852795908,0,-0.4434648234343579,1.2
60,4.417290570889145,1,0.3368059235809433,-0.6218359906044048,-2.067013828801687,1,0.548906543383334,1.2
61,0.47461946219468654,0,-0.057807587713734954,-0.2677945736751827,1.0379892900207761,0,-0.07818963722790528,1.2
62,2.8547568344700114,1,0.13047221296237765,-0.5757585244382156,-0.18009930097924454,1,0.1955021369382339,1.2
63,4.2486279764913215,1,0.5299977148320512,0.21211370113122407,-1.2851820924548754,1,0.9146085869425832,1.2
64,3.933103196011254,1,0.2694366400011816,0.38169053447961365,-0.20817192870876858,0,0.4284421608597761,1.2
65,3.097002840345036,1,0.10715880131599165,-0.05337484442851077,0.36404108111320266,1,0.15877805189526434,1.2
66,5.164636555676742,1,0.11841432149082709,1.0863259168730321,-0.08285112666754706,1,0.1764164713575522,1.2
67,1.0561469857747845,0,-0.3920998038747756,-0.6169795037547775,-1.5519861531260863,1,-0.4048471124898129,1.2
68,0.8655485086761406,0,-0.9383643308641212,0.9861740478907121,1.88555690356411,0,-0.32009847126868496,1.2
69,1.9278080914369204,0,-0.12656522153527527,0.5384978536410825,1.004217968987892,0,-0.1636667098478237,1.2
70,2.150243811400572,0,-0.5708306543609416,-0.012029919898946523,-0.3353774516734673,1,-0.4733834705992226,1.2
71,0.15058382655736535,0,-0.1829427125507277,-0.31493664075714545,-0.2950946559022876,0,-0.2272024120545003,1.2
72,4.833203211218207,1,0.7068061465363322,2.4266677587313694,0.35948739471317603,1,1.2656026275647116,1.2
73,1.3221383497037207,0,-0.5321210282693185,-0.8170086507420794,-1.1296213957403316,0,-0.46571216501288304,1.2
74,2.6933950578232655,0,-0.883394516621868,0.29793317696841465,0.3226764365369687,1,-0.3711576156124038,1.2
75,2.75586019824458,0,-0.4372322159560069,-0.7502190702421325,-1.3307324368607656,0,-0.4299321971536966,1.2
76,2.541095913793501,0,-0.41281248446663277,1.7856207486213058,-0.070534216845166,1,-0.4169839797462099,1.2
77,4.519740941756894,1,0.3238330294537901,0.8868263287992036,-1.1685714998568588,0,0.5253746224196814,1.2
78,2.885696646734785,1,0.11406430468255668,-0.6783498788411441,-1.1180839823267146,0,0.16957914065385063,1.2
