engagement_score,need_intensity,content_fit,recent_activity,price_sensitivity,tenure_signal,novelty_appetite,seasonality_signal,feature_exposure,weekly_value,true_propensity,true_mu0,true_mu1,true_tau,potential_outcome_0,potential_outcome_1
-0.7931224751578991,0.24057128353827487,-1.8963263495990657,1.3957717101086942,0.6382947409282153,-0.29204748521936347,-0.31194932819017573,0.30383536777881237,0,-1.0083480419093231,0.2013854049728911,-1.4655743955699316,-0.6620374462485741,0.8035369493213576,-1.0083480419093231,-0.20481109258796554
-0.2676603022043396,-0.2259088611632136,0.7200678200091131,0.5147052057737699,-0.06412793563418305,-0.08547656318586194,0.16091632266564457,-0.6140183945189056,0,-0.7339035708634412,0.495184663952511,0.22026584676140143,1.2170373276120732,0.9967714808506717,-0.7339035708634412,0.26286790998723064
-0.4037502646562769,0.5482601802064181,-0.1304827931408637,-1.3744261756767235,-0.47727871963320684,0.6566216052935377,-0.23228277208327797,-0.14873281023632337,0,-0.2579251099769978,0.5341815297386128,0.42526017649194536,1.5753380460011752,1.15007786950923,-0.2579251099769978,0.892152759532232
0.6418366281712384,1.8246103049154356,-0.7131886718682877,1.3482068134340977,-1.2300127753398604,0.17497762274037393,-1.1695295195123863,1.351458184504187,1,3.904643783481963,0.6920677922599342,2.592242399206782,4.364937025939456,1.7726946267326738,2.1319491567492888,3.904643783481963
0.8339229967182518,1.1377167846550682,-0.8855331545554961,0.6845550254847351,-0.5190133298294971,-0.45738531115194264,0.5065370793987306,0.8767181724687065,1,1.742985931256251,0.6908049652673344,1.5176687729185887,3.1068007998427434,1.5891320269241547,0.15385390433209634,1.742985931256251
0.20442021540537625,-0.6279871010105986,-0.8258165208830098,1.4443170258252331,0.5939459107122969,0.7197279364283922,2.1834881427128314,-0.8158629486356607,1,0.1820611028009702,0.5243819703246717,-0.09986104231202192,0.685778386145838,0.78563942845786,-0.6035783256568896,0.1820611028009702
2.5594577984058473,3.15090813353985,1.6184131202601322,0.8271065315552476,-0.663821954890323,0.9944856278202228,-0.4426921491035081,-0.021650789789891167,1,7.660779034738672,0.92,6.967528457706494,9.12043750570609,2.1529090479995956,5.5078699867390775,7.660779034738672
-0.29043317738973956,0.2838299564910305,1.2880777154433913,-0.5555840578664938,-0.9854038336302882,-1.0029565517494774,-0.9682773272178793,-1.4311029837963556,0,0.028405231846820513,0.7385526552126025,0.049945019197403004,1.231939010353888,1.1819939911564852,0.028405231846820513,1.2103992230033056
-0.9129340749393138,1.2932656165144563,-0.5933119682389986,0.25710765788638085,-1.216893966089114,0.16965057990044394,-1.7407814485295512,-0.6987558974796816,1,3.6484785709753615,0.5693451725565577,1.0107583207907962,2.492356732527592,1.4815984117367957,2.166880159238566,3.6484785709753615
2.25453892712826,-0.5829696909767876,1.1199763853913791,0.4550541251212029,-0.15298577722473797,-0.6521068213049493,1.2869093984134494,-0.1773834594028799,1,1.4152789460751085,0.8356921406921094,1.3496043638367996,2.422075079301572,1.0724707154647726,0.34280823061033616,1.4152789460751085
1.527424478271748,-0.7190790299943703,0.057338987391204396,0.4654991267904626,0.37316017302818355,-1.2338015118488639,-0.6640627324429782,-0.19598021336613813,1,0.8498914149179417,0.5780159139651477,1.2193157681583722,1.9665302347828555,0.7472144666244832,0.10267694829345841,0.8498914149179417
-0.8536993093242442,0.6773251088800409,0.588019181358798,-1.957084454178259,-1.8052540712733376,-1.2815632768197962,0.11725953014640239,2.0331725300388053,1,1.693492241243771,0.5579046466034419,-0.07488987969231325,1.493888563946526,1.5687784436388392,0.12471379760493159,1.693492241243771
-0.38235645046791567,0.2506505498829739,-1.063111704919622,-1.0468362159236777,-1.9572278146894229,-0.028344247724271864,0.9472166828226635,-0.3567143204291217,0,1.359512716067662,0.5524234470621294,1.2874515297878022,2.7960377942289028,1.5085862644411006,1.359512716067662,2.868098980508763
1.3964530866462435,0.19785485277357148,-0.036412487563218514,0.517253892693522,0.48737756978225144,1.147806370547824,-0.8019542644400708,-2.2880491588369907,0,2.019568816181484,0.7199483032629534,0.38629610086028165,1.378744198015421,0.9924480971551393,2.019568816181484,3.0120169133366232
0.11474669868174449,-0.6116751553220791,-0.02717720736553576,1.664300022039085,-1.1028418050923654,0.7647973366547646,0.9458675444085191,0.4607362389115478,1,1.997672184196647,0.6207296065575552,1.0465421915616657,2.1686373400086536,1.122095148446988,0.8755770357496591,1.997672184196647
1.1185081591709785,-0.45836227856340905,-0.6815097047368442,1.0389827985611537,0.7203000218578531,1.3903781421525945,0.21228957781149788,1.6235631195706361,1,1.8123843367214079,0.3823838440634423,0.24732776190125202,1.129558235619037,0.8822304737177851,0.9301538630036229,1.8123843367214079
-0.28208026028453087,-1.0603291561656696,-2.037089197516421,-1.1014012900841277,0.8185035060874669,-1.4649286880318764,-0.452364252194422,2.106583957841778,0,0.390440070096122,0.13834021142658934,0.6594767401504733,1.0781576383564693,0.41868089820599597,0.390440070096122,0.809120968302118
