row_id,engagement_score,baseline_value,support_need,prior_usage,mobile_user,selection_encouragement,treated,selected,outcome_observed,full_outcome,true_tau,true_treatment_propensity,true_selection_probability,hidden_response_factor
0,-0.3114454063461359,-0.5777869140921258,-0.06968017427620889,0.8743677467856359,0,-1.6165586878481952,0,0,0.0,1.7375821743174904,0.842438628727268,0.38873888787242256,0.043020734086163887,-2.1263870039993225
1,-2.2451980362022987,0.1785908520903776,0.6319969128827989,-1.3023064030743314,1,-0.5007016611678833,0,0,0.0,1.281574453084085,0.48228942747470205,0.21721826997720153,0.07584229253372839,-0.18815495862589832
2,-0.2147924208413852,-0.1042877227922076,0.11737155895290537,-0.8597419758874483,0,0.019918731295894162,1,1,4.283298234116046,4.283298234116046,0.918921580475532,0.42804107907181344,0.7406447116747776,1.4780502223777205
3,0.8868638995543789,0.2086468284681291,0.4319360563804512,-0.32107073294636,1,-0.3626167139976484,1,1,5.454790301310945,5.454790301310945,1.2898193935207691,0.6250925955911032,0.5501398033766506,0.17093805320444402
4,0.17433847556174747,-0.21886269945366732,-0.6051827612217603,-0.13472302545407988,1,1.1573430783228533,1,0,0.0,4.405956197324699,1.151273490094563,0.5697519150133268,0.8510093030413873,0.10823400005952519
5,-0.19616039212093905,0.8188760566118887,-0.499649338967228,0.10126612629068119,0,-0.46472333923961695,0,1,3.4690961418882584,3.4690961418882584,1.1237562443582712,0.5569056739106689,0.450015038751377,0.31007121838472135
6,-1.2980863677141363,-0.4488591860780709,-1.227615572364979,-1.8041369361151818,1,1.2564560418898139,1,0,0.0,1.7681103216478444,0.8109110873962533,0.395855647414276,0.5762734113441538,-0.9340123860246852
7,0.0578855801561115,0.6106072755975498,-1.134971194695788,0.6842851046242712,1,-0.4443904904226569,0,0,0.0,3.0347472178747985,1.2995596058482393,0.6606161010162798,0.35698120467936045,-1.0428171326575688
8,1.2432973794429085,-0.892316461358125,-0.13765900021788044,1.1157200994850922,1,-0.3691155852011689,0,0,0.0,2.4495547639422424,1.2707427756787963,0.620765935676073,0.352445185615298,-1.2782485138271265
9,-0.4417736953690547,1.430839219268936,-0.05925008802718806,-0.5795166458058865,1,-0.48412836192218295,1,0,0.0,4.095782176092578,1.1901074678507955,0.5879732600439149,0.3602434158338903,-0.20227856683444348
10,-0.31593804254547125,0.5367831281790617,0.7181338769700667,-0.7206545255403294,1,1.2665867450049098,1,1,3.8512325334496538,3.8512325334496538,1.009719570893485,0.4697041595409217,0.7418145556733019,0.5281757778488518
11,-0.5835763392294893,2.2292614854947916,-3.113129457998325,-0.8576721089989102,0,2.0835482748122454,1,1,5.593253149221563,5.593253149221563,1.499808083816679,0.7846905888849679,0.9024365415637742,-1.4421526719381035
12,-0.8442171181123557,0.6909018808092324,-0.35448185786886544,-0.9938127752656675,0,-0.0030625100663254083,0,1,1.524502325836237,1.524502325836237,0.9280291883801824,0.4461696381973942,0.36130337750021596,0.15503656336670338
13,0.4018092464445234,1.6779935946297158,0.594938062313885,0.6319484782929273,0,-1.1541144227817506,1,1,5.4345623455768495,5.4345623455768495,1.2926575445741997,0.6294391287618668,0.3765497575898441,0.22025753557571306
14,1.5953175346398967,1.3764780079086214,-0.08579544447374292,-2.1248867181646425,0,0.8082118117365036,1,1,6.021715393220919,6.021715393220919,1.6138806292936414,0.7832879013445668,0.8500548247755944,0.6855898305006966
15,1.2264244461902316,0.2306272562039367,0.5714596454317612,0.253012972849781,0,-1.6097380494252806,1,0,0.0,3.8207372220315587,1.284054235434972,0.6186483474573728,0.27855582000155366,-0.2456008472686725
