x,y,y_hat_from_x,residual_y_from_x,x_hat_from_y,residual_x_from_y
-1.857148986154002,0.558061964500349,0.6882885055610721,-0.13022654106072318,0.09509362767961482,-1.9522426138336169
-0.003610687799425083,0.07222475173952043,-0.0017389215523113677,0.0739636732918318,-0.6817476408296921,0.678136953030267
0.5074917881167873,0.6035987647564622,0.7831629903890107,-0.17956422563254848,0.21991262309370985,0.28757916502307745
-2.3565549581402774,2.0538748405585685,2.0287099782473916,0.025164862311176872,-2.196405136172224,-0.16014982196805327
-1.7603695771127204,0.013658500926020611,0.45219148527409203,-0.4385329843480714,-0.6945726800200012,-1.0657968970927192
2.1410551148018477,1.238397442055756,0.8863626575425378,0.3520347845132181,0.8036368940072036,1.3374182207946441
-2.147897119229016,1.3005180452231955,1.4572827534802197,-0.15676470825702427,0.6414028505256053,-2.7892999697546212
-1.85113025300351,0.2351059644497721,0.6732285931398039,-0.43812262869003177,-0.5644759027107558,-1.2866543502927543
2.241642266458875,0.7630748913995881,0.866002446057685,-0.10292755465809689,0.6454490695945458,1.5961931968643293
0.6094179639819144,0.8167090914190015,0.9089143637107142,-0.09220527229171271,0.7680800782687305,-0.1586621142868161
-0.6550343813510451,-0.7165147474518725,-0.734691122400994,0.0181763749491215,-0.7319468503577407,0.07691246900669557
0.056950109016313366,-0.22886520839179073,0.09487796319078878,-0.3237431715825795,-0.6725817635484197,0.7295318725647331
0.8142147625839962,1.2413152609458322,1.1046560981974327,0.1366591627483995,0.7969306653286312,0.01728409725536495
-1.1234559211943536,0.35573128738766346,-0.6302803951813551,0.9860116825690186,-0.38132113817847557,-0.742134783015878
-1.8101596356652232,0.21825903810953212,0.5719925535504071,-0.353733515440875,-0.5832059312227948,-1.2269537044424284
1.4401979725199592,1.3559250334165778,1.1934513274705,0.16247370594607768,0.4647527306125867,0.9754452419073725
0.8518029205124189,1.072854892949063,1.1314630439620519,-0.058608151012988774,1.023842662086507,-0.1720397415740882
0.06191156741580217,0.15378516703607262,0.1028531644607642,0.050932002575308416,-0.6400975070670452,0.7020090744828473
1.5836821798482905,0.6906874942911057,1.133144828770961,-0.44245733447985525,0.4591161537606072,1.1245660260876833
0.24537634435013178,0.07536363719980416,0.3978686832388223,-0.32250504603901814,-0.6806961119189414,0.9260724562690732
2.4045681964865278,0.9256123947665011,0.8593673430227291,0.06624505174377204,0.9545503454162234,1.4500178510703043
-1.4774526933497756,-0.16666033347850825,-0.14464570408251198,-0.02201462939599627,-0.6825271580004282,-0.7949255353493474
0.26865181432613916,0.8926381413229376,0.43458011924117557,0.45805802208176205,0.9085182073891604,-0.6398663930630213
-0.0818765153830614,-0.32629537226210625,-0.12347152068746325,-0.202823851574643,-0.6622330897826334,0.580356574399572
-0.7336257246977596,-0.7388154274951869,-0.7606455667689698,0.021830139273782856,-0.7382987209054024,0.004672996207642832
