baseline_need,prior_engagement,friction_score,content_affinity,price_sensitivity,account_tenure,region_risk,seasonality_index,device_stability,high_need_segment,support_risk,treatment,outcome,true_propensity,true_cate,noise_scale
-1.1816760970752076,1.059808042301766,-0.41083702746819334,0.911415738929373,0.533743271276841,128.1710944315566,0,0.833598606045472,0.5696242699615311,0,0,1,1.4693665321851068,0.4849382973102658,0.13256174386161096,0.65
-0.8279482524055161,-2.236885653683477,0.15420963993145534,1.520599195698615,0.29408833692595526,74.65744733606505,0,1.7876674071435597,0.9029568242589631,0,0,0,0.0043090198391135814,0.31117713225041316,0.4741773136279777,0.6731314459897183
-0.08439022178515526,-0.7668053645776174,1.2414362394628518,1.216675039017603,0.7111838028932547,79.52012553435527,0,0.8048245217993096,0.8787629687334362,0,1,0,0.8550865088937238,0.5209202686346411,-0.027291549249294,1.1162154359194278
0.9736202553233414,-1.2543562772387418,-0.8092648942970018,-1.0226460237892119,0.21440071232140887,90.0406147676286,0,1.2280416034512303,0.557408574085902,1,0,0,1.0314394536538822,0.5532075047330618,0.4393231957283029,0.65
-0.026649768951746422,0.12391649089859905,0.9044622819728395,-0.7860624741688395,0.5914755839386073,39.38695673654966,0,-1.6092320933129438,0.82049320040459,0,0,0,-0.3497726255497098,0.22835951102139587,-0.16891019900757326,0.785669342295926
0.4741758785865608,0.7438836434104502,-0.7256337393755015,0.040437303446063146,0.28405434578931044,110.282075688928,1,-0.2376702182995409,0.6820254111398859,0,0,1,2.14318417328292,0.5735036105340924,0.5635579179096506,0.65
0.2933509939874685,1.7689589327892283,1.8680100085845441,-1.3673556319084998,0.2707921752892278,33.10727041927168,0,-0.16133019705679918,0.4816440722596905,0,1,0,-1.308815577924247,0.5713382435842255,-0.723205396836994,1.2102015012876817
0.370402449981208,-0.6432801073548773,1.1215904912214154,-0.227488896466673,0.38560870956776344,59.14357016839578,1,-0.4471445448309541,0.8003434050350837,0,0,0,-0.24832883705436293,0.24234093613195523,0.14901247452324456,0.8182385736832123
1.7743501675115136,0.9359300641864841,1.2094345474661226,-0.29543632422490373,0.31513704516745694,96.80436230318254,0,0.5834432303081721,0.45280607882947826,1,0,1,3.3720844036183575,0.6503805078024577,0.6335955358511136,0.8314151821199184
-2.1673147861623656,-1.192240239548736,-0.04329306720532222,0.9782982195911254,0.5772382663854052,21.400967767842523,1,1.0695998613576103,0.5144240021922325,0,0,0,-0.7125689649788959,0.14890025456531764,-0.22321678237910508,0.65
-0.5780377221588177,0.244905666450473,-0.7797092906297084,0.7091045886684482,0.5629974550434932,47.569525977357955,0,0.9568680698261679,0.38956709935320755,0,0,0,0.5001597911578632,0.523727379576314,0.30306139513277414,0.65
-0.4275649066000529,-0.46305949318034345,-0.4259621878372127,-1.0946621605389733,0.47104648759412804,18.422594996910984,1,0.4517785561645479,0.9203458257102345,0,1,0,-0.051917049374278434,0.4695060436765426,-0.48318651935288964,0.93
-2.2210358893011892,1.5889364866703077,-0.8186337868695223,0.807915566130531,0.6446199707451111,20.21207823359144,0,-1.6485139232645571,0.8729085510566982,0,0,0,0.8432140301735886,0.29821940593359164,-0.2962528235897808,0.65
