baseline_need,prior_engagement,friction_score,content_affinity,price_sensitivity,capacity_score,account_tenure,region_risk,high_capacity_segment,treatment_intensity,outcome,true_marginal_effect,true_effect_0_to_1,true_effect_0_to_2,estimated_marginal_effect,estimated_effect_0_to_1,estimated_effect_0_to_2
-0.6051807414220147,0.812675180927606,-0.6850834990648846,-1.5628903425415006,0.7171347090022865,-0.5785424693191799,56.737732350763096,0,0,2.139844679009901,0.7343431811806158,-0.13216482962190834,-0.13216482962190834,-0.2643296592438167,0.030991640599913578,0.030991640599913578,0.061983281199827156
0.9020368983974383,0.20596442125428924,2.0589964913452534,-1.1449950265266087,0.19756606257394851,0.7111315358633208,50.461304205773494,1,1,1.7745702388812867,1.3314575234565922,-0.09392385633721026,-0.09392385633721026,-0.18784771267442052,0.09795423691041683,0.09795423691041683,0.19590847382083365
0.7315982338071861,-0.08383200409687208,0.24648995536004328,0.8038321395370811,0.42130125295040216,1.0001265410279645,41.09908579074292,0,1,2.063272732758546,1.8241733353876974,0.6941971996953807,0.6941971996953807,1.3883943993907615,0.868666913486265,0.868666913486265,1.73733382697253
-0.19953525489678559,-0.13319041908908463,0.9003079475052126,-0.8718979402905587,0.1704666018989176,-0.2845094523602887,112.77936402499667,0,0,0.4734265018872936,1.2126118964256871,-0.11179123353028748,-0.11179123353028748,-0.22358246706057497,-0.01224893288561038,-0.01224893288561038,-0.02449786577122076
2.332380857345083,-1.0780805776096063,-0.4028857584562225,-1.032733324741326,0.2994931359065435,0.49596954605532073,11.455247411651836,0,1,1.4836052422970125,4.305661468601341,0.9839311558459831,0.9839311558459831,1.9678623116919662,1.177436696955274,1.177436696955274,2.354873393910548
1.0930035155413012,-1.231891504333497,-0.2122654416323146,-2.4727236207716374,0.30389828116184064,-0.9745713930799231,28.724153094259545,0,0,0.4469002653670608,0.32221126348939866,0.17471354229293717,0.17471354229293717,0.34942708458587435,0.34965107492572123,0.34965107492572123,0.6993021498514425
-2.2649737958346066,-1.4813365787571007,0.7565834131349635,-1.6522411196194378,0.8665621495614082,-0.5689864171882755,72.49357483502247,0,0,-1.117649160039566,-0.7358959004383511,-0.9660193311496186,-0.9660193311496186,-1.9320386622992372,-0.6783937268406766,-0.6783937268406766,-1.3567874536813531
-0.8919766791602335,0.6280551688736933,0.8459236622305004,1.872226972480061,0.6194866462933811,-0.8424339274989993,33.91778473461352,0,0,1.1622121506255785,0.14438837447510355,0.09246738408042401,0.09246738408042401,0.18493476816084803,0.28826436028484775,0.28826436028484775,0.5765287205696955
-1.5164143202225602,0.30387820895865675,-0.20337149057782042,1.7109332146076464,0.5823341742044409,0.5283470567118408,61.954444551948,0,1,1.7099503274823147,1.846893440634778,0.2883534950851142,0.2883534950851142,0.5767069901702284,0.48889589559346314,0.48889589559346314,0.9777917911869263
0.2592282925506934,0.3218287018460801,-0.2865483328071603,-0.09343569940914975,0.22235360650574587,-0.3999654904706238,70.09919282345736,1,0,0.04760806647187987,1.5661360643398043,0.2654412636767435,0.2654412636767435,0.530882527353487,0.3951844634882187,0.3951844634882187,0.7903689269764373
0.9991702505223514,0.266770444341013,1.2996488033219418,0.24747598959634087,0.41384709265021674,-1.007164043942187,27.436558072225623,0,0,1.1052883830424016,2.106556604119567,0.2790673093067206,0.2790673093067206,0.5581346186134412,0.45957535756575557,0.45957535756575557,0.9191507151315111
1.07746116615917,1.296682196396283,0.2032544875538882,1.1150169424471708,0.6065157500627913,-1.409947858672379,19.82559033728407,0,0,0.8791231606467931,3.662228453550286,0.6521124088881329,0.6521124088881329,1.3042248177762659,0.840718968255108,0.840718968255108,1.681437936510216
-0.8511942845254483,0.40072506050470297,-0.5495214870608269,1.7548995467562618,0.3326419860198037,-0.09524123722182196,8.916888873130807,0,0,1.2346535169606918,2.5724274104136815,0.45860816925763065,0.45860816925763065,0.9172163385152613,0.5512724387517229,0.5512724387517229,1.1025448775034459
1.864572942937846,0.6922984137698228,0.6712205152453745,0.48602400210273705,0.48400716064672766,1.0782176152860583,97.32622307956052,1,1,2.128479027861986,3.687150367957627,0.7057345124918926,0.7057345124918926,1.4114690249837851,0.9171729370807282,0.9171729370807282,1.8343458741614564
0.349623286107686,0.9379131470167706,0.06436440855489332,0.1144122848633461,0.11911045822922729,0.02678531165110038,23.79294602138898,0,0,2.529374241192836,2.6870167426972063,0.41574205152846333,0.41574205152846333,0.8314841030569267,0.4479372748991108,0.4479372748991108,0.8958745497982216
0.01760419991388846,-3.0359759841983083,0.926746844773496,-0.804326084739543,0.2676372224617431,0.30266131529004986,83.2219976861467,0,0,0.01455770569524878,-0.5853761930809276,-0.0679667585182164,-0.0679667585182164,-0.1359335170364328,0.13109189350381836,0.13109189350381836,0.2621837870076367
-0.34023188587865344,0.5630138672586843,0.2649947238992321,0.7813464656906353,0.1611924302456225,-2.110814708242623,15.49951847281127,0,0,-0.0743584704327398,1.2682025295025776,0.2883924132615109,0.2883924132615109,0.5767848265230218,0.4307741261371813,0.4307741261371813,0.8615482522743626
0.23222527040898167,0.8449696969609202,-0.4346094032765336,-0.2735223338985266,0.29514114026841876,-0.08484254378723793,50.7449861112875,1,0,1.3010843094770628,2.935763311433727,0.240569250669197,0.240569250669197,0.481138501338394,0.35120857692754004,0.35120857692754004,0.7024171538550801
0.73550590939804,-1.444909947330457,-2.1212875008043612,0.23969470607655757,0.39801550332246427,2.2188602828933903,38.042535329815486,0,1,1.6481372211033527,4.542336641851701,1.1202462311047998,1.1202462311047998,2.2404924622095996,1.2510284159513347,1.2510284159513347,2.5020568319026695
0.7543818778183135,1.5334664221635523,1.0529499730258673,0.9363687948609138,0.3591597537741826,-1.0674517120013143,46.339475627029614,0,0,1.9864634351945445,2.7537830321314796,0.40192597389259765,0.40192597389259765,0.8038519477851953,0.5276026819917012,0.5276026819917012,1.0552053639834025
-0.456611082604935,0.17839408260128223,-0.2821679125511041,-0.4139003786827007,0.4542263004192474,-1.1506593376102552,22.403602919645568,0,0,0.16860492777103653,0.8091088381489921,0.09070945736835563,0.09070945736835563,0.18141891473671126,0.25538036458556423,0.25538036458556423,0.5107607291711285
-0.2854668657561687,0.1634296197696269,-1.3300675685388228,0.2619000242036732,0.18547010307456474,0.46549183972028285,69.64089098388067,0,1,2.0130730362513045,4.000988899155367,0.7153133222855794,0.7153133222855794,1.4306266445711588,0.823370423169687,0.823370423169687,1.646740846339374
-0.13493213188107814,-0.2220886916146784,-1.6845783597426904,0.7328432330358049,0.5215223038117528,1.5663902735975914,44.4689209985845,0,1,0.9920012005843399,3.148082447942883,0.8395726712483143,0.8395726712483143,1.6791453424966285,0.9841787514685013,0.9841787514685013,1.9683575029370026
-0.1327658553719469,0.2797728026028181,-0.1857687582455281,0.19481640960001168,0.3081903678546384,1.1262055241958298,58.053324914365064,0,1,2.32619282962684,2.9721820702066655,0.46479595275276,0.46479595275276,0.92959190550552,0.5850860816202932,0.5850860816202932,1.1701721632405864
-1.1026037373767223,-0.7004200292879308,-0.8267117894338772,0.10775299866937078,0.5305352265241932,0.863544560974327,32.226086514195046,0,1,1.014186890999603,2.049905481446948,0.26521463260465117,0.26521463260465117,0.5304292652093023,0.4619770846301303,0.4619770846301303,0.9239541692602606
1.2974284697179548,-0.20142189483887646,1.27149320787766,0.036802835221929585,0.26517541901035085,-0.6526826389763704,24.26647501375831,0,0,0.5725512221451643,2.1583789690248336,0.36653387556540534,0.36653387556540534,0.7330677511308107,0.5182083634787957,0.5182083634787957,1.0364167269575915
-0.9244575281738993,1.4761116787062776,0.8137897473298813,-1.1433960246836798,0.6588803597080731,-0.5969418533553151,73.62163286812255,0,0,-0.7031063256585417,1.2136537689597253,-0.46182442307426563,-0.46182442307426563,-0.9236488461485313,-0.31051206028906686,-0.31051206028906686,-0.6210241205781337
0.2727309057628308,1.3031039464837204,0.5708240238424585,0.16197919413345838,0.467097564009772,0.7707074699660877,27.059759130632727,0,1,0.6681181709118358,1.9653986870838704,0.36783620794992905,0.36783620794992905,0.7356724158998581,0.5122771198005228,0.5122771198005228,1.0245542396010456
1.1125450825366427,0.18029596141988868,-0.3424381325705081,0.44174984405539025,0.17218914360773582,-0.5316033444584182,41.74200249684748,0,0,2.1376034181714423,4.270214048418735,0.7650385897398855,0.7650385897398855,1.530077179479771,0.8563416400470867,0.8563416400470867,1.7126832800941734
0.0015954632128450284,0.3637392665302353,1.2272015936970375,-0.7415904064830035,0.8783463180358151,-2.345661134446637,26.53382909861791,0,0,-0.6405173529014906,1.893531399087545,-0.27382701040928786,-0.27382701040928786,-0.5476540208185757,0.0438247123720073,0.0438247123720073,0.0876494247440146
0.6821470680682763,-0.8728904914594765,1.808867485411373,0.7927175701273396,0.4101303650920298,-1.3453643037569376,128.46741587437796,0,0,-0.04636282617926224,1.333904924110489,0.17730820726944924,0.17730820726944924,0.3546164145388985,0.42018974355676453,0.42018974355676453,0.8403794871135291
1.2557763439904144,-1.2020420402171175,-0.5173457306123319,0.5399353718252567,0.17095376474173613,0.5364839401260827,12.946463078446742,0,1,3.118605173126954,5.519239796205087,1.0215929004425588,1.0215929004425588,2.0431858008851176,1.1911724115404254,1.1911724115404254,2.382344823080851
-0.6473525150302303,1.0089254212444487,-1.4813216230951407,-0.3337157928171098,0.402126102023653,-0.5547377320070465,139.07802176768985,0,0,1.1246302236044903,2.9235713388895004,0.32805294567971,0.32805294567971,0.65610589135942,0.4121155171506764,0.4121155171506764,0.8242310343013528
-0.7429121518838355,-0.5058085451371779,-0.5768729263079388,1.801023394400465,0.517872539527312,1.8658045091474038,52.83082574447345,0,1,3.103985172167672,3.589952172965764,0.6187914427658014,0.6187914427658014,1.237582885531603,0.7788821809744069,0.7788821809744069,1.5577643619488137
-1.226151840505084,0.6225901033099136,-0.3186139834433992,0.04957158575362717,0.3764150257371425,0.31525340838507304,93.48887576198095,0,0,1.5626000053834275,1.1130852582761186,-0.01464415972513701,-0.01464415972513701,-0.02928831945027402,0.058294550564479186,0.058294550564479186,0.11658910112895837
