baseline_need,prior_engagement,account_tenure,friction_score,region_risk,high_need_segment,treatment,observed_outcome
-0.7931224751578991,-1.2466443660014992,-0.13891790300565376,0.5943083469443519,1,0,0,-2.4795612142212975
0.24057128353827487,0.11669907867328555,-1.524819151819656,1.3611213777162294,0,1,0,1.6532517960371125
-1.8963263495990657,0.011129063086807736,-1.5855229100805328,1.2671334358177844,0,0,1,-1.0815105203245414
1.3957717101086942,-0.21019141926470677,-0.057734022412330416,0.6624192494654157,0,1,1,0.8830068647143482
0.6382947409282153,-0.49789491059690444,1.3250333522155247,0.04892568985417941,0,1,0,0.11197515419472936
-0.29204748521936347,1.3541710048469502,-1.54839462582341,1.134056527498237,0,0,1,1.2230569202493635
-0.31194932819017573,0.0723111312671374,0.2897361069081201,0.2735790720471315,0,0,0,-0.09164048917849882
0.30383536777881237,0.25927348310695053,0.042740723994664026,0.45788456725750204,0,1,1,1.5813354945526528
-0.2676603022043396,0.4513832527243825,0.2503884852641913,-0.6675585470287396,0,0,1,-0.10729464592549665
-0.2259088611632136,-0.6832181530653996,0.8243958391085981,0.11679950312388633,1,0,0,-0.9524601908833461
0.7200678200091131,-0.22329800238499814,0.9080536401667649,-0.09203369405849661,0,1,0,-0.036704780690293204
0.5147052057737699,2.3172417523603226,0.38661667175294956,3.102382255788121,0,1,1,0.41732358699783983
-0.06412793563418305,-0.5973805114761819,0.023926626570108966,-0.6710425614444624,0,0,0,0.15118371821896676
-0.08547656318586194,1.6256476603254724,0.6859077074887785,-0.6806135077589448,1,0,0,0.16076837828469692
0.16091632266564457,-1.7255790895154373,-0.09802168520899517,-2.273606063300426,0,1,0,1.3600879959014494
-0.6140183945189056,0.2417322019932272,0.945548711035764,0.35507150453340064,0,0,0,-0.07906155660600134
-0.4037502646562769,-0.4915077385768168,0.425807375423909,-0.32584814508985305,0,0,0,-0.7140824005001849
0.5482601802064181,0.300762364102334,-1.4097925476813742,0.629101565297644,0,1,1,0.558468834439709
-0.1304827931408637,0.673469766461369,-0.3321059057285624,0.020394823390084336,0,0,1,1.9275513699838136
-1.3744261756767235,0.5841309927887056,1.4677974054953162,0.841600010373478,0,0,0,-0.2681864388534074
-0.47727871963320684,-0.7386280877172374,0.0640955881935278,-1.9505288594195413,0,0,0,-1.4537458805960597
0.6566216052935377,-1.0227654232764574,0.18956551090868715,0.27576604640903857,0,1,0,-0.4384514897813847
-0.23228277208327797,0.5749241263927388,-0.785407377650133,1.0122504461675441,0,0,1,-0.3320953562518596
-0.14873281023632337,1.2525802079512314,0.04846817072185724,-0.44267332776366786,0,0,1,0.6365217222113576
0.6418366281712384,0.6393954095992326,0.4685587524082107,0.43936191293632904,0,1,0,-0.5117769654931608
1.8246103049154356,1.437645625789572,-0.12450368042819,0.23833468276867883,1,1,0,1.195750016815359
-0.7131886718682877,-0.6491325258221614,1.0039593666100222,0.6055934366005108,0,0,0,0.11344489753365483
1.3482068134340977,-0.8863064405434329,-0.6958717644229829,-0.5230503810661873,0,1,0,0.6006746660288547
-1.2300127753398604,-0.3705198608199738,0.6458718738340383,-0.004027673270015061,0,0,0,-0.6668006938720829
0.17497762274037393,0.9992604460671063,0.4883806519926508,-2.1514467802848314,1,1,0,-0.16638962874124907
-1.1695295195123863,-0.3101450149911232,-0.1444514562062407,-0.9383086734854084,1,0,0,0.3365656367171458
1.351458184504187,-1.0595518093570884,-0.5044589075176158,0.9491246624261007,0,1,1,-0.3852804591540001
