baseline_need,prior_engagement,account_tenure,friction_score,high_need_segment,treatment,outcome,propensity,true_cate
-0.7931224751578991,-0.4520045658517263,0.3609774585475367,1.5171364011624457,0,0,-2.0808084043159583,0.36914575381645803,0.18202862665528788
0.24057128353827487,-0.35309518926146244,-1.0970317419934947,-0.6710969330056504,1,1,2.038145433947256,0.47595173404759655,0.880045502098555
-1.8963263495990657,-0.9423352864832004,-0.49350240457970135,0.9218624303189755,0,1,-1.3457756958528497,0.18531012421186305,0.1732535781555136
1.3957717101086942,0.011021863620757424,0.4889657107332062,0.13645881525530998,1,1,0.8204762731439914,0.6644237472135687,0.831735550435855
0.6382947409282153,1.1904457506501855,-0.5878207910747577,1.545557066578296,1,1,2.8091201155550123,0.8175443641400099,0.8562555901432928
-0.29204748521936347,0.7356133606209078,0.1457277228242411,-0.5333174322142444,0,0,-0.54318336091669,0.42463206819193466,0.7271202869563183
-0.31194932819017573,0.7169117468939549,-0.12098077733637833,-0.03875490404845275,0,1,1.0766910777483438,0.4817520515571062,0.6491955849860589
0.30383536777881237,0.36390047916468904,1.2907945820809104,-0.30870686397562125,1,0,0.5536590951573592,0.4209570599986383,0.969086125429281
-0.2676603022043396,0.21301440087460982,0.8009584762983978,-0.5643830468259406,0,0,0.9003045763501287,0.325342355283789,0.627260337198813
-0.2259088611632136,0.08096955744015817,0.17670368261240502,1.347298222829304,0,1,-0.7128217716817499,0.5241919384775994,0.314099178063636
0.7200678200091131,-1.1184555908005311,2.283128269553852,0.5271360987451406,1,0,-0.739490821240789,0.33187910245154345,0.5472384670281226
0.5147052057737699,-1.164503656582238,0.3450101711163883,1.2336106105485867,1,1,0.015130647213799114,0.4911328450000511,0.43205767710126436
-0.06412793563418305,-0.9875741637227505,-0.6155811724826493,1.44067554942001,0,0,-1.7270920165093355,0.4999032163568669,0.08638383484244838
-0.08547656318586194,0.9273988256882205,1.754255581452895,-0.08886597512396505,0,1,0.4646367635093227,0.4013402372668735,0.6988096614062388
0.16091632266564457,-0.6643858782778155,-0.3990713956591077,0.8440868743918924,1,0,-0.4129737836751539,0.507204402704338,0.590509793185653
-0.6140183945189056,0.6184930317927874,-0.3810214670647888,1.1435578576693315,0,1,0.9578084615579627,0.5406750844360608,0.45216492770815775
-0.4037502646562769,-1.1837710466448814,-1.0222754804608623,0.8833795485582653,0,0,-0.10749161701717125,0.4014428877274339,0.13073885838728394
0.5482601802064181,-0.30276109699750603,-0.16125095777537557,1.5243626910980663,1,1,0.1656415161136437,0.6523628952617657,0.5607933769357889
-0.1304827931408637,-1.014611432892073,0.7325060052696939,0.6439992367776204,0,1,-0.8789926598185276,0.3225090124545057,0.20047782790494234
-1.3744261756767235,0.675610852930903,-1.8228194403818523,-1.7235658211033116,0,0,0.2513579092935306,0.2860848557545131,0.8936570437516773
-0.47727871963320684,1.9725721574797184,-0.1377306119151728,1.3487698749310246,0,1,-0.2506274507771369,0.7041108701493697,0.69219895025629
0.6566216052935377,-1.2781453990837335,-1.6251944918699492,-2.144416079580566,1,0,0.5966918182391256,0.35927376835105007,0.916033332120338
-0.23228277208327797,0.27366571966886777,1.3398345057599066,0.8830178831262222,0,0,0.2068226606207556,0.4176707761373975,0.4222804614648403
-0.14873281023632337,-0.8592834282576046,0.00560792463874749,1.3945603794345725,0,0,-0.4445197531423297,0.44908292138237815,0.11895925743329325
0.6418366281712384,0.7000140933595056,1.3750988567701088,-1.1471757554214632,1,0,1.0999883349320743,0.437885233040483,1.1620791819851206
1.8246103049154356,1.6796207596366817,-0.1359487612877623,-1.2456180092857156,1,1,2.779141869918001,0.8081253487629195,1.3727668533201938
-0.7131886718682877,-0.5485349826497875,-1.7407814506265291,0.5137907160433,0,1,0.3953003187225338,0.4392979864827441,0.31322439606354746
1.3482068134340977,1.0007138770477642,-0.4931437350168129,0.8951525801616886,1,1,1.9443077123099806,0.8396077630227992,0.9158698883852994
-1.2300127753398604,-0.13025920079415995,3.4175506819983057,0.3031301973515029,0,0,-1.9098376598181435,0.11518946747604254,0.42847863023844257
