baseline_need,prior_engagement,friction_score,content_affinity,novelty_preference,price_sensitivity,account_tenure,region_risk,high_need_segment,low_friction_segment,treatment_arm,outcome,true_tau_arm_1,true_tau_arm_2,true_best_arm,true_best_gain,estimated_tau_arm_1,estimated_tau_arm_2,estimated_tau_arm_2_vs_1,estimated_best_arm,estimated_best_gain
1.568887729236014,1.3617766467648156,1.0324357798166273,0.8882398821617504,-0.4021193791962805,0.22591043480449252,81.70166191873231,1,1,0,0,2.7884716138240795,1.0564148817675945,-0.224545696497304,1,1.0564148817675945,1.0260498057275933,-0.11310106306728925,-1.1391508687948826,1,1.0260498057275933
-0.47007556044410875,-1.0006052488103352,-0.06651886271160334,0.7338732067931814,0.3105645891989439,0.2627557442473376,32.23287906947585,0,0,0,1,1.7121951433430675,-0.004045611559628799,0.3967014362400034,2,0.3967014362400034,-0.1579752984639218,0.8629993677480887,1.0209746662120105,2,0.8629993677480887
0.6903922404487811,0.9172963751367208,-0.03631521508830202,0.6549185475054009,-0.15232227639303403,0.44700727431473336,37.36739862186045,1,1,0,2,2.6369223182813384,0.8409928039602915,-0.017894879167449113,1,0.8409928039602915,1.4661218471393072,0.22591170498158092,-1.2402101421577263,1,1.4661218471393072
0.44619517770812117,-0.33760223721134414,-2.075996506866868,0.6876258747582555,1.7831845911147435,0.18560204453692045,43.52192174454889,0,0,1,0,2.1134314467039657,0.4286858523396097,1.5855571071625918,2,1.5855571071625918,0.4304191312463417,1.633643412530854,1.2032242812845124,2,1.633643412530854
-0.6442288432055097,0.07306777020844892,2.651393311671292,-1.11535806634528,0.2520555275615785,0.26906449105884445,24.715929472835374,0,0,0,0,0.9137102134419091,-0.749937166162343,-0.45134611450006573,2,0.0,-0.6792705072530033,-1.0385996210143893,-0.359329113761386,0,0.0
0.02914499207368566,0.6719721592016696,-0.41046410701753944,-1.5298250108279212,-0.020514745989255116,0.1918345505664631,33.315060550216224,1,0,1,0,0.4536295695790463,0.1130721381609107,-0.032304757125977746,1,0.1130721381609107,0.1410811799738043,0.37937644957521094,0.23829526960140665,2,0.37937644957521094
0.11809926826203763,0.4470278592402875,0.8446135200284349,-1.9501354954630061,-1.649823542449159,0.6617052136573749,67.41373191806531,1,0,0,0,-0.047920377854714646,-0.2066225134468771,-1.3215558576217286,1,0.0,-0.052919855261859064,-1.2350513232620974,-1.1821314680002384,0,0.0
2.2421639321245888,-0.6271866435320258,0.393250926244754,-0.5288515192684574,0.37257066109013354,0.5618210452926228,92.03032854914107,0,1,0,1,3.0563578111318064,0.6608921687946817,0.046900607501101005,1,0.6608921687946817,0.3253673703075162,-0.30529043870187345,-0.6306578090093897,1,0.3253673703075162
-0.738184392507115,0.17086135854451,1.6701635060907525,-1.3041089838605484,-1.0413604276249429,0.07894862213274888,70.89401352002886,0,0,0,0,1.0760052251558234,-0.5557948923279905,-0.8101091246629148,1,0.0,-0.8845402982492433,-0.9199968864221839,-0.03545658817294062,0,0.0
-1.478159085430127,0.46321604031747654,0.32392815601654523,0.418106493518632,-0.44065022019507344,0.3560661367297624,47.55676409176697,0,0,0,0,1.446039591181717,-0.21629029355732782,-0.06645554181210296,2,0.0,-0.42364845219824704,0.0124443567377482,0.4360928089359952,2,0.0124443567377482
0.5405615808423331,-0.39591495504268454,-0.563516973116267,1.5028350631538008,0.12354917749410453,0.09281383516371838,101.95833233812853,1,0,1,2,3.0665293088547223,0.5918421954636719,0.623414977340118,2,0.623414977340118,0.4150670275464681,0.5545554999301197,0.13948847238365153,2,0.5545554999301197
-0.11815415184858268,0.44548488428998223,0.6876433324062233,-0.3157058498901111,0.5319684854209459,0.18718531636900626,39.10260701585971,1,0,0,0,1.821903549732987,0.06575816046761103,0.021643141462275667,1,0.06575816046761103,-0.1006891633393927,-0.2093143127950274,-0.1086251494556347,0,0.0
-0.30588650784123245,1.3445562911532662,-0.615849473720339,-0.2850626484163096,-0.7947698926506092,0.28177244600504203,152.90421067936856,0,0,1,0,1.4445649234308038,0.30859600247435426,0.0437483355203602,1,0.30859600247435426,0.20794324184602464,0.5381606296276888,0.3302173877816642,2,0.5381606296276888
-0.10001892408625318,-1.5637673958264997,0.3923962560504104,0.7011159774258147,0.9120283286199268,0.16492272986585435,109.80448997496443,1,0,0,0,0.3531834019369908,-0.05942391296495844,0.42233844729745396,2,0.42233844729745396,0.2051114771272078,0.3973760646882118,0.192264587561004,2,0.3973760646882118
0.07647529079217893,1.1720828210788221,0.8911032581185904,-0.7268117166144221,-2.2640867590519886,0.32475742334936303,53.92137968631818,0,0,0,1,1.0046163457633246,0.1356730244172078,-1.1335877673906374,1,0.1356730244172078,0.368799647897078,-2.486159490587125,-2.854959138484203,1,0.368799647897078
0.24326755813535397,0.47826045513542526,-1.4782764809676303,0.9729766519544759,-0.26983207533684916,0.40062824041997525,24.54623798997957,0,0,1,2,3.4878279984223353,0.526398727152716,0.6197578793921079,2,0.6197578793921079,0.5084692162271411,0.5509703035970857,0.04250108736994451,2,0.5509703035970857
-0.41288542965358094,-0.7441689664978047,1.7515675669680475,-0.018402039991487786,0.25760220438800985,0.5598317768974715,32.08213512827924,1,0,0,2,-0.012467128470522358,-0.47980046441112756,-0.31356459432719597,2,0.0,-0.5552250622621743,-0.5706419657985075,-0.015416903536333182,0,0.0
0.4834907132005451,-0.0625337819992293,0.7953658932565489,0.6652765109990095,0.4890324839327686,0.19756311641884766,51.83658056113486,0,0,0,2,1.1166716556487353,0.3108869330014631,0.3185136688332592,2,0.3185136688332592,0.3048902285544194,0.08296961130349638,-0.221920617250923,1,0.3048902285544194
