baseline_need,prior_engagement,account_tenure,friction_score,region_risk,high_need_segment,propensity,treatment,y0,y1,observed_outcome,missing_counterfactual,true_cate
-0.7931224751578991,-1.2466443660014992,-0.13891790300565376,0.5943083469443519,1,0,0.2975378844084363,0,-2.4795612142212975,-2.8285424746679855,-2.4795612142212975,-2.8285424746679855,-0.3489812604466878
0.24057128353827487,0.11669907867328555,-1.524819151819656,1.3611213777162294,0,1,0.7518919638342642,0,1.6532517960371125,1.9800912118585812,1.6532517960371125,1.9800912118585812,0.3268394158214686
-1.8963263495990657,0.011129063086807736,-1.5855229100805328,1.2671334358177844,0,0,0.3610491786515159,1,-0.7511634486001124,-1.0815105203245414,-1.0815105203245414,-0.7511634486001124,-0.3303470717244291
1.3957717101086942,-0.21019141926470677,-0.057734022412330416,0.6624192494654157,0,1,0.7421439879596361,1,0.27782428583255103,0.8830068647143482,0.8830068647143482,0.27782428583255103,0.6051825788817972
0.6382947409282153,-0.49789491059690444,1.3250333522155247,0.04892568985417941,0,1,0.41442073091547355,0,0.11197515419472936,0.784206909189362,0.11197515419472936,0.784206909189362,0.6722317549946326
-0.29204748521936347,1.3541710048469502,-1.54839462582341,1.134056527498237,0,0,0.7743246404980303,1,1.0106387021839454,1.2230569202493635,1.2230569202493635,1.0106387021839454,0.21241821806541825
-0.31194932819017573,0.0723111312671374,0.2897361069081201,0.2735790720471315,0,0,0.4105682696754124,0,-0.09164048917849882,0.09948968560277191,-0.09164048917849882,0.09948968560277191,0.19113017478127073
0.30383536777881237,0.25927348310695053,0.042740723994664026,0.45788456725750204,0,1,0.5867967985831128,1,0.8963931855381598,1.5813354945526528,1.5813354945526528,0.8963931855381598,0.684942309014493
-0.2676603022043396,0.4513832527243825,0.2503884852641913,-0.6675585470287396,0,0,0.36573182863631915,1,-0.7270199203462171,-0.10729464592549665,-0.10729464592549665,-0.7270199203462171,0.6197252744207205
-0.2259088611632136,-0.6832181530653996,0.8243958391085981,0.11679950312388633,1,0,0.34168378139587713,0,-0.9524601908833461,-0.9367354413593776,-0.9524601908833461,-0.9367354413593776,0.015724749523968518
