unit_id,period,baseline_need,user_quality,friction_score,price_sensitivity,region_risk,high_need_segment,state_before_treatment,seasonality,lagged_treatment,treatment_intensity,true_period_effect,final_outcome,true_cumulative_effect
0,0,-1.9059993345188735,0.7752049172333855,-0.5661388389099421,0.6069144604815864,0,0,-1.2771525073007952,0.7071067811865475,0.0,-1.4460754987779931,0.0434602791357256,0.08598830419322456,0.25170124298431645
0,1,-1.9059993345188735,0.7752049172333855,-0.5661388389099421,0.6069144604815864,0,0,-1.281670384804424,1.0,-1.4460754987779931,-1.613140755376571,0.04628029910015939,0.08598830419322456,0.25170124298431645
0,2,-1.9059993345188735,0.7752049172333855,-0.5661388389099421,0.6069144604815864,0,0,-2.145355034625434,0.7071067811865476,-1.613140755376571,-1.2280157979562722,0.06910031906459317,0.08598830419322456,0.25170124298431645
0,3,-1.9059993345188735,0.7752049172333855,-0.5661388389099421,0.6069144604815864,0,0,-1.5210653149636948,1.2246467991473532e-16,-1.2280157979562722,-0.9097208139234788,0.09286034568383829,0.08598830419322456,0.25170124298431645
1,0,-0.8914379472231186,0.8222462671066865,1.0268338943211708,0.4827005917964735,1,0,0.7767400009190767,0.7071067811865475,0.0,-0.11200534927164785,0.056540415994178396,-0.21288019930268576,0.49678845400432103
1,1,-0.8914379472231186,0.8222462671066865,1.0268338943211708,0.4827005917964735,1,0,1.1486752075622377,1.0,-0.11200534927164785,-1.1900972069385698,0.08979727757748482,-0.21288019930268576,0.49678845400432103
1,2,-0.8914379472231186,0.8222462671066865,1.0268338943211708,0.4827005917964735,1,0,-0.4915981458787573,0.7071067811865476,-1.1900972069385698,-0.6599050274691685,0.14305413916079127,-0.21288019930268576,0.49678845400432103
1,3,-0.8914379472231186,0.8222462671066865,1.0268338943211708,0.4827005917964735,1,0,0.9855678492010886,1.2246467991473532e-16,-0.6599050274691685,0.1062910938880236,0.20739662127186656,-0.21288019930268576,0.49678845400432103
2,0,1.0665502575886143,0.43530899262373146,1.2799355021823495,0.3607802066506863,0,1,0.9110009431860858,0.7071067811865475,0.0,1.1034993917514757,0.2150929625106173,1.5781348815062384,1.503016398984306
2,1,1.0665502575886143,0.43530899262373146,1.2799355021823495,0.3607802066506863,0,1,0.4215938444387943,1.0,1.1034993917514757,-0.15670358409792084,0.3070894702382757,1.5781348815062384,1.503016398984306
