user_id,need_score,prior_activity,preference_match,search_friction,price_sensitivity,device_quality,marketing_intensity,competitive_pressure,market_maturity,tenure_weeks,organic_source,weekday_signup,high_intent_segment,true_cate,true_propensity,treatment,baseline_outcome,outcome,post_treatment_activity,leaky_outcome_proxy
1,0.705855481143725,0.05711672477846636,-0.5594216925564433,0.8453533932252575,0.17215385818099083,1.062047016017405,0.850648857207883,0.06225662244971724,-1.1204357132830005,11.253786472264853,1,1,0,0.37575340987357303,0.6140509251950846,1,0.9156890984120696,0.218408037605885,0.6956997938903455,0.018848385137489376
2,-0.054046645202662516,-0.28840386500083676,0.9521767081384556,0.27823087704465455,-1.7934432074337585,0.2560335273849109,-2.0917734694965606,0.5259723039443912,1.8166253240615657,9.313450167918582,1,0,1,0.9433763665513941,0.33603916477161233,0,2.220007498527419,2.4475716410806734,0.9285692096985401,2.3796286256915384
3,1.8432556769767867,0.4594809465182606,0.9130340138433457,1.047922520936819,0.38430886767786027,0.2412847722873554,-0.6061754428894964,-1.2136854038076534,1.0249834624698502,24.205498944376075,1,1,1,1.3636426526633205,0.8245663438438303,0,1.6365227881816855,1.317233697082103,1.5099750790144246,1.21467278731563
4,0.03503149931678262,0.10519097675744465,1.477035735827562,0.3775115318675659,-1.7735526047166783,1.2076333746952321,0.0719818418514443,-1.5951581970040725,-1.3029578870270953,8.523590084457139,1,0,1,1.4327829094358833,0.5156751007649749,0,2.296243015165693,3.073363396765567,-0.2245489411573368,3.1224832979227712
5,0.2624516759759281,1.3947316033467374,0.10959035172885498,-0.5098814412568441,-1.4671043778141448,-1.298076010581934,1.2254715210183529,-1.782735052617946,-0.45243474597425903,12.257219468734547,0,1,1,0.9431592324721131,0.8613379654907791,1,2.025751199332639,1.8910742672708496,1.3666810872336281,1.8259503408192008
6,0.047155434052781324,-0.573688397387176,-1.734152437274852,1.3115699953051685,0.3129300994634861,-0.6720522730536235,1.3558589444064568,-0.08185751367577594,-0.10204021080625107,11.916870305869033,0,1,0,0.12131931172243791,0.6296865815285777,1,-0.3823629579530338,0.23759684088133065,0.16889548161965479,0.5167735890463416
7,-2.2613833909559045,-1.08532029511182,-1.046898539564259,-0.013351789711273834,-0.3338525154456135,-0.27171339785272763,-0.036552573345483376,-1.3535414790219567,1.4905993960419868,3.208417847235795,0,0,1,-0.3038515362482249,0.16401296990969622,0,0.5965638755239804,0.8022421933102284,-0.3239282365461494,0.8023579086583351
8,0.5340869217672358,-0.5125584359179126,0.924730417865801,1.264483148232341,-1.2965053003973686,-0.3081047299234376,-0.7220507281405477,-0.2043133113429039,0.6731257911522448,14.492619753503158,0,1,1,1.2029233581397032,0.6028764799563753,1,1.1481469272755898,3.230803177503656,1.0337524675606573,3.210440790915054
9,0.28291707166536817,0.2329800210336585,0.4889537040765997,1.0419377623136072,1.64293020580733,-2.0646887454874308,0.16048004029561028,1.287808002426652,1.0373989149755927,9.996724121906752,0,0,1,0.2010251601728005,0.8062555587501896,1,0.47855646991068035,1.207487450713812,1.0150052741683755,1.0766714174678385
10,0.7678696326784749,0.3536773766515211,0.023761966725173663,0.23427829284930599,-0.5725707112009335,1.327168297283398,-0.21336491246669312,1.5232927711405988,1.1247164162564964,7.9630360052868925,1,1,0,0.47778080477859675,0.5192268424150309,1,2.0978916532299747,2.3247684078978863,2.591274130266492,2.117863736688642
11,-0.3264497610062966,-1.7215579538910815,-1.2317951005368015,-0.5789546781342192,0.334916074049653,-0.09076989413482663,-0.31000850653694,-0.33648209793983835,-1.0210171466860642,11.401645514197355,0,1,0,-0.15332006256621022,0.19619608285055526,0,-0.11455347935414456,1.3514013785143948,-1.1105353959714148,1.0552133648829487
12,0.9096235981389772,-0.203638281615175,-0.5413172434581626,-0.32189718350893987,0.3256855755340233,0.8866845350469394,0.4617242845360499,-0.7870821934000496,0.1846825272197739,16.919563741021765,0,1,0,0.36897017984781033,0.5357802838258012,0,1.1343768090477044,-0.053707992301857965,0.9562924844522793,-0.2799554684466939
