baseline_need,prior_engagement,friction_score,content_affinity,novelty_preference,price_sensitivity,account_tenure,region_risk,high_need_segment,low_friction_segment,treatment_arm,outcome,true_tau_arm_1,true_tau_arm_2,true_best_arm,true_best_gain,propensity_arm_0,propensity_arm_1,propensity_arm_2
0.36669871176104835,0.7880556828037454,-1.033327469970802,0.01661343369936838,1.8985107048349725,0.7300551361403724,16.50424348659118,0,0,1,1,4.7102581387140035,0.43157911795848486,1.2057517287404371,2,1.2057517287404371,0.17155408186804014,0.30819546583216667,0.5202504522997933
-1.4776468831284102,-1.1926841753445976,0.6202909940517626,0.996575862957754,-0.4354999632821389,0.6738380304709554,83.74736423222261,1,0,0,0,-0.6893524759213596,-0.5249555361003488,-0.24342307487903006,2,0.0,0.5640156360103403,0.12149389066601898,0.3144904733236408
0.1692367476593507,0.593231145031463,1.0072839395710076,1.253764407625184,-0.006660978600199643,0.12050770024091564,58.05748135395532,0,0,0,1,2.4702057628186584,0.37886101479534046,0.19505717918466645,1,0.37886101479534046,0.37595048198305286,0.33979672288490237,0.2842527951320448
-0.8293317402173509,-0.3039554168801867,0.25878136314942113,0.306217998946571,0.739385036517012,0.34237379349926333,37.870933364848305,0,0,0,0,1.1035327634213232,-0.13570664199366583,0.423758075210794,2,0.423758075210794,0.38646629586651715,0.17765304574526988,0.43588065838821305
2.0482250603806325,-0.908117116779668,0.23808014357145524,-0.5727451622322294,0.74810077401999,0.7929945621791673,49.759960386163954,0,1,0,1,3.410102122273464,0.5437592345046979,0.1737949663643158,1,0.5437592345046979,0.254378396954722,0.5380683876492275,0.20755321539605057
-0.11790886231439643,-0.139600060197246,1.0143455750623063,0.03483631697769658,0.8073904091101689,0.28125423537390065,27.74966798881982,0,0,0,2,0.8588396820256857,-0.06654974806454309,0.28091637358878296,2,0.28091637358878296,0.40945695051387304,0.244089627022526,0.34645342246360095
1.0445626156928467,1.6426720632442233,-1.320081359018523,1.080397101791905,1.7234593193816006,0.24122927427010937,31.859067256072134,0,1,1,2,5.3094742665357195,1.18474828409382,1.4828685967467252,2,1.4828685967467252,0.1012766837259045,0.4446650111539202,0.45405830512017525
-2.1257075297949264,0.3115656260727012,0.28709769748878844,0.9029915791267138,-0.41068631943523587,0.4826489965133618,28.356202276597948,1,0,0,0,2.7182320399524453,-0.3932594678060515,-0.1478101347009121,2,0.0,0.5205142945251872,0.14445264738778466,0.33503305808702816
0.9398375970951419,0.5003158634297384,0.31441325160685973,-0.6288011302163331,-0.24163119122184756,0.726475462855927,72.27334555206441,0,1,0,0,1.217944434538179,0.40264548669886746,-0.2510882908696546,1,0.40264548669886746,0.3044731328558479,0.5622804615488834,0.13324640559526874
-0.8122689734840791,-0.11220687144096038,0.5872038643955516,-1.132899268544957,1.040558349885991,0.23380359978796506,50.51282749285078,0,0,0,0,0.5477760858821757,-0.3848738529527301,0.2559791510694723,2,0.2559791510694723,0.4386314115028525,0.2005047915675246,0.36086379692962284
0.7712967387305303,0.13477140061696363,0.8663667360827265,2.152476024891326,0.441257715717729,0.08326420932168835,63.66002173643471,1,1,0,1,4.643968446921464,0.8203035202052436,0.4185097865362225,1,0.8203035202052436,0.2749692105114254,0.35476324167352735,0.3702675478150473
0.6834892761200528,2.9732511590482726,0.309676194220779,-0.8052824098861617,-0.12640314963380953,0.40142293486586644,45.37806583934244,1,1,0,2,3.224184126752608,0.7724268620152458,-0.32209491725593997,1,0.7724268620152458,0.18893340065005948,0.7209231434345529,0.09014345591538755
