friction_score,forest_cate,surrogate_cate,true_cate
-2.1039475245292474,0.4228534288198161,0.4343843127573001,0.42598403408775565
-1.9601760529948327,0.4228534288198161,0.4343843127573001,0.42598403408775565
-1.8164045814604177,0.42098752810912765,0.4343843127573001,0.42598403408775565
-1.6726331099260028,0.4285667332500607,0.4343843127573001,0.42598403408775565
-1.528861638391588,0.42133422136345666,0.43442090523298643,0.42598403408775565
-1.3850901668571733,0.43382031217322226,0.43445008088357684,0.42598403408775565
-1.2413186953227584,0.44066379646420256,0.4345914347346724,0.42598403408775565
-1.0975472237883435,0.4338469553662304,0.43435165106767964,0.42598403408775565
-0.9537757522539287,0.4357964575563624,0.4341902213803865,0.42598403408775565
-0.810004280719514,0.43568284290948367,0.4338393357066073,0.42598403408775565
-0.6662328091850991,0.44251192596831135,0.43311846052447917,0.42598403408775565
-0.5224613376506841,0.4410228048265421,0.4322428103998088,0.42598403408775565
-0.3786898661162694,0.4490877520269309,0.4312090864732475,0.42598403408775565
-0.2349183945818547,0.44419433563053945,0.42931066231473236,0.42598403408775565
-0.09114692304743954,0.43679271694160776,0.42602174415504973,0.42598403408775565
0.052624548486975176,0.42482329794849005,0.42030379126059875,0.4123016514811422
0.1963960200213899,0.4064535559362339,0.3988713922703002,0.3749210688821943
0.3401674915558046,0.3626404599825675,0.3563773134365769,0.33754048628324645
0.48393896309021933,0.29898009429795364,0.3235636366890592,0.3001599036842987
0.6277104346246345,0.2798315697085306,0.30459943552437346,0.26277932108535074
0.7714819061590492,0.27437314902662197,0.29123779787683113,0.22539873848640288
0.9152533776934639,0.21009544279134487,0.25517973045138764,0.18801815588745507
1.059024849227879,0.1699281249749683,0.15619126313243067,0.15063757328850713
1.2027963207622938,0.08697788282593642,0.11205382733783874,0.11325699068955927
1.3465677922967085,0.05121203032255605,0.10541454468199611,0.07587640809061144
1.4903392638311233,0.048038175405775825,0.10369803721556448,0.038495825491663624
1.634110735365538,0.04841863808151903,0.10361338751965254,0.001115242892715796
1.7778822068999531,0.04830344198571145,0.10354062413516765,-0.03626533970623215
1.9216536784343683,0.04830344198571145,0.10354062413516765,-0.07364592230518009
2.0654251499687826,0.048303441985711446,0.10354062413516765,-0.11102650490412776
