baseline_need,forest_cate,surrogate_cate,true_cate
-2.1355683210563146,0.3292211807162952,0.3202172482284842,0.1583315743025981
-1.9940885302328437,0.3292211807162952,0.3202172482284842,0.15400660180574433
-1.8526087394093729,0.33309443172432573,0.3202172482284841,0.15095310791928274
-1.7111289485859023,0.3368594724643399,0.3202172482284842,0.1492321111154362
-1.5696491577624314,0.3373498191857242,0.31966630274606883,0.14887800235733606
-1.4281693669389606,0.3238647925468075,0.3155443944718675,0.1498978578587308
-1.28668957611549,0.2865172325136335,0.3053138986540627,0.1522712976788387
-1.1452097852920191,0.2627033694291588,0.2932220295925739,0.15595089297806788
-1.0037299944685483,0.23276169369525726,0.28051880874780144,0.1608631137963443
-0.8622502036450774,0.23526779556165697,0.27813560296651607,0.16690979841443815
-0.7207704128216066,0.2296079878086918,0.2774535199193403,0.17397011493579784
-0.579290621998136,0.23475099195802726,0.27701369418075006,0.18190297589027848
-0.4378108311746651,0.2578655601978688,0.2783329023625505,0.19054985760834034
-0.2963310403511943,0.26040754732090415,0.2824555537596077,0.1997379680256967
-0.15485124952772367,0.2698621411402402,0.2890017073916164,0.20928369961564894
-0.013371458704252603,0.2817533515641765,0.29414966194706965,0.21899629844859164
0.12810833211921802,0.29585445379981534,0.30409333549625717,0.22868167605926593
0.26958812294268863,0.31213490551827777,0.3122285334062586,0.23814628794858975
0.4110679137661597,0.3263292856824982,0.31867666207843226,0.24720100121532185
0.5525477045896303,0.34323024379236783,0.35214495555310216,0.6674982073633711
0.6940274954131014,0.3976251104268673,0.39041583037984817,0.6752021047588996
0.835507286236572,0.4312570084348308,0.4481726004763826,0.6819920784822837
0.9769870770600426,0.5036699197847725,0.5030302173134934,0.6877324433681224
1.1184668678835137,0.5314321655980404,0.5377798424254039,0.692308488757623
1.2599466587069843,0.5953500621328034,0.5568151582874754,0.6956287707806247
1.401426449530455,0.6054522312682201,0.5584303744033199,0.6976269396935464
1.542906240353926,0.6068933630257743,0.558449968226362,0.6982630657572622
1.6843860311773966,0.605532548178839,0.5584499682263622,0.6975244371596666
1.8258658220008672,0.605532548178839,0.558449968226362,0.6954258140379146
1.9673456128243383,0.605532548178839,0.558449968226362,0.6920091335241643
