baseline_need,prior_engagement,friction_score,content_affinity,price_sensitivity,account_tenure,region_risk,high_need_segment,encouragement_score,treatment_intensity,outcome,true_tau,hidden_motivation
1.5440381465946857,-1.1498933907003117,-0.6695041543455138,0.8952099859430821,0.43338792510639457,47.44410288752614,0,1,1.347781054716089,0.9697396900298314,4.029751015854855,1.2134720539922395,-0.7503461210187593
2.0869225969367227,0.005095110582927146,-0.07717934469375691,0.19926446647471127,0.5203022520350081,52.476578044286036,1,1,0.668904734913342,2.9951199287954497,6.133273669261097,0.9975248012642236,1.1640151479789531
0.9977419590283758,-2.452715006485419,0.583426420752421,-1.6239853667686084,0.22362707793230616,60.53477136802124,1,1,0.2321500084646576,0.4665250313013847,1.3616232566016317,0.3270108503507556,0.9849656962604785
1.091887960742612,-0.8460987643518877,-1.0836082701868874,-0.34088735345549737,0.21427411257642107,100.12994410813258,0,1,1.1711103158049885,3.5810997330627727,7.000171048816341,0.9909911325785853,1.199687270926614
0.09680244347421853,-0.5999862570018174,-2.99076119304257,0.2550353311351963,0.1558162196697618,30.85647555332447,0,0,0.35342513549946075,0.9368551838033425,-0.08544722700446827,1.035047385590176,-2.1775718652516938
-0.01960137145654864,0.8830985914679411,0.14260382929763263,-2.0737754767986476,0.4296456875746878,75.62313781956267,1,0,-1.0025608208096872,0.6320339503442185,0.5031164339801429,-0.11345727316850293,-0.5634641714616664
1.0691008384285177,1.450109858349186,0.552852549623686,1.6087748806287308,0.2816910546231123,24.581366826837833,0,1,-0.7583351351400027,-0.38569105301682916,2.247687086094455,1.0125077411187995,-0.31596575995098064
0.4830304296802449,0.3649620255744549,-0.2945287132398773,0.39147863671724237,0.04316204284333065,39.5261509072844,0,0,2.0542963571610415,5.148827981062349,9.046851736541836,0.6891117623439064,2.6077060351375487
-0.15105857514198717,-0.9190734703346876,-0.19636498545937334,1.8791806711587675,0.4133198046068498,41.12540086750972,1,0,0.19287552213766174,0.33076445789742936,4.299734746519391,0.5876664092978021,1.069248682313317
0.40617621289441974,0.5122507975413776,-0.9119951235193042,1.913349450446115,0.266200289750453,21.808294351460788,0,0,1.314301795835201,2.748731414960317,4.132486897288568,1.0077663035968,-0.33272248503628343
0.7624641178763821,-1.1771152966843792,-0.7272772087078101,0.27433154168445845,0.7809182441724002,32.17150233546293,1,1,-0.5656313430449017,-0.7644552472092515,-0.2858810549306185,0.7464583761174871,-1.2326239602463567
0.938348144672609,0.6981455453264518,-1.4421506073390362,0.1119037137876015,0.6502678177191147,45.636844036633285,0,1,0.2799757758449347,-0.5818461362767293,0.5245121094699612,1.0315437637991212,-1.972198598259936
0.6073080556774965,0.8814136435616354,-0.13798341131336442,-0.07931285267270766,0.17004399263763653,87.82195965614966,1,1,0.24272484866847335,-0.11823761265595145,1.4602523493043895,0.6254477645889254,0.5309737090167291
-0.4520909741337238,2.478777602193549,0.46538440053312946,0.5299312251534555,0.37726302120196553,49.10354709518986,0,0,-0.7962097981427503,0.7012425748515362,2.3635722302292863,0.2859586399370808,0.5819033451212074
0.10050255351887784,-0.6912093734900397,-0.17871673242456773,0.539732016352945,0.5886563861910996,41.53777629643975,0,0,-0.3763586013817411,0.35914141786089226,3.0318098301346232,0.5176422244645772,1.0302341115601246
-1.2233467160265037,0.23639844091101708,-0.3039044073146536,-0.08767805141692941,0.21281503899150017,77.95424884107817,0,0,-0.5194186549300442,0.4822691707962644,3.4152540890993395,0.1419332729500587,0.666771258297877
1.5291845353684703,-2.1027206916657724,-0.22642723910538248,0.17282859129488523,0.4304182433666684,53.195740685647856,0,1,0.9536074926590985,0.6991900301273439,1.9742746655211931,1.007467188683568,-0.45901150375369887
-1.3675808091738964,-0.9026862432980582,-1.4367410607271092,-0.06047641794790072,0.5904146572782633,57.80031786920437,1,0,0.09621449971129531,-0.8941313198514611,1.3193830114829572,0.14010333747556664,0.5813572687679005
