user_id,onboarding_gap,prior_sessions,content_diversity,search_difficulty,price_sensitivity,device_reliability,support_contacts,tenure_weeks,region_competition,market_maturity,marketing_pressure,account_complexity,referral_organic,weekday_signup,mobile_primary,high_motivation_segment,true_cate,true_propensity,onboarding_bundle,baseline_value,eight_week_value
1,0.7117616012808503,0.007479654742060988,1.255649051277151,0.06931682056197741,-0.36007812327043837,0.6738514737134355,0.0,10.310325012811155,-1.2262668704778954,-1.1326537869595434,0.4568449970661649,-0.3510650200029032,0,0,0,1,1.190197202245981,0.6989429704320873,1,1.810845944040754,2.724568354962906
2,-0.058691475967763716,-0.3215928512800693,-0.1668136332855981,1.6010209799599575,-0.8754146816170975,-0.8492601040985427,2.0,13.569762735126247,0.6655758484835792,-0.15015311113501975,-0.36168749987128085,-0.24422968976862838,0,0,0,1,0.26472087066352457,0.6091151773591945,0,-0.0031775171447867567,0.6347156755827489
3,1.8492027741523462,0.5357184345405535,0.23455666750499438,1.0726465566584735,0.44640321405769723,0.9111060449304579,1.0,4.869781893717672,0.4455558831550645,0.021592760015950473,0.8945361114381964,-0.5806252601652363,0,0,1,0,0.662064473298842,0.7776474769100203,1,1.2190392109840238,1.8846823072884729
4,0.046945151650158994,0.025739936770382044,0.6606699890545034,2.2414480262016943,-0.5129958787452931,-0.9860967598739616,1.0,4.345792395267024,-1.5558963886542747,-0.7410519538902245,-0.9080021241308487,-0.701318958609016,1,1,1,1,0.905134297885698,0.6137299291951194,0,0.6175137940407109,0.07343758692895874
5,0.24382594788896736,1.396376905143066,-1.3550941988013259,0.17749685051127634,-0.9876577134147759,-1.0327011445177188,1.0,17.719307316385585,0.8292268107860421,0.0023252563358457426,2.484823042677501,-0.024240926816037525,0,1,0,0,0.062335703080521304,0.7648701493603501,1,1.213423399146671,0.9456695617622763
6,0.034646675922502014,-0.5232391268277828,-0.10828601141073002,-1.0711825992312687,-1.2433526910985782,1.5602717910618549,0.0,3.8941574361718447,-1.4461919658207942,-1.1457252704558132,0.4763562554840465,1.538428194615259,1,1,1,1,0.7836277725533458,0.3622201083793601,1,2.2703402793333307,3.7630790463745747
7,-2.259971145152288,-1.1198151763800572,-0.16761713690336583,-0.7769194838368528,-0.8507765800076149,-0.0018087993629411403,1.0,6.761659563068454,-0.27136626726379737,0.3938562218835514,0.4786334388142149,-0.23045408212919258,0,0,1,0,-0.4575968245733949,0.1586625569830681,1,1.0083213714995698,-0.17396415551923428
8,0.5286503066824026,-0.4475964689986522,-0.5424731368132548,1.6906614076133253,-0.9256788723589287,0.32244722397193015,1.0,6.1052387824486765,-0.9149404136890831,-0.9277825934509798,-1.2925036265766803,-2.47435994724998,1,0,1,1,0.7535362431660613,0.42789103916257093,0,0.24663775782325503,-0.21669350495644168
9,0.29155532630203174,0.4830214744837584,-1.7433976044055488,-0.22680320845641821,0.892771517261204,1.9811762820839558,0.0,12.468014056023515,1.9752898142507742,-0.36300463961968965,-0.5578257339846149,-0.3913878627847993,0,1,0,0,-0.7323200483974526,0.25953200806144966,1,1.2828098437770212,1.1232266981753196
10,0.7712073615652195,0.25481691417148983,1.2482479438850969,0.6124440586917174,-0.3496442426100385,-0.33289539541214863,0.0,14.7634327742588,-2.056728411739292,0.44060770953268785,-0.7873943290691438,-0.8825892510924667,1,1,1,1,1.2586511477601565,0.6899525779994409,1,1.9192328748004617,1.6239867489464541
