baseline_need,prior_engagement,friction_score,high_need_segment,true_cate,estimated_cate,cate_error
-0.08547656318586194,0.9273988256882205,-0.08886597512396505,0,0.6988096614062388,0.7915294764119287,0.09271981500568993
-0.5410354976968615,0.4251451467451203,0.7785347321047132,0,0.46824881953331715,0.5288420997253191,0.060593280192002
0.16965057990044394,-0.6120423364234332,-1.3131654931175036,1,0.9245663566829389,1.000535289698653,0.07596893301571417
1.922756953662729,0.10404915057431743,-1.6989586068325164,1,1.125653621139741,1.1746627215236682,0.04900910038392725
-0.021650789789891167,0.8017278856538658,0.7188186961982979,0,0.5525227727010285,0.6050225312952812,0.05249975859425271
0.6801615667769358,0.49747568506267836,-0.7994883635574821,1,1.069418391546158,1.122207232774945,0.05278884122878713
0.561565772768342,1.206121963124033,0.21205856876768375,1,1.0594156073096541,1.0804252465857591,0.021009639276104997
-0.3917337303309704,-1.4153415212120273,-2.021790410358322,0,0.5202002573113429,0.6760849583560906,0.15588470104474772
0.9032548536237781,0.1862531104987479,-1.342365861892453,1,1.0886055013836176,1.1544717679854268,0.06586626660180928
0.5673499109803498,0.3492163290938069,-0.5620004636321551,1,1.0041433353635847,1.0476109301681467,0.04346759480456197
-0.9013638851603812,-1.0403320475780466,-1.0615783718085179,0,0.4511703462556683,0.5849947279873254,0.13382438173165712
-0.14288350949593673,-0.9903210312961983,0.05932809574034005,0,0.2930365793797093,0.3533869048330516,0.06035032545334229
