baseline_need,prior_engagement,friction_score,content_affinity,price_sensitivity,capacity_score,account_tenure,region_risk,high_capacity_segment,treatment_intensity,outcome,true_marginal_effect,true_effect_0_to_1,true_effect_0_to_2
0.23101708265265877,-1.124913299052811,0.23052806259125247,-0.138457147942007,0.7186114983542284,-1.6035166641867207,20.039041448627707,0,0,0.7916114461909367,0.7470942371726059,0.15657956313809288,0.15657956313809288,0.31315912627618575
0.13391000900146244,1.097815234019493,-1.2598953124091155,0.08447217937512431,0.5239226072948453,-0.025353638692062624,54.49204873921029,1,0,2.056313987846935,3.690249914059954,0.40413533778717436,0.40413533778717436,0.8082706755743487
0.11979093816650302,-0.6732436741578219,-1.5961947892002593,2.2488983509419933,0.28574626450239093,-0.38123744819971994,63.66426392203322,0,0,1.978979428749982,5.5464816796224055,1.0609269159996628,1.0609269159996628,2.1218538319993256
-0.8701170535008935,0.008349888399683685,0.1366611901872707,-0.47491482195749085,0.2299554122766296,-0.3520238074183104,27.54756366886789,0,0,0.9772516920763469,0.4025114911531199,-0.0743722037201892,-0.0743722037201892,-0.1487444074403784
0.18183158838663088,0.6458248009640623,1.4986425591969899,1.4646738203950265,0.18186351520198718,0.3307407759684515,52.486606726120456,0,0,2.0776685554133345,1.7235722139901268,0.28120552574754665,0.28120552574754665,0.5624110514950933
1.8062756363602304,-0.1446971525888048,-0.2930910949758134,0.7913946128494176,0.6982552442852612,-1.5771283286607718,131.79937906373976,0,0,1.0227009003537546,3.5001401367222216,0.885106990759976,0.885106990759976,1.770213981519952
-0.62068800450736,-0.8432639631734897,0.40619061341026524,-1.1479549276776269,0.51671661763404,0.27874021337135874,29.43527393310584,1,0,0.6454427560075143,1.0648076998070806,-0.3937984514264616,-0.3937984514264616,-0.7875969028529232
1.2392591652324736,1.130484763672517,0.05464911745350713,-0.6422879607819861,0.182464689715033,-0.03616716592021174,27.705652275930465,1,0,1.91967964074513,3.5273204167089838,0.37556640195295565,0.37556640195295565,0.7511328039059113
-0.24996733350054354,0.4903576671891377,-0.6851796763681688,-0.7440777446480095,0.5300628527108909,0.3175463113173796,56.61038297913859,1,0,2.0812977107560267,2.6291801579623257,0.019599596733589464,0.019599596733589464,0.03919919346717893
1.790719248220849,-1.0114354608987264,0.12083813234491599,-0.7879760671737922,0.3506955236275226,0.5332137029186614,28.126755291939453,1,1,2.5668271729665992,3.7054905560501714,0.6088143826240682,0.6088143826240682,1.2176287652481363
0.855407020725646,-0.3948752211907427,0.6681594884213036,1.635035277958157,0.3509110848115669,2.406119226899024,34.20558528210906,0,1,2.3910163949312238,4.647501081098557,0.8026065680281864,0.8026065680281864,1.6052131360563728
-0.07601214797871346,-0.7320176711186612,-0.03953495092779689,-1.2514628269332537,0.3098827424403873,0.5417029118098707,63.810843549915404,0,1,0.7926632488873895,1.1826831817286654,0.18777912073639696,0.18777912073639696,0.37555824147279393
-0.2365626037568569,0.5843215812443049,0.716641681555264,-1.4974799437906863,0.578064983719497,-0.27028882188626524,74.66346292491967,1,0,-0.4958899069430276,0.7889667699406004,-0.4321806849690808,-0.4321806849690808,-0.8643613699381616
