true_tau,constant_2sls,naive_linear_dml,dmliv,orthoiv,nonparam_dmliv
-0.05076011712909825,0.3819090790292848,0.3595555527754617,-0.07505713465168973,-0.16861682915085108,0.1865960364470391
-0.5696742930552774,0.3819090790292848,-0.0817035459848211,-0.4251014903877394,-0.3672755586651917,-0.2543682250713158
0.16985862235732746,0.3819090790292848,0.720418895107157,0.24651620603439922,0.1948859433046941,-0.12081354163479546
0.9030153406281674,0.3819090790292848,1.7094598979042166,1.29764423955357,1.564248694479879,0.7514231647021035
0.029273181409293456,0.3819090790292848,0.5367562194816591,0.09742267018994588,0.007237046869477792,0.3825311524672688
0.9720672847930639,0.3819090790292848,1.6280581023078202,0.7657139914004767,0.9293730871799095,0.7776042528200449
0.3611932303498244,0.3819090790292848,0.8483097978595744,0.5818751539799991,0.48171282775039614,0.27791051766777064
0.21586833886346174,0.3819090790292848,1.06339597615692,-0.0973189084065259,-0.11904850490794949,-0.28250759019505467
0.21180958694518362,0.3819090790292848,0.7692169303723544,0.3357811333069018,0.0655524909981895,-0.08765712048421222
0.7219814703353137,0.3819090790292848,1.1694990240111651,0.8967095837146974,1.071944268313718,1.248198878951117
0.3623014421775089,0.3819090790292848,0.9355339793181594,0.28335552433824374,0.09751060098021003,0.3642348021940524
0.45321317294340824,0.3819090790292848,1.035922138216792,0.5031381751613551,0.528705594916805,0.6741553130944871
0.3760652121980116,0.3819090790292848,0.9044841173873409,0.4951471678098245,0.37557611366690136,0.1974374443261741
0.5511472161639747,0.3819090790292848,1.1399992227519558,0.5993705141654531,0.5365664364343761,0.9057194745435265
-0.18109081881765715,0.3819090790292848,0.01578207810855181,-0.44575775108148896,-0.04669596204570947,-0.050274025705502996
0.5111706653519507,0.3819090790292848,1.1085305973931048,0.5582916990755006,0.43331593782389577,0.4236661160151997
0.7067316290530135,0.3819090790292848,1.3101757507422713,0.7797411690599847,0.9973278031438553,0.26689211886065134
0.3440038118321374,0.3819090790292848,0.859951071654278,0.19326106698975531,0.2653626302069373,0.25976719383973007
0.04827253959385895,0.3819090790292848,0.6628472258650355,0.025291219252102426,0.05964417645231712,0.0165360667549432
0.23362466325836034,0.3819090790292848,0.8040213149755815,0.31161436603930115,0.37969918174296874,0.22705554308536693
0.18314330353600639,0.3819090790292848,0.5752377720781026,0.14545931673053913,0.23935569213829322,-0.10239760599797715
0.5524326582075316,0.3819090790292848,1.2086215896075845,0.6807541104328617,0.4895331278023719,0.3661029710054466
-0.2505250136291063,0.3819090790292848,0.3538574190965549,-0.1860234634498756,-0.10311668846159572,0.057634324908255534
0.16857656013232075,0.3819090790292848,0.7099866763861824,0.24141258037266478,0.1370244921143261,0.29831137622623377
1.2500594285404059,0.3819090790292848,1.7329336798367283,1.3321183019250444,1.6788733799143571,1.2184178087089488
0.9243093671760012,0.3819090790292848,1.4659964210405239,0.3557356097901765,0.6363884555684045,0.899480054194275
1.3452170771706056,0.3819090790292848,1.9517568153632405,1.013440057056602,1.2341845947776644,0.7414873140469663
0.7263053684585777,0.3819090790292848,1.317059729664178,0.9334659882833314,0.9959466731694434,0.8631238649628097
0.48932942654804257,0.3819090790292848,1.075833073063884,0.5431505376662056,0.5952982227652939,0.036768311992713264
0.45665252766366216,0.3819090790292848,0.9082434601226035,0.1983839739688047,0.06904556668774653,-0.2092578054098782
0.3849103974764525,0.3819090790292848,1.0238983087256743,0.43858294358460664,0.43951540290556645,0.049289985174230375
0.5688514380173448,0.3819090790292848,1.3176438661201741,0.9859412421003153,0.8164661156685192,0.9201637901081854
0.0355896038420159,0.3819090790292848,0.6348936096131432,0.13033002069934307,0.015245240592947962,-0.015933038471264618
-0.1093674480294364,0.3819090790292848,0.46498514746550984,-0.18239919263427568,0.08081374026057303,0.26939624535556467
0.624855675854649,0.3819090790292848,1.2160331423950068,0.7443432786535594,0.796523471086878,0.7688290098375841
0.872778580567666,0.3819090790292848,1.2147596101329574,0.61585957552834,0.5263181731638635,0.5487119950305525
0.05348013630964159,0.3819090790292848,0.4420012033826185,0.30373778625963366,-0.013968127130775665,0.270868535401629
0.29849620426548024,0.3819090790292848,0.9058632424804315,0.49988509434948347,0.41847530793188975,0.11867470902803556
0.563840147950968,0.3819090790292848,1.0092709620846199,0.6180165535087428,0.5016969259016318,0.548357723526738
0.443434345080139,0.3819090790292848,0.921185556188936,0.7065155128105683,0.7169235112212582,0.564900364831561
-0.45828072424005994,0.3819090790292848,0.2383395436470499,-0.4091798186754685,-0.2622332405388975,-0.42901501522266544
0.42438592954822013,0.3819090790292848,0.9008281420623458,0.6206458360970032,0.8447214891905394,0.2764682137335838
0.6576017047024089,0.3819090790292848,1.4310363574853953,0.7334638289080706,0.9475786459955309,1.1578261057848855
0.491310409946946,0.3819090790292848,1.095412277426024,0.4512232887274673,0.6526245197382567,0.3706450127470045
1.1838179732776115,0.3819090790292848,1.647396131003842,1.012195322591208,1.3442102461592977,0.7631291125585772
