latent_need,latent_value
0.7938786426417068,1.1481714234887908
-0.1303856263065431,1.0812515019613713
1.263000634398772,2.4871081271801767
0.5020906485159728,0.40750641898782514
-1.6694284140409832,-1.3024264795957492
3.0209414366405944,3.149267545728341
0.7387292445495692,0.21995874157505846
0.8489326205054745,1.5777112440273078
-1.361690473046528,-1.0987810892321206
-0.10450324345274244,-1.253405639373853
-0.2989505931357846,-1.7888571381228588
1.9209344973832336,2.4583236764775185
0.3392985631477079,-1.4861628276921
1.0371124543148489,0.3675802229845711
-0.12010377913805419,-0.41854529403103513
-0.7886069957060612,-1.4799644870920647
0.11560118840277409,-0.27996285472130034
-2.0585844727900873,-1.1153983862110497
1.0649715685630015,-1.970365457942983
0.3056136169277097,1.0943464620174848
0.7260330003433755,1.5797126229063077
-0.3438265022982599,-0.511070271842681
2.836953157877144,1.325424683921511
1.542911880101669,1.414526929213754
0.8136596746331416,-0.4929512894593243
-0.9434630386251074,-1.0067157891406788
-0.06887644170723094,1.934666559643509
-2.434888307858222,1.8142227317370907
-1.1757774420360125,-0.3120438535296567
0.4558607631022802,-0.015262554490010627
0.672412266048445,0.9143553537199114
2.7336675134476063,2.6101429722276213
-0.42824657183267717,-0.5458059328341306
-0.29986341524175325,0.024889706184756666
-0.0628209329819253,-3.1236839833732253
-0.9703702247193295,-1.4738945845956453
-1.3476776354420843,-1.036958738231277
-0.0498103392967023,-0.9328556786392757
-0.7900575040877704,-1.514591206785484
0.41495195027681564,1.2252406196015353
-0.13432732329942237,2.9556402783936604
1.0946891705163864,0.9707230824680173
0.5117096877762743,1.3162773008801878
-0.47043046790586535,2.779430142834048
1.0921917528628178,-0.13555136020203684
0.9404008463206257,0.6649072591631788
-0.2549480472366103,-0.3974674898431581
-0.5505090169810062,-1.9059796998641472
0.4541161194809685,0.9350516482460286
-1.2747352147430406,-1.1334464498897054
-0.9167498248656758,-0.7840466478947503
-4.218239823141584,-4.33418893574682
0.8529609605216221,-0.13084434004696488
0.40003246146822297,1.6665247237372767
0.5281935047933966,-1.5100645521808038
0.8242998321625383,0.04807681285062393
-0.08574140075818867,-0.498714025234337
0.1478997151033134,0.10248005944152833
-1.274416741473498,-0.8676789929541511
-1.4737706589454243,-1.1898252559432196
0.4106876070178034,-1.0973852830930928
-0.05954576593662485,-0.6226795694908575
0.13980498820835158,1.0415375960422166
0.755017722230387,0.861476853819704
0.3139393164413364,0.5345487406734076
0.11334654294036028,0.4235824815752617
0.12603308560067616,0.6977375393786684
-0.49774456160006636,-2.1200328175524294
-2.786514531610574,-2.477462738185694
-0.13532181909359114,-0.042373597981194944
-0.8459036928660713,-0.9888930117339456
-0.20204606730342067,0.7726243564985029
1.2269212728194359,0.9531554886005646
-0.7595456239222272,0.008827116225271103
-2.1489589789147847,-0.7451666439748242
-0.5748881976617671,-0.4522072158147201
-0.5324110629205078,0.9419397054661323
0.39131523558869685,0.4662207073926501
0.12111090965949738,1.0615312375317785
0.8388585476064099,0.36394575435808185
0.39843052985612154,0.316849314657299
-0.20730253181420205,-0.11393631800422965
0.9889710256936403,-0.4574959385401983
-1.0967764553954753,-1.058836242728025
-3.091711459202969,-1.033493861084404
-1.7142667830441836,-1.1287278868048456
0.5882804489406149,-0.3578559656814217
-0.07930897804096437,-0.3746743307544872
-1.1315170880923255,-1.6725596904395665
0.0020917363626795898,-2.4005923278408394
-1.188676375406728,0.5934399279094948
0.49863481810984783,0.3114261050702031
-0.11393881411190532,-0.4799662201108216
-0.27175301330799684,-0.04192740378758364
-0.5057979863825944,-3.784442704620675
0.3018691497873325,-0.22803065436717534
-0.3234816710286452,0.15800557924837305
-1.7412574075790341,-1.1439291841026369
-1.4438734572369152,1.4957119108486243
2.5743325202551723,2.279768920401751
1.6991513808698986,1.322495794467121
0.509849879328628,0.999844762755461
-0.6316007758683092,0.8093457543310192
2.7863267331835155,2.6949070771786197
0.8153189002636052,2.739787350227214
0.5687732518677049,1.1191280054116572
-0.10678040735201581,0.9727893846275154
-0.6079183312302803,-1.6683323940662405
-1.6461956547952403,-0.8168243389887616
1.635806493249327,1.2065397530062965
-0.09260600175781596,0.015740599342028525
-0.9045431813682128,-0.42886226642383596
-0.49116475765911205,1.852881675892288
0.17249694221952927,2.921052207575635
-1.0397429027204392,-1.272478652663088
1.2490697853462311,1.503404242198497
0.7278194974824863,1.136720665561126
0.5779023178331322,0.1689251484460202
-0.14596716351706102,-1.233075560713102
0.293858012911754,-1.76677800629079
0.18415836809000072,0.7945076548164394
0.35623675868397203,0.26833687339427775
-1.7785157026646243,1.41177432058917
-0.18438592091861875,-0.20561095906982893
-2.4861672713521603,0.5069054381694484
-0.01209116593222899,-0.16536445264127275
-0.41593610111401036,0.3754032473673707
-1.2411612078821543,-2.412197217199761
-1.5759744353810972,-1.1667220237002072
0.1927224320858012,0.8954923999073948
-1.0753276802932328,0.6542579396820843
1.8987228471408195,2.347862849922126
0.1768831072865088,-1.9420788386769028
-0.3656585919512497,-0.5275892815149186
0.20068634142801184,-1.7026192773784796
-3.0876777948688536,-3.686681225716133
2.490342515164828,2.337653015685492
-0.03603464522109055,0.4159930248607841
0.8334913377405728,1.3010634263832204
-1.799025806157625,-0.3890439339095668
-0.027045800949351297,0.49975711520997146
-0.018760901597633762,0.7215178515189662
2.0846785102929526,-0.19108014420917097
0.15484971297151562,-0.4817223308203629
-0.054478570298007414,0.1799719426087132
-0.6274505936448709,0.5057706109434211
-0.41077217367378277,-4.097020089069144
0.04222381509412711,0.05753525712382804
-0.1303103906425014,0.24602844956905906
-3.141355686337152,-4.774354559519931
1.057231933419724,0.6699772373028704
1.5717642784655965,2.510781496110441
-1.2711880495940597,-0.6806186593322385
0.1143701890112142,-0.5035229720374199
-1.5271600940016372,-0.24357791127461192
0.42232674904928563,0.048009138783041916
-0.575421804027121,0.5208809299150997
0.3839657877509536,-0.10430977026980492
0.6051165755449474,0.6434791353608903
0.7706655420544956,0.43187420005732213
-1.534878401220446,-1.7066814267970583
1.7839323230651747,2.613795895129718
-0.7755988268531981,-1.404742854105052
-2.592601723709459,-3.493422079659134
0.116202341742358,-0.21104693793825052
-0.298615535217958,0.2182453535900301
1.0775736204818531,1.6253842677186694
0.9584233352019569,5.555678361685569
-0.45526827279786214,-0.7826355990202417
2.362322253952465,1.7270712345385117
-0.5415672142781381,-1.4699998227639295
0.030577006653097403,0.15423571158545782
-0.669567028211479,3.7290311424482936
2.0564060289148745,2.056138138918851
-1.1110423168840933,-0.7198364924346327
-2.409933819559959,-2.1218711660868945
-0.13903896577874503,1.309151115646696
4.183249753200981,3.3416510817327234
1.529493051900491,0.17236733644281332
0.6875947019671549,0.299136244328075
1.5213582726269068,-0.38885816048296085
1.5459622030483728,0.5116144182596781
0.03844640261289054,-2.6434899190767718
-0.45909042956636786,-0.4457509408950866
0.7853169977569702,0.8790151896677086
0.3905605248092217,0.011628136193403638
-0.291267883464664,-0.3717701629655294
-1.6663610450682105,0.6718338187017825
0.6803873795666271,1.1051344316417013
-0.6445074432360081,-0.44740947513410045
2.06851189698675,1.2038245722517393
-0.7299332677978848,0.6799318104030461
-1.4043937113386742,-1.7272024941316153
1.085376304805643,0.5245179107969158
-1.1823136229019282,0.41771797534193333
-1.025724486597539,-0.7718583671723589
0.22160171935034192,0.7075866839349586
