A,B,C
0.32547371940309844,-0.12960826809379158,0.6761121621121752
-1.0200043540386452,-1.1429244267498453,-0.46232558848995625
0.7714653538116076,1.4819862765511276,2.377154437367407
0.9616887105511551,0.9417104685525461,-0.23479253232058758
-1.9315817869577394,-1.5211988218760728,-1.3510254413324185
-1.2823512353890323,-0.5672968991952245,-0.7318747008647015
0.14849485411328273,-1.3076763452061764,-2.2503727288072404
-0.2958447058359525,-0.22269666306140737,0.48600358020625206
0.003769728249720905,1.3846527024634248,0.9065327976330504
-0.8329561725829878,-0.4917720467502222,0.07665292483380823
0.9004866305593618,0.7186346329141298,2.0287929532655795
0.7988218892686088,0.9723012629527716,0.5340599691137482
0.08664943857784256,0.6937553399809263,0.27500197518259184
1.1484730515736012,-0.5093257334788769,-0.3242945158647287
0.4883600334762526,-0.7722366509107884,0.012892324803168091
-0.8392083179204303,-0.4431825144910326,-0.7002992713843313
0.38954441855320054,-0.18449425332630878,-0.5391157264257267
-0.9388559930564624,0.23546238234464467,0.8404858522587091
0.8995384094950383,0.45690287660257145,0.5895576283628977
-0.029374162721989658,-1.3187257257077498,-2.303279374145663
-0.16438857344538574,-0.9622401363600581,-1.5149280537687304
-0.6607423520773121,-2.331042329710573,-0.8792604812676738
1.2438282419623554,0.7612585587418244,0.840865884489612
-0.13403816745486408,-0.20459143176844752,-0.6366005192292675
-0.4079946917581174,-0.5636953854990346,-0.5468855966268172
-0.33175639961698306,0.5158857628477844,0.40754722040801816
0.5531973142285974,1.2377614885139074,1.4197673846387753
0.386235788411062,0.18413972884710925,-0.705936151741279
0.4335516561206405,-1.1201503328183506,-1.3980062210089428
0.45165049791687845,0.7682120023609776,0.765836647490333
2.1634655084628114,1.9646806171176414,1.4641617388064083
-0.3860692260787414,-0.047763183847878726,0.3174459624339727
-0.49195807965136185,0.33359402449732134,-0.5093595978580308
-0.7936622847209063,-1.347266962484429,-0.8274695379764088
0.6369158908800179,1.850455114856755,2.118372121429994
1.1502051374436644,0.1992737888299957,0.45659721342839277
-0.09343269718868226,0.46369989018258556,0.44545459768742024
-0.8200612763782935,-1.722427353227642,-1.4018767450392402
-0.8043769588840805,-1.1951825779799845,-1.4525766841193513
0.6715492536492926,1.5399908218164435,1.1511218636387992
0.7642641712007566,0.39600298034621556,1.09169109372132
0.5640486626168076,1.0012561931998636,0.7026640686359981
-0.6453136063078514,-0.2847113781744113,-0.7785202572252845
0.25287604436419325,0.13222693262233662,-0.20619756174608458
0.1373338156333676,1.0495045125628866,0.9397056235405997
0.23939553429573998,0.032728289915836185,-0.20955303491136446
0.8925128295221799,-0.5468532800654996,-0.12482107615855335
0.2443053212830946,-0.34980192176338937,0.05189490651490121
0.6998863909366206,0.9027993237581066,1.254753333092361
0.08819870506166631,0.35409812971099824,1.161283765595347
0.30986702693690293,-0.8228468602078292,-0.02111066673162569
0.6522335386485965,-0.0008636621779864195,-0.5854056338908905
-1.4374170843725118,-1.4157419021609465,-1.667004901093733
-0.2992753107023576,-0.44482700595760655,-0.39538327149912594
-0.4500638148623548,-1.2424793363305218,-1.2500779027287303
-0.6186663609765396,-0.8550850542152658,-1.3772617327763423
-0.25472061941459073,-0.6600408448578965,-0.7910365880198833
1.5163855908390353,1.643761647155325,0.9808094606387064
-0.8457507483706576,-0.03985855597911752,-0.4520920775487053
0.9894183600242965,0.6373485968122095,0.29683272883704276
-1.6632614400748196,-1.4499082493221693,-0.3950720750443349
-0.3144979139570687,-0.11145373977054897,0.0354957556682581
0.18342768648669297,-0.4029395865243574,1.2261051481526049
0.6071416078067094,-0.32138718332060134,-0.14574715607476443
0.7322180761746615,-0.09009236967486493,-0.25305943442436013
0.8143861759559723,0.177477008276232,0.13859344532691897
-0.32834595216352125,-1.0096428264592128,-0.6275702378311817
-0.44203831926282,-0.1886580130270236,0.12263303137490181
0.8790521605567745,1.1540938193943604,2.1910301488088555
-0.17083425655944592,-1.1843364423163212,-1.450668195024991
-1.2558427456970498,-0.8708322421873274,-0.1437711232427073
-1.1133613667240956,-0.9347264116201754,-0.5996861518901513
-0.8994028977653313,-0.39732422657782673,-1.2910471666268681
0.5180285660740767,0.3867947336412214,0.7795383765430267
0.1630886135444472,-0.85174137667334,0.1259069654064735
0.7114648674171619,-0.32464286739478776,-0.7892367244971752
-0.40691889475963544,-0.25362725906368494,-0.20494740512294843
0.1792118782243685,0.8514825004398177,-0.41570660199524906
0.6465324149129243,-1.0202072304614718,-1.5808657872335463
-0.28894466908827576,0.04727541027803327,0.6883670149048245
0.47761972726169943,1.1770105998253524,0.6227353310362344
-0.6417277696012879,-0.5478598529010752,-1.119832464592223
-0.34268300478392344,0.14772563800002236,0.25598194244676936
-0.3613778467357383,-0.7198130805559797,-0.8878829582851782
-1.1759499373414133,-0.9114845981432576,-1.0048232439687246
0.5078344166403134,-0.7162966962173724,-0.09821348966304963
-0.44909294018317686,-1.9016895091102721,-2.206099371023369
0.0330819295298734,0.6871304824783188,-0.03215041765344121
0.5016049978553094,-0.2874731461794559,-0.12960875638765834
0.4673697473317736,0.04854671049904942,0.6403216804437616
0.6863501209106176,-0.42734865581477255,0.43770080910707637
-0.07796179104535378,-0.9964343073850459,-1.1920581707333113
-0.40296227589079714,-0.38927167733057205,0.27972841469950616
-0.059183674840697705,-0.5192097302752061,-0.8950555391429134
-1.6677286818303478,-0.9284357490542372,0.4146245696141644
-1.427367934498003,-0.7036994050240465,-1.2566451162445327
-1.3028831961635616,-0.703358766440997,0.27930074352771966
-0.9772423843711475,-0.523772671303421,-0.8189875239844018
0.4205857846728976,1.4002337503268876,2.342940108399885
-0.8854215942317584,-1.3474057314736811,-0.6815142327747791
-0.3578004411604664,-0.2755693088171168,-0.8501254060756751
1.3205595061858082,1.7481638573715512,1.0322665231103902
-0.3358892064986967,0.6394092591198434,0.9826056478450255
0.7585222530449794,-0.39919405096738586,0.3439001571783235
-0.9135764756860519,-0.8531398602803831,-0.7098899105911307
-0.18497565487721215,0.8123784552890203,0.6578104667652346
-0.9299903280476716,-0.305951855513628,0.23289425888765197
-0.3186483563632357,-0.07674777160016304,0.020434945310279538
0.8613742093975562,0.4957193577978041,-0.4231436326930248
-1.7077377725636527,-1.4764769930734842,-1.65777405401493
0.4552552198438178,0.5465887801680823,0.5698200065147685
0.25845354411295723,0.03580979349836583,0.7838856524305994
-0.5739126273445495,-0.4235274765219713,0.6763175346884249
-1.4263127071685167,-0.9577478974757834,-0.26098365548690367
0.09275177225609224,-0.37417249457762725,-0.1139770282922182
-0.509218025644292,0.01490598864690257,0.4765663310287852
0.25339123012365405,2.1899614633358846,1.2858460577034234
0.042445362830524,-1.1594028034588486,-0.9996209061745498
1.6232848952518826,1.4161615773409495,0.5856876092337032
-0.2189133203026824,-0.6556499540861036,-1.2909701605055948
-1.0035082154465156,-0.31191036280549483,-0.036687413767489505
0.19995980208485073,0.19718353494969074,0.2670499381433948
0.24070437727260535,0.7140879803235803,0.982371391939219
1.3805534245034874,1.8207516773492194,1.7550580345873494
0.8561743154034556,0.7714132850373547,0.7494222147211151
0.37765783022983984,1.065449045556102,1.1739981413031757
1.484728892048513,-0.5023517942924184,-0.41949961113722023
-1.1688692576465252,0.2587528607965988,0.4567632123991057
-0.6195405502452915,-0.17195261575252965,-0.5887231350345422
-0.9065306687887716,0.09927535494914853,0.3057582752223225
-0.36945441935667495,-1.077822493612493,-0.4236987881007121
-1.3569009215376284,-1.5271887038009753,-1.6078566648666366
0.6560984912722554,0.5949645321208965,0.49314064408559616
-0.20177049155199397,-0.13684261269796288,-0.49745383016785827
-1.4510754454425292,-0.8363351399406823,-0.9810885452508492
-0.9955852292504558,0.03938212208986751,-0.6730267955053403
0.33427556934201536,-0.9402176054854051,0.05592109933114611
0.8591913794548935,1.3060609041352333,1.6786907632504429
2.018465075127895,1.4869656965151752,1.4899662687097608
2.9361265128916045,2.006476670246315,2.7889832370626073
0.4352294465673361,-0.6667570319389842,-0.6388135267963474
-0.969529223174059,-0.3379899307071753,1.625872148938149
-2.112697456354422,-3.153007302385909,-2.59694801157089
0.28844672237305474,0.6713191199376558,0.6793775193626154
-0.7928301713158751,-1.5696802410986173,-1.4713307747281146
-0.3950166361643024,-0.228637216201826,0.05228212302237805
-0.5918698393139599,-0.4887117782977004,0.13889785564065657
-0.12029163446840567,0.7306783602840377,0.4953478303359968
1.0871766824866913,0.6857049565922672,1.6395304512298075
0.17771989311147204,-0.32363834269992814,-0.10468774323172624
-0.1381458942518699,-0.42440601206815115,-0.1635391335582343
-1.0156714988062763,0.15320625619905848,-0.44979925852728253
-1.6550698833073094,-0.8113885342007637,-0.37228979668556217
-0.46600827607442286,-0.5792122030234583,-0.5362660318530841
-0.03323303068853325,-0.16440005581523415,-0.5093114036864159
1.789531909575714,0.24775253411710743,-0.2935905189760992
0.1509303787060014,0.39469678718333967,1.9713612009295804
1.0038878712420631,-0.45200562977041897,-0.5180383427147162
-0.47900346904586616,0.1864558922794153,-0.7657061692111966
-1.1650477631859186,-0.7346106207507014,-1.0090455249630412
-0.9450937561832414,0.9634310987682869,0.7153113861982445
-0.7050644640735371,-1.2390747393685606,-0.6250847674960561
2.1502800266479256,1.5067464680735676,1.5161842716066996
-0.8012806345802267,0.6663630539442248,0.9383580213522594
0.8595542248060303,1.4545815886169284,0.727386859470547
-0.8828682426375589,-1.0924891670964578,-0.6396653513122716
0.9526918121688424,0.8627494709113462,0.12275565361038406
0.4057539600671202,0.3157324370759336,-0.14288918848220292
-0.13614780115983563,0.11438370494412746,-0.4854356335498345
-0.020205483818681584,-0.4699514079944576,-1.108858042489725
-0.6345853999151412,-0.49928112561191096,0.2732472612734987
0.46691050761602865,-0.7303309292517048,-0.14076188897561234
-0.43466574997145657,-0.2016781974554721,0.4501765044218518
-1.2057332525919484,-0.5450409741851848,-0.40157081881420753
-1.2580952973161272,-1.0445549092442852,-0.33021543644767093
0.1932682210899753,-0.9399207599283702,-1.8317980180119484
1.6005841527908595,1.85255581342988,1.9774956700274346
0.1806646395545621,0.39989282518013386,0.4195191359582163
-0.09812627574527612,-0.544961157871871,-0.03490584341050539
0.3065718652024864,0.05139390854448651,0.27494222795972445
1.3273368633949683,-0.0413701640363754,-0.6498598253888409
0.2400898398269355,-0.5042445545797712,-1.3286636983785765
-0.3905840474139127,-0.6283357536420333,-0.9349929411500397
1.127508449573265,1.6737063203931273,1.652388205358086
0.4495847405894205,-0.08968808478886667,0.3585694281639331
1.557223851867727,1.5838275483447326,0.3769587885375534
0.2039208915082246,-0.19849806464778225,-0.7683878972714138
-1.2045958638098107,-0.6819157329343937,-0.9836509897890143
-1.3483690468692398,-1.0512577960191423,-1.0427650613087391
1.6724623315212035,1.8258788269011186,0.5689446999728517
1.7452421435915046,0.9191849496244792,-0.17386856856341856
-0.15904233623195285,-1.1658754457087608,-1.4216584096266947
-0.36282811126519826,-1.1834685884132534,-0.8689793504770652
1.4828692192844792,0.7313320082033935,-0.16942011989239
-1.087104673985651,-1.6169986032015922,-1.3322789518443796
-0.874663345947742,-0.33260657245675673,0.39938900916187187
0.664279062659931,0.18405159291219628,-0.6707764218690335
-0.37425250950773065,1.3680774765510875,0.9335230538464834
0.015455766625516726,-1.1521714097560165,-0.2592957500073875
-0.14295673354636335,0.05608570874296828,-0.21929426160693197
0.3583501715164792,-0.4885471316429263,-0.7399309185519926
1.4288756121098325,0.7184810531027805,1.282567896787204
0.11121783386332536,0.1976115392899154,-0.039295100804861274
0.6648914148237101,-1.0826863358832592,-0.1555056483642084
-2.03077597467873,-1.287315230056464,-0.736024336993887
-0.028165956039766925,1.297076724827375,0.7932151252746623
-0.8231368455615007,-0.8838355121861088,-0.3904877171787457
-1.1989366248329916,-0.6697388192893937,-0.32324144561193946
-0.8580791180838713,0.09827255915815428,0.7111107020846152
-0.313735884671635,-0.3179724243744806,-0.5914324876675735
