time,need,intent,match,engagement,renewal,support
0,-0.2929794431544812,0.3748571283771051,2.9624306407954095,0.9638659449901579,0.8601491737943607,0.8092454998881424
1,0.4629610426220797,-0.5283261095950944,0.975884073134034,0.3930501401240784,0.6265481447873007,1.2318729673380486
2,0.18877378420561755,-0.2309852465814901,-1.3139733600179413,1.4780995792319427,0.06370657286850297,-1.451141650071198
3,-0.3839927063000148,-1.439351847411453,-0.4120689709429169,0.07690135860618608,0.6626197262408524,-2.1464566715858053
4,-1.097520456240418,-0.6044727170616186,-1.8768543366012118,-0.15809984758770582,-0.01145207997359869,-0.8363041437601716
5,-0.52852659653736,-0.2819480872999022,-4.384370715601221,-2.3319192262224435,0.24297601493806623,-3.216966030980597
6,-0.164297329823846,-0.06742681118802218,-1.6601687291772058,-2.541614243420649,-0.3456295761359282,0.9560627770162411
7,-0.4709581180274526,-0.28687892843369445,-0.9302259701897514,-1.523228611863334,-1.8189759341372183,0.8462213993824915
8,-0.42301211518992754,1.3067799718717368,-1.835813726036425,-1.1535844487418938,-1.4550413144600045,0.20259462731331215
9,-1.6671750701902577,-0.43210000503048424,0.8862988116426986,-2.9384582717267076,-1.9280912756904434,-0.6960603623756312
10,-1.55230415621398,0.08890610357262617,-0.7166038286453716,-0.7403194785007784,-1.744726355389269,1.5495753969662605
11,-3.5559950594279335,0.9127586197958824,-0.38146814623498,-1.3608112813214328,-0.8369417457405463,1.5645787183907924
12,-1.6733986079229128,1.584342883436137,-0.7839573408086481,-0.7744075367899115,0.3150863845916203,0.7787136096624674
13,0.0630423437741878,0.23287294743504258,0.39505540031050584,-0.7866281110047901,-0.8526508330873327,0.4696220662787835
14,-0.26233651503492195,-1.1697013087474954,-1.4652850085860392,-0.8572417748326417,-2.3593563437694915,-0.11859727304244365
15,0.3065428104874498,0.03467184538546976,-0.4030541776912514,-0.9923173724090643,-0.4677925226189328,0.5206114759313956
16,-0.7769502178745509,-0.8121697619302293,0.3016525420321634,-0.9633233725018713,-0.9569310693017883,2.9476096284163296
17,-3.3937229902436883,-2.5741172584629792,2.2453968674482465,0.4041317723850731,-1.8159630325458807,1.9158842970909737
18,-0.24970808224732444,-0.7343871312681529,-0.8126456314055692,0.17382541328373832,-1.8402067215095057,0.47197679814232457
19,-0.4203096941437587,0.07608092368105158,0.19260099929772828,-2.45634962569114,-0.5934268796044606,0.02235741373681079
20,0.7566936774312144,-0.40668567104775716,0.14962921532647214,-0.6174735325155137,-1.2911119828615105,1.1318391308729994
21,0.6645892362756846,0.00652997350816846,0.5862508165319955,1.7782241254719495,-0.6496481011211219,0.23431447924215337
22,-2.152619773199952,0.6585343129797571,0.3948206483265816,0.795761502086249,-0.37545222138791784,0.24798934953941765
23,-0.896361744454154,0.5618689817588154,-0.946297324585949,1.6729570050750135,-0.0874304116182066,-0.9628554784960361
24,0.5175852199765609,1.4211786915355402,-0.8141852683647491,-0.28546093543383033,0.9198618423548919,0.08381332380981824
25,0.01145719089836667,0.5161314546738606,0.7548650713361189,0.04088101985575156,0.40651419871177075,0.19920425710613188
26,-1.0010546694671267,1.3416943396553007,1.1875356915124384,1.0509350931865578,-0.6168174958763252,-0.6274453983182563
27,0.09300266955679079,-1.6547263831802717,2.4118022881630568,0.9995385997841036,0.7185515384241671,0.20945825247969005
28,-0.11101406854874737,-0.8020409284770237,0.38900562096036134,1.0327178385500586,0.727374379842218,-0.2829838205624181
29,1.2988333472545923,-0.26539868825111906,-0.6854458279853419,0.15598135397323623,0.8873833565032049,-1.1767200198848624
30,-0.26322846290253366,0.2705313119206635,-0.13465049676561994,1.1250507856040914,0.4472828733077446,-1.4466201705747552
31,0.37680392150921754,1.1152305776374987,-0.3464343868302548,-0.05859688174134116,0.16253463721828992,-0.6858319522548437
32,0.09954172755183381,-0.05861612654269886,-1.0815233728176978,-0.38495221454924905,1.1807475543216548,0.11627525071599383
33,0.038981879905038125,-1.0222794553141406,-0.6730729700663194,-0.7855221151254754,0.3999645567527765,1.0807253309102054
