environment,need,intent,match,engagement,renewal,support
2,0.500618765044808,0.6523112922624085,0.6075231054423411,1.021797778427867,1.464456446070296,-0.6952598280608487
2,-0.06835739110221849,-0.6353891538098242,-0.603599025179289,0.37612998756589056,-0.15603267406074373,-0.28591630694968123
1,-0.25776414333797254,-3.4038167778731054,-2.0659296365627187,-2.1999546909188377,-2.2534636188037362,-1.4076729524967615
0,-0.050100423875511536,0.43941854786314655,0.7074360709834695,0.9804962642855795,1.3225184265345582,0.06218925085724413
2,0.5620898374191156,-1.2367106208669592,0.16341107270996197,0.36990142934699183,-0.8251637416838247,-0.460469362635089
1,-1.1044788820124691,-0.46597223285524314,-1.6487266651626316,-1.2192624562201875,0.7661916900039615,-0.9103696597022496
0,-0.2592850860771661,0.2075308922532545,0.7528452233409838,0.984821441303738,0.8019386489007324,0.26525865615126615
0,0.5867938224251282,-0.016845198201010846,0.48184592867904696,-0.7111998098562565,-1.1087032187770685,-1.0692665605188565
0,0.8768128370441322,-0.6237373036529253,-0.0620253612887197,0.38321988806014046,-0.4354438208293431,0.36237595475705153
0,-0.959244319588635,0.3324221258638908,0.31330793029347603,0.12539843067822282,1.3012176801017752,0.09819473872831008
1,0.21501290317116759,-0.6379606744932836,0.009454875931458915,-0.07954296732428269,0.06749754742207445,-0.14885564404322504
0,-0.9504053083493493,1.1736908348043413,-1.040779338554487,-0.2238163542088569,-0.11589938774006799,-0.744481730006888
0,-1.4493225672076286,-0.7812870880030961,-0.5863656930336041,0.5729272861031562,0.048123326669483886,0.23356713052368244
2,0.5699510651577399,0.31448222744979537,0.9376865088196484,1.564281008222613,1.5986372068969947,2.316830968163147
2,-0.8882403192411289,-0.16727903405283337,-0.1898905846881279,0.01178193870875466,-0.2969267348896228,-0.35175162884314076
0,-0.15893731521572418,0.5674660341128646,-0.1622934630549828,-0.38584982328795303,-0.26545835459422484,-1.894556669710046
2,-0.6002872274792993,-0.2098315353768088,0.026951321064939616,0.35753427977637664,0.09140004425385981,0.08738841272936426
1,-1.0176585624282193,1.0007388656751242,0.3708603417982652,0.6477533443693846,0.257312948090646,-0.612599143071434
0,-0.0015146797399256701,0.3686944656637466,0.15821793387808866,0.6521401455115464,0.47597221597811984,-0.4624220900223882
0,-2.147017511425408,0.2566249775306553,-0.3148348326797774,0.3885331846955997,0.23377641575072894,0.07439167577219179
1,0.07505547558687864,2.627630882754412,2.396354263235954,1.8615645505498764,1.5752100879611217,0.6934638516639738
0,0.41034726435926566,0.2643592266867987,1.1560642463609487,1.6270324612719174,0.401536405414701,1.3735837951629284
1,-0.23664384694950433,-0.9554227111643304,-1.0933385116563434,-0.9161347686235187,-1.3425231208411563,-1.293410580205438
1,0.674990707514803,-0.24293861299440497,0.3122907518816985,0.869706230687172,0.2597393192148017,0.40514192475684957
0,-0.09504516957245736,-0.03304220957078955,0.521770187183506,1.5022512459471387,0.4335850550727746,0.7394517471060051
0,-0.10134029051122499,2.085732071055428,1.2616072448657663,1.2837152651347745,1.420176055709777,0.36534248870701996
2,1.6968720758315552,-0.31351067474080874,1.9361171451575165,2.1979070509772867,-0.835354830193562,1.1986169774625866
2,0.8861081904519881,-1.2994152459960862,-1.0109815851153676,-2.2602497439231,-2.3148236435390483,0.006457981322212425
0,-0.5298012823507184,1.2796165240292423,0.3103034875754727,1.833254190264833,1.146338328287548,1.7675066256808534
0,-0.8068950253087962,0.9024087617835964,-0.019395630612336845,0.1310709316747269,0.5907230289913121,0.12157687518534897
1,-0.15649966045832486,1.3159662326312278,0.5272162717813127,0.49563777230225353,0.22707992631436916,0.7761187329371877
0,0.34605870514618753,1.4199060953109555,1.217867989354726,1.49667283371152,0.9963500761051046,0.5889537161540602
1,-1.0693256609726303,-0.3353357854161225,-1.1750100424769414,-2.1540874364573104,-1.0451976160246932,-1.5567810795421402
2,0.9791360456324814,-1.064745059275795,-0.48114812096046666,-0.6436552418294813,-1.2685348612991003,-0.7213191460161112
2,-0.5855601916375185,0.4568000634141461,0.9946623010365724,0.301272353026725,1.439658314740988,-0.6481026417885799
1,-0.30811797797221263,-1.0430748229566305,-0.5045930266978533,-1.2352044661189867,-1.9946052602077295,-0.12868846247671112
0,0.571163162174369,1.1553470122128917,1.7739171670597944,2.7498000394215185,1.972749767518425,0.9260129227374364
0,-0.49944466142171695,-0.1274686234647986,-0.26769951144153636,-0.6731317014944979,-1.3893804556874731,-0.7812734972800937
1,-2.0469064070711034,-0.39082419612530256,-1.5080757009117702,-1.2768805685332534,-0.46432889356234924,-0.741006273199347
2,0.7552529314519015,-0.45281741831181965,0.009956239150919324,0.8183420015064415,0.08943834886836725,1.607587385065239
2,-0.2899976863432241,-1.7355995009997438,-1.7994314995019467,-1.1121783755359713,-1.1421719054623534,0.5940544922667972
