user_context,discovery_quality,retention_value,post_event_activity
0.35326564478346273,0.545101186705799,0.4118349351835335,0.7373434493463009
-1.0095369557884863,-0.5716178543697443,-0.3359743297674692,-0.8255480734787737
0.8049999176806024,0.4590574156106774,0.3178974867631341,0.6455313810759782
0.9976726117744206,1.8399529566547959,1.152128628085045,1.5335804372567912
-1.932851962347478,-1.7107572905930217,-1.4767816640705336,-1.2046436529355444
-1.2752618451147695,0.6635271932861967,-1.0407773087891352,-1.0048338849564122
0.1740079797021771,-0.018342742970443898,0.32545514588862345,0.4504958092519621
-0.2760529464389817,-1.0774269519516897,-0.7209048512075991,-1.971009486996216
0.02741935682670782,0.0969149504260778,0.10069196780256551,0.2095892760918066
-0.8200803208929339,-1.2956632110810555,-0.4260368371315472,-0.44108390837093703
0.9356824869113121,0.11027063528385717,-0.8357207645058469,-0.7683068262492797
0.8327086989675938,0.8703843664544251,-0.4079979141670147,-0.045464067946640804
0.1113662356345433,0.5033427242399076,0.5096210024289407,0.3905098183705409
1.1868620089976443,0.3714075262382885,0.5368953580816742,-0.07948991051148252
0.5182493013722634,1.086457531730058,0.9098971707177919,0.7077402024596596
-0.8264129695575273,0.311740417527452,-0.2812395409983557,-0.2313253555959522
0.41816132546807455,1.3435319193012223,1.3337974822158085,1.1951788767277376
-0.9273437193756611,-0.2087857354895456,0.19690082682224144,0.228226807685943
0.9347220564458257,1.6357138519043362,1.5382213957410775,1.8013395425220444
-0.006151298616066295,-1.3329137955916819,-0.9625037349004294,-1.3583691245806466
-0.14290417009011797,-0.2965737241029819,-1.4515654599593466,-1.1990087923698323
-0.6456490558488163,-1.0282811034626738,-0.33056824441340493,0.29221797433434554
1.2834450035517015,0.9707761649258224,1.6545386083948521,0.6170463222048761
-0.11216296885560505,-0.4589851285805627,0.08106225547499726,0.13570023760958294
-0.38964698820427957,-0.3517678146778651,-0.8234754687464302,-1.0054585208307092
-0.3124270432316122,1.1776210394678521,1.051426679314927,0.7245639506558865
0.5839214342501203,0.2954340186001551,0.8487626069753212,0.30081474560821536
0.41481009303178296,0.6035650687416653,1.406872359484385,1.126900937115346
0.4627352051802001,0.16942395852064518,-0.28443387007972726,0.587821746230811
0.4810670897007407,0.4038652246477828,0.24751969008279504,-0.38871589653529165
2.214923623016521,1.51077737471584,1.9431533577394147,1.1298652102691038
-0.3674392077607297,0.10639640389924339,0.016358789089392506,-0.6071288917652016
-0.47469149813155276,0.5521111890421289,-0.43085955007919513,0.40772798844868025
-0.7802804805075412,0.6959777742211558,0.4837370865023278,0.18840069615029173
0.6687179807184621,0.6978671582716354,0.9509145229948351,0.7970561296497427
1.188616397400346,1.2468182187787267,1.130566160484616,0.7785268976768337
-0.07103465798343571,-0.8495778378990424,-0.3989349131257029,-0.8026279705202264
-0.8070193885531669,-0.5738483573783635,-0.6995843763422522,-0.7354200507578029
-0.7911331180213602,0.1785658351762897,0.791314428852657,1.8092774011738098
0.7037972865653315,1.1226793701714484,0.3473448891229185,0.9291105074690474
0.7977060118318379,0.7132419108242263,0.3050223813880911,-0.1480236316874636
0.594912505821682,1.0647449672114406,0.822150181517175,0.9970377663078983
-0.6300216478120587,-0.03823246553220118,0.3456127923901415,-0.10279972735564558
0.2797331939086466,1.0808748922418978,-0.13852800450913297,-0.9616795625327593
0.1627032304344288,0.34552853023002306,-0.5090989153921044,0.01164428764005591
0.26607910727508993,-0.050879543999304534,-1.1553218977921997,-0.4852113929436941
0.9276060143143877,0.8895705833325497,0.8122540750268319,1.173084502151578
0.2710521132323742,-1.90532190530354,-1.7491769395146062,-1.7569849804036124
0.7324992960222004,0.7932960332609138,0.4572051764241292,0.3022897797822559
0.11293545064800921,-2.5287496796410025,-1.1215543040858165,-0.6459886556868376
0.3374579987882723,-0.9900690283971292,-0.8893097548736892,-0.610033109007382
0.6842328602439721,0.8107806986320514,0.8191136487573277,0.5119039594469117
-1.4323243394250738,-0.583249950582842,-0.8886580295603553,-1.54115493673213
