discovery_quality,retention_value
0.5407994346268044,0.2561634508481554
-0.6481771944525276,-0.47409375082247884
0.5198124460208462,0.4305249306573314
1.8007276864585386,0.5098536279386785
-1.801803565801236,-1.405639070037549
0.4419706415137948,-2.2024773896297196
0.005383492872997302,0.45268081763400964
-1.015366864508044,-0.19949417448611614
0.09166095668853524,0.05839873419269187
-1.282951356300913,0.005185178182462408
0.21902960361209542,-0.5334780344517486
0.8975929557656279,-0.6257350739144659
0.4721177134712713,0.2736450499177846
0.48850052445698317,0.9142248502712033
1.0543072204955124,0.5177013156673597
0.17881861173666377,-0.917968498894701
1.2755221741568044,0.7601563381368911
-0.307610490902563,-0.09491752425165736
1.606905444338479,1.0384966032610081
-1.2135958603808565,-0.16121251290317185
-0.2879797182012088,-1.4576815435447121
-1.0175337088317513,0.014891447736957162
1.0461167162897969,1.7811293966595239
-0.4318578959403313,0.34211056780149224
-0.36950089326757163,-0.8536594418620762
1.0318825274957717,0.2079391332384959
0.34288727605724045,1.0134409444686474
0.6018027290470624,1.3348812302414828
0.21285808456416971,-0.19999538052182622
0.4285011782322765,0.23330107361646893
1.6556240188529745,2.1867443285058332
0.05019892986917895,-0.23191501554266522
0.44214857871743546,-1.072051770165336
0.5342874663572288,-0.3168644868687525
0.7198171066704344,0.8963242684999169
1.2852574801960086,0.9769299842898296
-0.7820401370504357,0.09926275877558721
-0.6245166669483644,-0.771860102413629
0.062118702453206505,0.3613295663145254
1.1108028046445384,-0.03164289901116425
0.7501691429867515,0.24237127812200937
1.0442759963562593,0.4735446696197492
-0.11470807937706938,0.09764564589986846
1.0189709905422077,-0.7408072819736385
0.33503517620421913,-0.7095016507306438
-0.012542133383866796,-1.0999868086271185
0.9270885098622907,0.7417980363015122
-1.6992646163586256,-0.5027913428675251
0.8147385272263762,0.32340890591161725
-2.2865779264676,0.5249845992848219
-0.858054071008793,-0.14434169417077783
0.8245250233998681,0.6839819272202243
-0.7123932649292277,-1.275937418153173
-0.9426930483575471,0.23199622799125316
-0.7591854255877196,-0.011853833697940769
0.48266248966303243,-0.8955789916505262
