latent_need,discovery_quality,retention_value
0.35326564478346273,0.5407994346268044,0.2561634508481554
-1.0095369557884863,-0.6481771944525276,-0.47409375082247884
0.8049999176806024,0.5198124460208462,0.4305249306573314
0.9976726117744206,1.8007276864585386,0.5098536279386785
-1.932851962347478,-1.801803565801236,-1.405639070037549
-1.2752618451147695,0.4419706415137948,-2.2024773896297196
0.1740079797021771,0.005383492872997302,0.45268081763400964
-0.2760529464389817,-1.015366864508044,-0.19949417448611614
0.02741935682670782,0.09166095668853524,0.05839873419269187
-0.8200803208929339,-1.282951356300913,0.005185178182462408
0.9356824869113121,0.21902960361209542,-0.5334780344517486
0.8327086989675938,0.8975929557656279,-0.6257350739144659
0.1113662356345433,0.4721177134712713,0.2736450499177846
1.1868620089976443,0.48850052445698317,0.9142248502712033
0.5182493013722634,1.0543072204955124,0.5177013156673597
-0.8264129695575273,0.17881861173666377,-0.917968498894701
0.41816132546807455,1.2755221741568044,0.7601563381368911
-0.9273437193756611,-0.307610490902563,-0.09491752425165736
0.9347220564458257,1.606905444338479,1.0384966032610081
-0.006151298616066295,-1.2135958603808565,-0.16121251290317185
-0.14290417009011797,-0.2879797182012088,-1.4576815435447121
-0.6456490558488163,-1.0175337088317513,0.014891447736957162
1.2834450035517015,1.0461167162897969,1.7811293966595239
-0.11216296885560505,-0.4318578959403313,0.34211056780149224
-0.38964698820427957,-0.36950089326757163,-0.8536594418620762
-0.3124270432316122,1.0318825274957717,0.2079391332384959
0.5839214342501203,0.34288727605724045,1.0134409444686474
0.41481009303178296,0.6018027290470624,1.3348812302414828
0.4627352051802001,0.21285808456416971,-0.19999538052182622
0.4810670897007407,0.4285011782322765,0.23330107361646893
2.214923623016521,1.6556240188529745,2.1867443285058332
-0.3674392077607297,0.05019892986917895,-0.23191501554266522
-0.47469149813155276,0.44214857871743546,-1.072051770165336
-0.7802804805075412,0.5342874663572288,-0.3168644868687525
0.6687179807184621,0.7198171066704344,0.8963242684999169
1.188616397400346,1.2852574801960086,0.9769299842898296
-0.07103465798343571,-0.7820401370504357,0.09926275877558721
-0.8070193885531669,-0.6245166669483644,-0.771860102413629
-0.7911331180213602,0.062118702453206505,0.3613295663145254
0.7037972865653315,1.1108028046445384,-0.03164289901116425
0.7977060118318379,0.7501691429867515,0.24237127812200937
0.594912505821682,1.0442759963562593,0.4735446696197492
-0.6300216478120587,-0.11470807937706938,0.09764564589986846
0.2797331939086466,1.0189709905422077,-0.7408072819736385
0.1627032304344288,0.33503517620421913,-0.7095016507306438
0.26607910727508993,-0.012542133383866796,-1.0999868086271185
0.9276060143143877,0.9270885098622907,0.7417980363015122
0.2710521132323742,-1.6992646163586256,-0.5027913428675251
0.7324992960222004,0.8147385272263762,0.32340890591161725
0.11293545064800921,-2.2865779264676,0.5249845992848219
0.3374579987882723,-0.858054071008793,-0.14434169417077783
0.6842328602439721,0.8245250233998681,0.6839819272202243
-1.4323243394250738,-0.7123932649292277,-1.275937418153173
-0.2795277241598199,-0.9426930483575471,0.23199622799125316
-0.4322577980732064,-0.7591854255877196,-0.011853833697940769
-0.6030312895502576,0.48266248966303243,-0.8955789916505262
-0.23439934165163923,-0.46420630637218874,-0.27614716577107556
1.5595118315335088,2.642953381498064,1.8772259908805837
-0.8330396410786941,-0.587189770735824,-0.3708905601999904
1.0257593113356245,1.0465405414725293,-0.10589432378332403
-1.6610766924740494,-0.13236770109440074,-0.8344199804283682
-0.29494633536760306,-0.1048816083957108,-0.9135763136903318
0.20939061115751512,-0.4786702433305738,1.0834771498961449
0.638560320624697,0.4223832672723852,1.1607630475256312
0.7652472876788505,0.5640443683289519,0.7837152063562645
0.8484733931623705,-0.2474075179865936,0.7617020126860095
-0.3089726824728354,-0.3691449351761672,-0.35919712715819035
-0.4241289652889252,-0.7729713816910718,0.12562980349047043
0.9139720242601551,1.303429959840805,0.4709774325991675
-0.1494328485455267,-0.06135056731634387,0.049668117586487814
-1.2484120291255292,-1.076517432960151,-0.37945420938458113
-1.104096043878203,-0.8546268080507381,-1.1945049553098452
-0.8873826215884407,-0.47934865121947734,-1.0639949915516966
0.5482998493355179,0.8330819090404168,-0.34000955220120954
0.18878965002255446,-0.49206634440495056,-0.5309118623896475
0.7442268582692607,-0.11179325838692637,-0.5994862415284749
-0.38855733912254575,0.4655809042150793,0.18592550477764686
0.20512051967344364,-0.09447590964230267,1.3360513698098846
0.6784583281973205,-0.40642381685294465,1.4502066002871081
-0.26906406404142474,0.11945752408998822,-1.2432643452120034
0.5073707017658865,0.7023010561799611,0.867376811171557
-0.6263896394684142,-1.4391085518047864,0.4509715472673053
-0.3234943405966584,-0.06120588956596127,-0.5302101410912454
-0.34242989943786906,0.25713945776917935,-0.18438138804437604
-1.1674905119762036,-0.5856820690861632,-2.176254342359537
0.5379744388861195,0.8354587589509178,0.595094415245825
-0.43127442230237084,-1.212858821229707,-1.004170992057395
0.05710898531013315,0.2848780239526154,0.1843135202561545
0.5316648094036123,0.2172776257785013,-0.5894787027409054
0.49698874194057235,0.07354220558660614,0.7419825411823091
0.718788731459604,1.124819750142053,1.2223400966708386
-0.05536454671109064,0.9561031105896136,-0.5359463545878732
-0.3845497743837672,0.9212927105353643,-1.0158127236348327
-0.036344641368385264,0.8620967941812133,-1.4074440642319435
-1.6656014549372864,-1.2691771933438847,-1.4329566881462243
-1.422145795565577,-0.7868558786739882,-1.4503270056731923
-1.2960581777274551,-0.42244004012321246,-1.9796386936749486
-0.966224378185959,-0.6041532725299993,-0.4341764983621993
0.4496023837121655,0.4415419031605928,0.06499894820936514
-0.8732212932167347,-0.07464877550044978,-1.3497620656470375
-0.3388064307857117,-0.2620156169080182,-0.6050073674535748
1.3611642681707115,0.54613930780791,1.7434381983526437
-0.31661306459995286,-0.47889895698761875,0.15900882946519343
0.7918901600915357,1.0231323855908305,0.5330647114464234
-0.9017387000939471,-0.6343984717353134,-0.2777049945760459
-0.1637563330998887,0.12875382365391694,-0.8625667398989234
-0.9183638990662348,-0.20867351774326612,-0.669088390578094
-0.2991502193373951,-0.4400615048884513,-0.12169972902600514
0.8960664498118551,1.1799239782214124,0.3933619020983055
-1.7061257072265807,-0.9781853518784398,-1.010937126452227
0.48471822643298434,-0.429155591314891,-0.12144655278919214
0.28538251017201866,1.1819860462814398,0.5589522162464792
-0.5577013018062239,-0.7125250657426402,-0.05819486027565321
-1.4210769810102124,-2.104166283348819,-2.956883793348936
0.11754714364815616,-0.5741269683437956,0.8698784811937088
-0.4921736851319899,-1.0059871664854216,-2.331229778303608
0.2802550132579392,0.26562528549869224,-0.17160217044912288
0.06659298323197749,-0.10525940698127872,0.7244760569271136
1.667787583423321,1.028880600598149,1.0815610848351729
-0.198130983725642,0.2869998387015741,-1.0858593600847444
-0.9928284110589218,-0.48011316279989635,-1.4527828494327497
0.22613559613708714,0.3991234915691102,0.8474026917973936
0.2674048030614581,0.4909857677685493,-1.0239628013422137
1.4219306749339908,1.4739950732518161,1.8271063281733766
0.8907996013973494,-0.7042397594968406,0.6570064800267928
0.4061216840954235,0.08452981790743891,-0.4473895229399058
1.5274475175258568,-0.2842921882032917,0.8027487054457794
-1.1603186606525124,-0.8025223192340811,-1.5313963755831088
-0.603916734978439,-0.42076471108804325,0.10937964667081213
-0.8946021705939314,0.055248914786786896,-0.19911281553908022
-0.35061046691702924,0.5478974642016095,-1.3656531439781354
-1.3507714414140573,-0.8328940619712608,-1.2809009316951578
0.6881475784326799,0.20234279349846707,-0.01939559278387951
-0.18076742198224116,0.21142329419710634,0.7085166924939075
-1.4461585670897108,-1.382607395641901,-1.9646704058653564
-0.9848034076007341,-0.6982581219284125,0.29461636119441753
0.3621808283329919,0.9388995902933094,0.2671143761942609
0.8938555135051358,0.31567049988509366,-0.05500745677613151
2.068056147779705,2.072767894752838,1.1551075703425477
2.9975334975145502,2.670914071510031,1.7851553004944418
0.4644345990455514,-0.2602174589829888,-0.4558939694245394
-0.9584119014570486,-0.03862493660639792,-0.6593832049003897
-2.116299697490979,-1.0694137646169761,-2.397930076520054
0.3157618839716384,0.32435364521503174,-1.1540779269917576
-0.7794376527166381,-1.0470303007996502,-0.8288567127298537
-0.3765018257057364,-0.8148243869687873,-1.4394558978823484
-0.5758897328583438,-0.7501136512445008,-0.9137082130724967
-0.0982394339630056,0.309713598996441,-0.6499817113125782
1.1247763809624163,0.22401267768047395,0.3090900934360869
0.20360932359228506,0.46232545876533465,1.458844608156273
-0.11632358720524405,-0.8749564658760793,-0.040658744945383817
-1.0051483102244085,-0.8462470744753813,-0.597937674538387
-1.6527796602995009,-1.115743992782439,-2.3977020841816605
-0.4484075619626629,1.3016251320676617,-0.7529104897798325
-0.010059853800928692,-0.8859377945224922,0.14309546100565582
1.836175213017531,2.3399746139617434,0.7537877715333817
0.17647486438371157,0.25355510398557846,0.73275115273943
1.0404151336086218,1.0593583895650565,0.030684425305845142
-0.46157008250163767,-0.23552889743130306,-0.5257221977448717
-1.1564479601990565,-0.5313981966088571,-1.2501596816504341
-0.9336618006426274,-0.7606907729701889,-0.5956180827719362
-0.6905418643483163,0.47324057965450333,-0.9292522275671079
2.201568363453535,1.3422045072522903,1.5194145114554845
-0.7879969250972257,0.19042961621545232,-0.7427528551468793
0.8942230308938584,0.25909172505913375,0.22121187752652696
-0.8706350643799848,-0.6530836402647916,-0.3404265819612208
0.9885598683157824,0.04763852793994897,0.9211328195492801
0.4345795828631886,0.6433838001822241,0.28673797143453233
-0.11429976644163715,0.8904190365352745,-0.35333784525511486
0.0031354372288924007,-0.022850524866172076,0.5283122323152677
-0.6191553038261929,-0.5581622978274496,-0.6135343933890902
0.4965235890025522,-0.3415823008428481,0.19332419951662827
-0.4166614659654574,-0.43077992974125384,-0.23901583105486227
-1.197657320546526,-1.8992474878735184,0.1915625245535878
-1.250693584852817,-1.4918301395978546,-1.8090094369368808
0.21935785359206977,0.3355489471565261,0.6763239374150439
1.644794543647013,2.099033508543768,0.04691462667910375
0.20659198692205794,2.0214929445655168,0.30993097799513003
-0.07578867158586682,-0.41509083120622225,0.9704677188394154
0.33412040818043665,1.2131676189447103,0.5825457455824232
1.3680288913942042,1.189961854036783,1.1673858366588865
0.2667823527624611,0.12219235682682136,-0.14601394081432997
-0.37201216244363305,0.03651557206911208,-0.2524242228583831
1.165627464422027,0.922000652663902,0.7399095179530008
0.478974733449398,0.4497335166219214,-0.1294132372466262
1.6008759306082507,0.9328194390168036,1.0481188154120855
0.23014768899376473,-0.7232449406159278,0.3157391821280544
-1.196505286618397,-1.866123135600196,-1.3976953087919473
-1.34212970936703,-0.5308244916786674,-1.5341927979384522
1.7175982338978073,1.1049236361200847,0.4465020642540024
1.7913151670209382,0.949368449865468,1.632910527011161
-0.1374890941245145,-0.06972057541367828,0.25871019334468526
-0.3438988377366624,0.2950227298661421,-0.10146449957723923
1.5255638994059755,1.263999705935519,1.800572302018424
-1.0775012670084183,-1.1960845812653405,-0.7548818998610215
-0.8623245205167884,0.1976110923343279,-0.3941514217364547
0.6964334837784064,1.573610956123693,0.7401327892016121
-0.35547033781697707,0.0893365154727856,-0.3189008377989129
0.03925586594809388,0.6936422669081264,-0.30076633327482466
-0.1211963714080356,0.7519811989505648,1.3482229409840458
0.38656541779506237,1.0513102079612997,0.015548286473717695
1.470875064467444,1.5085903918383659,0.7061014716042877
0.13625097634331507,0.5184607993061486,0.39605867589584404
0.6970537206575771,0.8785070799244115,0.7070569502197588
-2.033323385595567,-2.187477246159487,-2.4486759068753843
-0.004927534928598935,0.48202540047068687,0.7326374997635225
-0.810134559111385,-1.459181776296855,-0.6680651316390954
-1.190773178643468,-1.3701929805196502,-1.6151478048570769
-0.845526752268104,0.2606706136206596,0.13292248054746772
-0.29417449410731067,0.36125760489418346,0.19083172317728694
0.9726784530267564,1.716154218425767,-0.06099445304436116
-1.2998009970805597,-1.106942677232594,0.1655218163422756
0.07549051165260982,-0.6753802917735459,0.49470379165923234
-0.4462402995777202,-0.4598108553989783,-0.33576724170200684
-0.28763731777644264,-0.11855107150354825,0.8183433017658558
1.060702920253038,0.8561799331091967,0.925218963762805
0.5898058453437024,1.2028662273099868,0.44442734185532057
1.3998478927597462,0.8161344198315265,0.6554228091134938
-0.11213884562002081,0.17441037906510853,0.3016572956662553
-0.6608642183896052,-1.108546230442745,-0.18560127385632938
-0.18242556604919521,0.18733164399694546,-0.11810684036533375
0.29020779086291515,0.24072178067874225,-0.2762554312289551
0.2233969435029036,-0.30260590304957247,0.2664018593672969
-1.0545386565090962,-0.9033564309569696,-0.8390919047507633
0.13615457056040794,0.00467777343924679,-0.7447487369047291
0.27574725781676224,0.05071312876391016,-0.7273563600943154
