need,engagement,engagement_proxy,retention
0.35326564478346273,0.5380758657786268,0.5341785947580749,0.936984964027331
-1.0095369557884863,-0.6744806338166014,-0.6305854497320867,-1.2574914550011582
0.8049999176806024,0.540674270636142,0.5129719368483524,0.9244315511608565
0.9976726117744206,1.7826485346387448,1.7409284878406182,2.0685240790172883
-1.932851962347478,-1.8308594644087226,-1.814189410123795,-1.2302145577719683
-1.2752618451147695,0.36084900475259046,0.188501833074819,0.12240625679872653
0.1740079797021771,0.013956961395343566,0.05843326118222077,0.2495936904024242
-0.2760529464389817,-0.9907199573982817,-0.9854863635085513,-2.6483878670569023
0.02741935682670782,0.08956205394292534,0.0944484964659165,0.24015457347052085
-0.8200803208929339,-1.2755831442662184,-1.1828935013141133,-1.0373114164875126
0.9356824869113121,0.2579102207333891,0.08307351304337876,0.13001514448455911
0.8327086989675938,0.9055011210331995,0.7263977403697734,1.1069232377164417
0.1113662356345433,0.45980046270207575,0.4843717343581424,0.26223923339293614
1.1868620089976443,0.5298152130761927,0.5288777064471115,-0.39203668355920046
0.5182493013722634,1.0403988156753479,1.0535237273525166,0.6443391952567556
-0.8264129695575273,0.13033638698361683,0.08996486967102457,0.11463657708247048
0.41816132546807455,1.2481610409735213,1.3049444160941344,0.9666437774674679
-0.9273437193756611,-0.3427053644620575,-0.2559658594442916,-0.17013641608188224
0.9347220564458257,1.593013784784888,1.6323177349958922,1.8320947714170293
-0.006151298616066295,-1.1678030394781627,-1.1853144180808912,-1.6024263495561053
-0.14290417009011797,-0.28424861880818314,-0.471016518435819,-0.11809397387215036
-0.6456490558488163,-1.011449077488641,-0.9369427080679282,0.0860393709248185
1.2834450035517015,1.0711204108148364,1.178655730760971,-0.3883435327767958
-0.11216296885560505,-0.4211102618034062,-0.3599782592022591,-0.21595427838947057
-0.38964698820427957,-0.37512004942970045,-0.45116614107849223,-0.6888937212695171
-0.3124270432316122,0.9769218329125824,1.0355495647702515,0.4458606495592156
0.5839214342501203,0.35931779383506157,0.4369982883991367,-0.3612906983567049
0.41481009303178296,0.5998663766357221,0.7394322500829188,0.30228840106281973
0.4627352051802001,0.22811492071659473,0.150171846445505,1.3612004248193332
0.4810670897007407,0.43649074575556823,0.41617973693918786,-0.5428262749865935
2.214923623016521,1.7044624585054458,1.7670241902537487,0.45083055250946336
-0.3674392077607297,0.02975614456195526,0.03645466547215165,-0.8662620208440464
-0.47469149813155276,0.4014056379168868,0.3011435269386926,1.4130197379222702
-0.7802804805075412,0.4746285763839051,0.5118029367657629,0.016423677800755754
0.6687179807184621,0.7262061225557687,0.7772028370049293,0.4903555782106417
1.188616397400346,1.296392778589206,1.3011877604812327,0.6591506096900145
-0.07103465798343571,-0.755914724481544,-0.7317541771357797,-1.2062532050038306
-0.8070193885531669,-0.6415027710608922,-0.6607554387739764,-0.6524850452155865
-0.7911331180213602,0.019849496987303674,0.1543052138103407,1.6169589610315747
0.7037972865653315,1.104108323491603,1.0207397370602431,1.7067818058644686
0.7977060118318379,0.7619120309906057,0.7079683905529285,-0.031379768433849826
0.594912505821682,1.034616007239264,1.0334525507472265,1.1626599888797604
-0.6300216478120587,-0.14213243037317033,-0.060954929713463404,-0.6808805978661239
