need,intent,match,engagement,support,renewal
-2.204898520653295,0.4324707934818306,-1.0333880442166288,-0.9753533594859322,0.42188253726093605,-0.7587710696374762
-0.3761833346739279,0.5004640077427474,0.12059530407992494,-0.004589070141026092,-0.4102334268495528,-0.3681590789621494
0.5619783203569115,0.8277838305550891,0.5308645727344018,0.6754304176722389,-0.25285949064357616,0.6200929801001592
0.1161988282412208,0.9377860003070067,0.22234435700801555,-0.6047707218562306,0.4365748542185578,-0.4305413331058813
-0.12828829768193087,-1.0906941870288291,-2.192527723870856,-2.154440336474426,2.8672498591298603,-2.5390820862458288
0.14462483640891707,-0.31305967121994155,-0.18104729057885124,0.016923782987991246,-0.46157639560411273,0.3226711300932738
0.13118840735415296,-0.12742225605180824,0.06692602070516274,0.19264879580799157,1.1722003139439996,-0.2559743343859367
-0.45238311275639476,-0.38194524744650143,-1.2101213487202016,-1.0195194090680026,1.707382550809141,-0.9681989450442529
0.31190147107914085,-1.1051608824570334,-1.1465190134455874,-0.7142371574175864,-1.1323324796419894,0.10791641903095507
-1.6665120960941133,-1.459839404356645,-0.9686557799756778,-0.6883729424595482,0.0589633336732896,0.8944655792393423
-0.9289667712416126,-0.3831076434815979,-2.1224656111567164,-1.5355212742249975,1.4162289314729655,-1.233553979095974
0.1786923281607957,-0.7215722815814914,-0.8154169827071199,-0.23134725816111604,0.23642531432667005,-0.3515185279791264
-0.4999160465491523,-0.3368091407335468,-0.5033162344258859,-0.19707259894017157,-0.30226900761967795,0.19969740436226494
-0.00236694266063227,-0.6138860720589128,-0.07577568634431252,0.4162094731993765,0.21473476924811175,0.22930965399793993
0.4835413756910629,0.13934127358960963,0.5046434603513882,0.338516117765493,0.12913524624118403,0.05866046670271881
1.3007726076940467,1.217155228945473,1.309704691832144,1.4583134522660735,-1.0166062603839403,1.5049844118939368
-0.6340923823919318,-0.155469048686502,-0.42832021546868704,-0.10692121188832959,-0.010426214027418163,-0.10937232741389025
-0.13935905057690387,0.7180468588554144,0.1980395182534541,-1.435758482187499,1.7277705249378201,-0.9027605345005195
-0.3833480227989455,0.05559362360661175,-1.0546132036083746,-0.8559537408135727,0.4187310166685217,-1.3501574433380743
-0.07485437763837532,-0.3176797812649034,0.07600093342853481,0.709312980566101,-0.3606237108069016,0.8545812177856842
-2.5767894476258824,-2.145417829927446,-1.8049263166060914,-1.5353187639896273,1.19388197554486,-2.299598637241769
0.7825490812926895,-0.10733679046530227,2.1603733563635954,1.6195628608360224,-1.6456537175104136,3.1746497621714376
-0.5596811733050585,-0.16444382892737924,-0.5467550365078331,-0.5923719770721848,0.6881322466345937,-0.4738112389776253
-0.8288967756558896,-0.8675236717873729,-0.8232574854489665,-0.2822243739988299,-0.02408091492994978,-0.4041859532164507
0.8709936205994456,-0.9559368945092148,-0.17612021233001018,-0.300823437032455,0.1346323584992378,0.17787695395473055
-0.1705206945294354,0.9051635314161784,0.5654608651066303,0.09339981468839723,-0.3598957481037343,0.5389900372999642
0.6268745357962787,0.2481138370797005,0.7023747557327965,0.743485788641975,-0.9047458973934149,0.6950199411444725
0.07392606198621447,0.434660453246158,-0.1048354508463624,1.3125080125924147,-0.6703003446778951,0.8491600898215257
-1.2136040715968295,-0.8311332457131508,-1.2843855391653123,-0.9591023511049673,-0.15169316767646698,-0.8222879424853913
0.41336281321639645,1.5478607784815492,1.6130664532917665,0.18907909501425232,-0.04076448920434873,0.3215374938166108
0.909352585578685,0.021866876220313736,0.6063390309657355,-0.1649891997787859,0.3068452122745258,-0.23595430069663362
-0.5525437903076511,-0.8136934020493695,-1.0076586968027932,-1.0355184740578183,1.0796272089091972,-1.3629010893374591
1.1721981840883964,-2.9356965714740473,-0.7802423879719391,-0.4072973496156802,0.03736037579462219,-0.21581441558179543
1.061573032191294,2.1861598175006622,1.5200276175829674,1.8911709461260524,-2.3189178403850965,1.9176880154812705
-2.8811497821078706,0.04101042739999654,-1.2632463239042275,-0.745630666119423,0.6373563754511169,-0.5604915314028287
-0.0664057000323838,-0.5433396839649215,0.15047221865558172,-0.5146152948421935,-0.6383075779899777,0.10177884505814187
0.06328654789983355,-0.23373488246411545,0.3212441513776315,0.4241903471308288,0.49732898332267755,-0.2232300558505252
0.13398791319297926,0.05468600811540418,-0.3924680405712505,-0.00686016939340091,-2.4173407249656873,1.7920836226650163
0.4700196187462146,1.4834893339543012,0.2731319211429876,0.17080273526873915,0.34148341491066636,-0.11733637713309328
-1.1218758723044342,-0.5804197280611932,-0.6792371675076644,-0.9010965729351739,0.6294917355408318,-0.792149394699399
0.6949156042966573,-0.009912291393771002,0.5881493244169936,0.48145113052898547,-0.39969346936621725,0.1218501942433294
0.05289296091211071,1.057245790643522,-0.10553952545472443,-0.14824511872295482,-0.02771894749863289,0.03607200001881532
1.3121931159320908,0.056521530067769395,0.7678974103443893,0.46493956101827905,-1.6093252822107809,0.7858636181696983
-0.45928696944469966,-0.08430187203818683,0.1235975340792406,-1.2865472686218506,1.0462993074096205,-0.49715073752906147
-0.24119356658003982,-1.032466822276751,-0.288543714306415,-0.5107022168214173,0.3718220623217301,-0.26963645343796944
0.7287358463058432,-0.11688569676634737,0.8435021181315594,0.9416179871281508,-0.6155777240738158,0.4111470530689524
