X1_need_search,X2_need_depth,X3_need_variety,X4_value_click,X5_value_watch,X6_value_return
0.21073360153729184,0.6745492582157699,0.7982169420184169,0.31206522826161875,0.9328103502013476,0.7260861519955711
-0.10794582988072542,0.4525147484481117,-0.0947033807591816,0.7668222772695138,0.7337915637332793,0.7306946562462149
0.7003398125501623,0.8644842713277802,1.3424143120321081,1.9479961293566674,1.436003420849482,0.6826661357390577
0.16018914365805703,0.33263247371182203,0.45216515457133977,0.43886586159227126,0.4018924999086221,0.32259772761124345
-1.1894475125688144,-1.0219693172479154,-1.4576190481733604,-0.9038772838438172,-1.1031794024299557,-0.7483911086736387
2.2292611618327887,2.2288982847208723,2.5056178863768546,1.6476393506229587,2.1206904439982583,2.064080948519107
0.9093467793457125,0.6815314849321058,0.5666384881120209,0.48657273407081697,0.1988747906753434,0.15260888772950312
0.5594417241391785,0.6055433397642499,0.44815447291689964,1.3356874026624042,0.7287203040582932,1.1654249409350061
-0.9030481228019867,-1.1899770306781952,-1.1841185222864787,-0.6715209822145327,-0.9881860498698498,-0.6341966799547135
-0.08735420525727987,0.06658518486880627,0.018913059611629097,-0.7268771021164763,-0.622368330728781,-0.879492299427569
-0.14578221137618255,-0.5135985691062608,-0.5828373114755806,-1.130250143763729,-1.1778947702589189,-0.7916093236404098
1.4903300662549723,1.2143576679418173,1.359559167308922,1.537028324765588,1.8226320358993708,1.6730964363826328
0.25055831570801373,0.3112336542009613,0.06692390705332417,-1.1528624219343115,-0.7580290153715256,-0.42488312520370625
1.2174328084029817,0.9106882052059504,0.7718306971614273,-0.015268319796220448,0.3460187000761395,0.649536644707464
-0.1547629303846434,0.24681345518867634,-0.09909792929263425,-0.3732056099350597,-0.3388938164067261,-0.0032687600467327387
-0.7804640915484167,-0.7161278634259582,-0.5587608179127009,-0.7462270968560057,-0.7908826549683073,-0.843100488028438
0.17576327795800298,-0.2444719747588348,0.012646739518517898,-0.35948375240241276,0.26587613494347717,-0.1343723518709362
-1.3182532212380098,-0.9938598973464242,-1.9550012577353084,-0.8175024642352497,-0.9727733671038654,-0.8576878423094016
0.3330089224073463,0.5282071036338291,0.854838985974837,-1.2164672555142588,-1.2706775440360139,-1.2471174225029482
0.21584277778165975,0.021496014661507794,0.200890002177807,0.5699555321996359,0.5662451987598881,0.8239623973859209
0.8399350507540736,0.41587388738277786,0.6190002140655116,0.8329059920211533,0.9606330715789816,1.0370053075856276
-0.12201877589957318,-0.24314987543646435,-0.4819590028230316,-0.28951244765638656,-0.16902164771478032,-0.13107205810054634
2.9080859895077533,2.405502237633997,1.5501598039539952,0.8007195655992098,0.8373369138911886,0.6540901784888558
1.1769407188887107,1.29560046377326,1.055160738073783,0.9512764855138685,0.9298783440089371,0.8862814446655929
0.6896122422767328,0.7145881249740937,0.6111847707235387,-0.02475386337977138,-0.3630855442782592,-0.304780229039227
-0.7963978876255741,-0.926337777827987,-0.7196881801505329,-0.8130269139490941,-0.8265345374038064,-0.6583976316410897
0.3777740040570705,-0.12611735805427837,0.12611947368180593,1.5108128877715878,1.1097954766006974,1.0458597045681761
-1.8802378807009514,-1.808759073588952,-1.8359218175787009,1.415939866423278,1.3808123160991572,1.0167223732168122
-0.7548120045569393,-1.1351828767442904,-0.8438433220245143,-0.015677555350500635,-0.1247942650774216,-0.0319546589326552
0.3081639658229304,0.20276759330699315,0.3932144161955819,0.05036741837585459,-0.033755007550494244,-0.0026618984271475376
0.5359450013132605,0.3886204196559555,0.014456281209113037,0.6328366107507678,0.7503779961728065,0.27502832585619086
2.1674930293423933,1.7174905938265517,2.0590984602860614,1.7120685365284796,1.2691934126568394,1.217351818170008
-0.31183979267492185,-0.2956055360842693,-0.35801767876760904,-0.25709526372577063,-0.4345698479594852,-0.34821739629187726
0.09706424239886913,-0.10933470425469657,-0.23013539097781713,-0.5111944973856476,-0.0992561049122802,-0.12835597687422223
-0.07389490465310797,-0.47584304842416647,-0.2859036162395432,-1.569610543109092,-1.2639254926537282,-1.9299998833761502
-0.6568755174454355,-0.7269411654373443,-0.5663556854633112,-0.8893833103471306,-0.7888971223082464,-0.814169795161904
-1.0766422713468824,-0.81662804160801,-0.6323887765436189,-0.5123631553477153,-0.5662914388924408,-0.7674884979300285
-0.06918267336632837,0.10932629912115899,-0.519577297303629,-0.6217713627416268,-1.3896285299098692,-0.5617482663383726
-0.6108525228676062,-0.3696945788996841,-0.5304337998886562,-1.5285408300717895,-1.0924875836452865,-1.1305290742366305
0.058859750142626704,0.27984983401982755,0.45060140254245745,0.78890769371074,0.8425174105699171,0.7322922072539786
-0.4128589324804493,0.12066598152693651,-0.17030508410563708,1.881052371154353,1.8058661867775097,2.129793441096125
0.9047983578575358,0.6465044941227128,0.9733503949067819,0.6037737923133017,0.9710399950009543,0.6509988907551756
0.46044617726201076,0.3041551556014688,0.45099925327037743,0.7822741186682766,0.9785333141598356,1.0682914464205255
