interest,difficulty,selected,retention_value
0.32480377294695023,-0.2540074428954585,-0.6859943405700354,0.8922802318192381
-1.0207659487445633,-0.29500506870656035,-0.6859943405700354,0.09344606513264515
0.7708257864106909,-0.687051856730114,-0.6859943405700354,1.0248160913011661
0.9610621003570889,0.4235661918561531,1.457737973711325,0.8971211586180026
-1.932405474445328,0.2322317451496254,-0.6859943405700354,-0.8978629919160981
-1.283130700049863,-1.569500871200549,-0.6859943405700354,-0.606572454056447
0.14781285260876906,-1.629591298542317,-0.6859943405700354,0.3730243884948149
-0.29655697386340457,0.4198167520182603,-0.6859943405700354,0.15409707311312537
0.0030778686845335133,-0.8041469891984446,-0.6859943405700354,-1.1445566674220595
-0.8337050263615051,0.2987566915254501,-0.6859943405700354,-1.1731306256200484
0.8998558515396385,0.7714649803146406,1.457737973711325,-0.2988006143028447
0.7981841852786563,-1.2539310690718617,-0.6859943405700354,1.3232804230915525
0.08596322442638797,-1.3927006415632333,-0.6859943405700354,1.318046826461939
1.1478591643352465,1.653430634746262,1.457737973711325,-1.0458419124200966
0.48770118214375674,0.3476469271747061,-0.6859943405700354,1.4938745531929296
-0.8399575975685242,-0.41321388586893637,-0.6859943405700354,-0.4854284247771369
0.3888788363208584,-0.9212692741263777,-0.6859943405700354,0.997949209483763
-0.939612060280809,-0.5032367485883804,-0.6859943405700354,-0.21551778586276404
0.8989075658865249,-1.1745882227916113,-0.6859943405700354,1.647800674815418
-0.030068279908210108,0.8726226248047837,-0.6859943405700354,0.10797869543559321
-0.16509188723962287,-0.7661091769620035,-0.6859943405700354,-1.2153264243094966
-0.6614794753820692,1.0800325082464575,1.457737973711325,-0.5277496047442999
1.2432208499144302,-0.39484241323088015,1.457737973711325,1.129633740785486
-0.13473941390839628,-1.0292666034094775,-0.6859943405700354,-0.291865525251406
-0.40871459896611384,-0.42018366561577075,-0.6859943405700354,0.22916062750155172
-0.33247111379643585,-2.5896759811737073,-0.6859943405700354,-0.2945689469650203
0.5525428793361894,-0.1185948678035221,-0.6859943405700354,-0.1699084917174523
0.3855699808088921,-0.16730840098234437,-0.6859943405700354,-0.6590097474353083
0.4328890714743459,0.8147105777781067,1.457737973711325,-0.0826238161367185
0.4509891460867897,-1.8613394025112384,-0.6859943405700354,0.39875179399452687
2.162920758198176,1.147482166385539,1.457737973711325,-0.2583640823071463
-0.38678763981717146,0.8106206152356893,1.457737973711325,-0.8911851250060433
-0.4926837060886025,1.2364952457704943,1.457737973711325,-1.9154547810654057
-0.7944084619667321,-0.051426108020340394,-0.6859943405700354,-1.0124896988111838
0.6362671585413525,1.0014228208079687,1.457737973711325,1.2951414088709867
1.14959136818764,-1.4516366498924798,-0.6859943405700354,-0.2696884088433971
-0.09413117777010221,0.7044573016588723,-0.6859943405700354,0.45779794716932576
-0.8208092518112684,-0.7605929276090404,-0.6859943405700354,1.704368111603273
-0.8051238659679864,-1.6294687385794073,-0.6859943405700354,0.6137268549622331
0.6709028803881508,-1.1090139922891533,-0.6859943405700354,0.477508609391704
0.7636241132858763,0.006074408145788633,1.457737973711325,1.105976813222518
0.5633949668721472,-0.8130434200594862,1.457737973711325,-0.7737324049868253
-0.6460496786719994,0.37183336287662594,-0.6859943405700354,-1.6756802356625273
