feature_exposure,weekly_value,user_engagement,prior_activity,is_power_segment,account_age_weeks,treatment_probability
0,3.02483452956608,0.0012301533574825742,2,0,0.9464598082860112,0.3952656101830684
0,4.851886630076685,0.2987455375084699,1,0,2.2151986503451493,0.45617548279211934
0,5.810002322968328,-0.2741378553622176,3,1,6.011149087581321,0.5008886634051524
1,5.0448979833454475,-0.8905918387572742,3,1,1.2593624224227058,0.338485959801016
0,5.33065345139039,-0.45467078517172255,2,0,23.66514731942553,0.43350251977151383
0,4.107011884342125,-0.9916465549964624,2,1,6.341317463636701,0.33538050565655914
1,6.521104762835499,0.060143602597438485,5,0,2.6961214976172827,0.45550111744108673
1,8.652776284524284,1.3402152455545335,6,0,6.671410195422865,0.7545408677067069
0,4.0191895307890055,-0.49220651855132963,3,0,10.492041801521308,0.35877503143824785
1,5.576127261630927,-0.6204748998199404,2,1,9.8511538103488,0.4348356169751125
0,5.64396271295701,0.4898420501851982,1,0,23.000491731828255,0.6261815605763966
1,7.421033111299647,0.35688700816006075,6,0,3.4279808308392754,0.5391441891467708
0,4.384282291062379,0.10541424899789856,2,1,8.471804773436952,0.5882335984926239
0,0.988055550870321,-0.9304680447082047,2,1,3.508015466425128,0.33187412109282655
1,7.013876523950249,-0.02925182246327349,2,0,9.042882692298978,0.43776084103675805
1,7.106475153039245,0.6953031944582878,2,1,4.818849107668743,0.6891704855513954
0,2.999330255955925,-1.344214547285082,2,0,4.55699713436202,0.17568383499456644
1,5.427919162480825,-0.45761576104021817,4,1,1.9387775026108947,0.44685531359856245
0,2.155203275718248,-1.901222739800844,2,0,6.693047615260646,0.11985813438583678
0,2.8115042962127568,-1.289537739784976,1,1,5.376656983309113,0.2638277805648525
0,1.367677262235095,-1.8417350377917323,2,0,1.5857984452031606,0.11225449153220372
0,3.75091886465375,-0.23509113107468127,0,0,4.483293964317168,0.34310229466116127
0,3.4031885800126904,-1.2674464814437032,1,0,20.85874097590044,0.24615352456906797
0,2.7877565529011434,0.2712643588217015,1,0,2.727529713978967,0.45321876954573065
0,6.175852845448893,0.15675108662422516,1,1,4.747756523489613,0.5645797250849316
0,5.5467022644564805,-0.18693094462995438,5,0,13.528204297598467,0.4675375424269196
0,1.0996468310127514,-2.516759710820513,1,0,4.157154360281519,0.06530480400631888
0,2.7740007083804654,-0.5386928958466366,2,1,12.37093240575801,0.4686535909558701
0,5.217986327837675,-0.048500945401071985,3,0,7.842292019361285,0.438415896736216
