baseline_need,prior_activity,account_tenure,treatment_probability,discovery_exposure,satisfaction_depth,future_value
-0.7931224751578991,-0.11949463176375183,-1.3164499634356746,0.40367163457374466,0,-0.09997825428492774,0.15014239811203628
0.24057128353827487,0.4444312503124652,1.32404888793971,0.4688785773324135,0,-0.24583513373100302,0.7898206060278997
-1.8963263495990657,0.1472211149792736,-0.4610265885987494,0.23127852753446287,0,0.0871889929096894,-0.36010016640977377
1.3957717101086942,-1.464248424152486,-1.527736616393079,0.6178125678413159,1,0.27142315730602706,0.33194510464587357
0.6382947409282153,-0.3149677094968903,1.1598438475127864,0.4583952100544155,0,1.4339123075838494,2.14814765379945
-0.29204748521936347,-2.0627416549187902,-1.3764185204566652,0.28415170865133826,0,0.1162895986355229,-2.4494520321273283
-0.31194932819017573,0.06468293202636916,-0.47209155920702894,0.4487711833850695,0,0.2931112559070511,1.068562538006463
0.30383536777881237,3.029568352635936,-1.135750133205754,0.844846011912725,1,1.6098546359389296,3.15699752568913
-0.2676603022043396,1.1239583510303204,-0.05953892309904689,0.5490137888246451,1,0.5248747402492575,1.2332865236283919
-0.2259088611632136,1.3944887361542495,0.333124592726728,0.5615359624791532,1,0.751653939080023,1.8485344740342144
0.7200678200091131,-0.23563949310858556,-0.22511244030058672,0.5666716844863235,0,0.7192426316103347,0.6737080727260496
0.5147052057737699,-0.7920820378208323,-0.8409640586005784,0.5095894443253408,0,-0.09434563271220575,1.016131060026682
-0.06412793563418305,-0.3907497414908096,0.18888593876008172,0.39777561907317366,0,-0.5731068060888947,-0.28732962202860535
-0.08547656318586194,0.7434176997665128,0.7420784850829828,0.48586840899958406,0,1.487107585252002,0.9962816363693753
0.16091632266564457,-1.0576064894645265,1.1914925064163293,0.30593341125070256,0,0.2060307964255551,-0.903750286672938
-0.6140183945189056,2.3945809241891447,0.16146006881544317,0.6196550721812396,1,1.8400624508370225,3.4748589434558235
-0.4037502646562769,-0.5030280348301289,-1.8688299682102296,0.45720675027921065,1,0.050172322137911896,0.0785307651472836
0.5482601802064181,-0.2649131897833524,0.6578763320054597,0.48068189571046954,0,-1.162343676188148,0.10659775576879194
-0.1304827931408637,1.2306206988776691,0.4362370424214025,0.5522847255905344,0,0.45166940733099226,-0.11600269261853458
-1.3744261756767235,0.44762310052329957,0.01432786402321652,0.30037167926331365,0,-1.1343816069397352,-0.7371681643966912
-0.47727871963320684,0.8863611171919724,-0.8155597617520106,0.5355701299226813,1,1.8635075749811396,2.4343775877534695
0.6566216052935377,-2.1897885517341713,-0.4565362380153556,0.3556106331014459,0,-0.5186612383906916,-0.06949814089022155
-0.23228277208327797,-0.3106198941151045,1.0309344654209698,0.3321456861012158,0,0.19468319896733677,0.08349147831349601
-0.14873281023632337,-0.09224070895290874,0.420461081018137,0.4029231661585767,1,0.38065519779884527,0.6947400774812533
0.6418366281712384,0.03241739127569453,-0.3984641284360088,0.5942101588200122,1,1.3813308586886548,2.414183833618504
1.8246103049154356,1.744622279138468,-1.2112643178124,0.8932038357053249,1,1.869852027759295,3.188378976266359
-0.7131886718682877,-0.6291772976384211,0.9938565417285148,0.2413730383739377,0,-1.85708484135355,-1.4697285758450298
1.3482068134340977,0.28394451216948785,-1.0295415705882136,0.7524076929849904,1,3.150492475119492,4.423676001385814
-1.2300127753398604,1.7350883894601177,1.0605563548280592,0.39320554535756186,0,-0.7733984629649288,-0.5355919814857104
0.17497762274037393,-2.130475019937875,-0.45102740906577987,0.2927176510820961,0,-0.8461477105019035,-0.8211818893494695
-1.1695295195123863,-1.3943244663456655,-0.48801279746953174,0.19534647595373406,0,-0.037626353652292166,-0.20300603801491446
1.351458184504187,-0.37207821409501113,0.762422107736832,0.5915573436721469,1,1.5734223671091252,1.2135477297727117
0.8339229967182518,-0.901632904970636,-0.1523244480001755,0.5060987606736184,1,0.8689351401149324,0.8180988212380438
1.1377167846550682,-1.1864880465935936,-0.44423851084821797,0.5415678143185731,1,0.7522405162608452,1.1959496402404148
-0.8855331545554961,0.2455866452934616,0.8386658102010933,0.30475650724502773,0,-0.11786111870389304,-1.7074987996487545
