baseline_need,prior_engagement,account_tenure_z,friction_score,region_risk,high_need_segment,proactive_guidance,activation_depth,future_engagement,pre_period_satisfaction,true_propensity,true_total_effect
-0.7931224751578991,0.3609774585475367,1.6961167791654075,0.008795202923507895,1,0,0,-0.8436867677573603,-1.9776865929413843,0.7913980647366421,0.25831986850455085,0.7654986763914522
0.24057128353827487,-1.0970317419934947,0.8795629153214527,-0.3568712604261183,0,1,0,-1.091985589437346,-1.2505463070162612,0.8023468570981289,0.22011068014659288,0.9054245866831323
-1.8963263495990657,-0.49350240457970135,-0.5345740863432535,0.3735841576472321,0,0,0,-1.377804201657299,-2.397207010672215,-1.598843101348987,0.18277755531781942,0.6606613918689007
1.3957717101086942,0.4889657107332062,-0.6115048407555478,0.686960676016312,0,1,1,1.9608673267304215,4.721685615313423,1.3787983035575304,0.8479697532037959,0.9279211892570254
0.6382947409282153,-0.5878207910747577,-0.05664614619540718,0.567417225250445,0,1,1,1.277154107035763,0.8760811277254741,0.9526874895716906,0.5604503212621912,0.853732614188975
-0.29204748521936347,0.1457277228242411,-0.6347488818616457,0.3904874404676588,0,0,1,-0.3924708468040664,1.2525683293988832,0.7553470517929955,0.5278510721649223,0.7101094737791734
-0.31194932819017573,-0.12098077733637833,-0.1832911556195328,-0.2179227948502608,1,0,1,0.4975928447850603,1.5527023019844537,-0.09533203941045713,0.440809364937953,0.7496138172981159
0.30383536777881237,1.2907945820809104,-1.3309348439108317,-3.0102318590828547,0,1,0,1.426989791973175,2.220639245603162,0.09753648648854107,0.40880846713081703,1.3617867524747584
-0.2676603022043396,0.8009584762983978,0.706782134990451,1.2112017194142868,1,0,1,-0.3541403489783299,-0.21394510486546192,-0.26407411877406806,0.6654975873458895,0.6804565061624432
-0.2259088611632136,0.17670368261240502,-0.7616500357085184,-1.4348182521637647,1,0,0,0.7721219013873686,1.1888639002717416,-0.7711172010222285,0.39683932540770683,0.8951181198253689
0.7200678200091131,2.283128269553852,-0.9802610854879388,0.7297879174873684,1,1,1,2.0880728808412217,3.182758445147528,1.796264800143907,0.9392475837227157,1.0671714698155714
0.5147052057737699,0.3450101711163883,1.4645802036212012,0.28629876378927466,1,1,1,0.7273272634164775,0.6908024952362707,-0.6976212939744606,0.5434371586695113,0.9564709373103837
-0.06412793563418305,-0.6155811724826493,0.21974796705964508,0.35110602697450133,1,0,0,-0.3093387369118854,-1.4388354344931846,0.310226459348012,0.4520369664613146,0.653142903503938
-0.08547656318586194,1.754255581452895,-1.0414590719839154,0.2283275117909385,0,0,1,0.5069734406549791,2.1125046591204484,0.6062241437845297,0.7764279056698193,0.8550076953371377
0.16091632266564457,-0.3990713956591077,0.1012647745087125,0.6995913172807303,0,1,1,-0.12609922070727486,1.9690093896277605,1.3775160741285157,0.49760103099906156,0.8556151566191983
-0.6140183945189056,-0.3810214670647888,0.009135289463003949,0.9445933383099555,0,0,0,-1.0705929752054402,-0.9728136718091579,0.24804117549819418,0.40019320621683124,0.6125589488038213
-0.4037502646562769,-1.0222754804608623,-0.3772834366574169,1.6346107258466511,0,0,1,0.5459932542917472,-1.3126134387011552,-1.1725279353385247,0.48843936897902923,0.4922568889784659
0.5482601802064181,-0.16125095777537557,1.3113213786669804,-0.7188845854937729,0,1,0,0.3703693196062573,0.7958194521265096,-1.7379587070791422,0.2863916436141321,1.0164883819273474
-0.1304827931408637,0.7325060052696939,1.2457779070642467,0.7758496937682362,0,0,1,-0.29341326519871913,-0.9840439933689693,1.529847559568996,0.48029358367416847,0.7185155110447519
-1.3744261756767235,-1.8228194403818523,0.2680420019402004,-1.124692540097868,0,0,0,-0.21831359939290435,-0.23641108806492084,-0.8672997617373814,0.046416582856160016,0.7041436987792387
-0.47727871963320684,-0.1377306119151728,1.8919324383608307,1.4060084398443133,0,0,0,-2.012685894206714,-3.3889454346127876,0.18638117798870252,0.3182608381744755,0.5858807070623548
0.6566216052935377,-1.6251944918699492,-0.09232377989875676,1.0948649227414498,0,1,0,-0.4121927260229362,0.4996842086646651,-1.5969798953185295,0.49808266987393257,0.7179979483762591
-0.23228277208327797,1.3398345057599066,1.6893625773690568,-1.862936032844874,1,0,0,1.5602214383741686,0.9530281939949595,0.3439520240575348,0.24561620431437922,1.0309803637452801
-0.14873281023632337,0.00560792463874749,-0.2735452003613086,1.2335671445702185,1,0,0,-0.27049077185881765,-0.5791754695437754,0.6529412802014483,0.68849486146013,0.614591919514078
0.6418366281712384,1.3750988567701088,1.2337308984234814,0.5914869667206907,1,1,1,2.2063328940768114,3.1953459158653823,1.1385778950842362,0.7517226123709029,1.0083592118695397
1.8246103049154356,-0.1359487612877623,-0.3536534050912426,-1.3074570756596933,0,1,1,1.803622494221333,4.078192479967352,0.35388000032826206,0.6186279303222019,1.0773698066629485
-0.7131886718682877,-1.7407814506265291,1.098178829459402,-0.8789044428286227,0,0,0,1.1213776547998306,-0.7223174724894275,-0.7780262430904619,0.06180931021240539,0.6861279282327399
1.3482068134340977,-0.4931437350168129,0.36997112397335563,-0.591798658293569,0,1,0,1.1638664716228209,1.543540992204942,-0.1949105628111527,0.49948744717125065,0.9772283670280119
-1.2300127753398604,3.4175506819983057,1.5287811978028543,2.4893771173032895,0,0,1,0.8881142695648502,0.5990250499893643,0.005311913575761773,0.8003285666187689,0.7619663428295356
0.17497762274037393,0.004359232911444743,-1.170193613010077,-1.080992904355815,0,1,0,0.125958019552809,1.4689112093751269,-1.1748298530019559,0.45404799109659366,1.065948029068497
-1.1695295195123863,1.073821236637972,-0.7317727730085152,-2.4888830979334076,1,0,1,2.249955968409692,1.4035785573568034,-0.9037637030921613,0.22685888486330208,1.0722940087243784
1.351458184504187,-0.8976831010379648,-1.1007603240219765,0.29662606307172623,1,1,0,0.8815803131450692,1.6983043713644261,-0.8969831579934424,0.7821695309676552,0.8560227456097902
0.8339229967182518,-0.44031093880625116,-0.5417774402175315,-2.2258464680809724,0,1,0,1.3820342937790608,3.0959111490921236,-0.0966300541463544,0.30003221125758356,1.1448597717035973
1.1377167846550682,0.8570586017762392,-0.006899549576074361,-0.8523137365874122,1,1,0,0.8086394685877707,0.7854227118588568,0.00765138223600953,0.7229219567598557,1.1112960618008403
-0.8855331545554961,1.317630604695936,-0.6226510876550765,-0.2665028262344324,0,0,0,0.4150990218406354,0.8693545269211153,-0.09453659205397577,0.4860444760234345,0.8695607309991181
0.6845550254847351,1.1046455432510571,-0.4018368049096259,0.3805219780626003,1,1,1,1.4877812143882159,1.5794852258395278,-1.036020281006869,0.8335619654821503,1.0078194456538245
-0.5190133298294971,-1.084285838658404,-1.2962205003395915,-0.545070246650818,0,0,0,-0.07309617653663386,-0.38300959598205425,-0.021628745978292563,0.2784613612577596,0.7052641575724096
-0.45738531115194264,-1.7231799286522107,1.3898196758405035,0.4841008370261463,0,0,0,-0.531317575952849,-2.2971380033019226,-0.9630766332191715,0.13011398205275357,0.5512355220052085
0.5065370793987306,-1.5349900792462319,0.048227003035144,-1.9028976179862669,0,1,0,-0.11584962152778011,1.4016748363796578,-0.7905719645846047,0.14397775243431535,1.024990555458928
0.8767181724687065,-0.8133796815448645,-0.811433158822061,0.22543867108392412,1,1,1,1.3100394474331998,2.843855948781262,0.08530238109087318,0.6898281468306944,0.8698857583680185
0.20442021540537625,-0.44282027836867754,0.16932443041754477,1.4814573853622361,0,1,1,0.5973777042816227,-0.2535459858020882,1.331180347548024,0.5982958704443366,0.7739286391942822
-0.6279871010105986,0.4512799449607312,1.5892377932977126,-0.5218126093606983,0,0,0,0.25071081196541256,-0.9339672942552459,-0.1201248675571302,0.18619287405828158,0.8257836565329284
