period,traffic_intent,catalog_health,latency_pressure,recommendation_quality,session_depth,future_value
new,1.5346501629491796,-4.209391671813566,-0.6664499634356745,-1.0179477900782308,0.44211160545992795,1.0887102602250573
new,-1.6867663266658384,-1.021101703222232,1.97404888793971,-3.6013082748048015,-4.276659639107431,-6.093336789636368
new,0.9844481904648298,-1.3161969811920782,0.18897341140125062,0.621322114475729,0.5867380339790808,-0.10651718935433907
new,0.2647858201901436,-0.11471419873066996,-0.877736616393079,0.19100165458300639,1.1763285156300656,1.669314813853588
new,-0.3384271410918135,-0.45917682623395706,1.8098438475127865,-2.5665716298035908,-2.213544966536804,-3.5453257795887767
new,0.8006467095457358,-0.9934796390781936,-0.7264185204566652,0.3620950049761363,0.5904375613759318,1.0377242263529878
new,-0.4356433277242071,-0.8475467697654334,0.17790844079297108,-1.6698633146427264,-0.6825369584299578,-1.1408471460145768
new,-0.24809001436012285,-0.321262284820516,-0.485750133205754,0.6830255889268894,0.888071008641705,0.11286945717704011
new,0.18861727781743698,-1.8529467894688485,0.5904610769009532,-1.8291887268198395,-1.8622668029327816,-2.7411455010613284
new,0.15821862581434581,-0.6362200904178491,0.983124592726728,-1.572700460517457,-2.020929201268163,-2.1783714697310677
new,-0.4658748487443341,-0.9468474549272052,0.4248875596994133,-2.2464278189124354,-1.4766564240346653,-2.058596610272997
new,-0.2958923751355453,-0.5724960965816693,-0.1909640586005784,-0.4503641315534944,0.27597254361244017,0.23837772288829928
new,0.05979270599324069,0.8289358036299899,0.8388859387600818,-0.18785387324142147,-0.08563923927894357,-1.215386797547903
new,1.1591109101581565,1.3252099041522822,1.3920784850829828,-0.6290453251469795,-0.7878727301185879,-0.7896228117546072
new,-1.6854894755845882,-0.34589021207673143,1.8414925064163294,-2.228294445246207,-3.2675364954323,-4.027419155693908
new,-0.47969707021928293,1.087846344570679,0.8114600688154432,-1.5766640812494432,-2.244866036163344,-2.299026314386616
new,0.8537964870187414,-1.6643146819983663,-1.2188299682102297,-0.49244082401660816,0.5084020971759705,0.813239472943259
new,0.5968687737643746,-1.1393837525536874,1.3078763320054598,-1.523449919197667,-1.2762705405897863,-1.661228733755724
new,-0.6387977136034394,-0.43268271243170836,1.0862370424214025,-1.2990814917342677,-1.8996274796377743,-1.6227719129273948
new,0.639984281867145,-0.4770860449217663,0.6643278640232165,-0.38218184978115,-0.3702558814541205,-0.09899204736769696
new,-0.9752659507023407,0.16300521744557117,-0.1655597617520106,-0.11651611380741128,-0.08788754955809092,0.9142800845409484
new,0.3172377090853208,-0.11656276082385403,0.19346376198464443,0.018592565478801115,-0.019539018876234965,0.0014708120224863654
new,1.388372528054566,0.3819346206374259,1.68093446542097,0.8088133611178352,0.3227039109497555,-0.01712527496775107
new,-1.5856960069435928,-1.8578161651053144,1.070461081018137,-3.109650788796988,-2.880889639812046,-3.5304153237243674
new,0.44895401995463335,0.983387300280085,0.2515358715639912,0.38189766183874085,-0.7176965327161733,-0.21261201681136038
new,0.7290974565813761,0.2825588541483123,-0.5612643178124,0.8623998719420369,1.164320514293631,1.4493129483959557
new,-1.08071983727393,-2.010312130399342,1.643856541728515,-2.912668989266678,-3.04200581197356,-2.8936652812406276
new,0.505015684192158,-1.3404404559340044,-0.3795415705882136,-0.12208694915532414,0.6239817323799244,0.7924585262368415
new,0.3405451442992126,-1.332007845677,1.7105563548280593,-1.6022162011432446,-1.9207213747464564,-2.5265511048810976
new,0.17436276128345554,-0.6083116881945375,0.19897259093422015,-0.47249896963961013,-0.6444915501701025,-0.7654304564437338
new,0.2530077011283645,-1.5352639510097443,0.16198720253046828,-1.2164968101558262,-1.6290611847296605,-1.5246716199195969
new,-0.5015136230284856,-0.8360375170672617,1.4124221077368322,-2.1416798502568533,-2.1421724710566217,-2.73493329821348
new,-0.15174741190422686,0.2728471868326259,0.4976755519998245,-0.3314920413707422,-0.7663065088177858,-1.334866826145172
new,0.4131286676801362,-1.0554563818115519,0.20576148915178205,-0.0892175248669761,-0.12153355501722662,-0.6555796456960986
new,1.2876418902068567,-0.9312647759010224,1.4886658102010935,-1.146752910238603,0.3541800586906212,-0.4534219388032263
new,0.8469911856387174,-2.3603982237316083,0.255622033182247,-0.9582710078750527,-0.1505549413815382,-0.3608058694479207
new,1.243535652610507,1.2972218422650823,-1.5065252232432491,2.5980568403566657,2.5342975983184033,3.4987474687988986
new,0.7066475476360713,-0.9003744803557125,1.3969183724446939,-2.0018526196520767,-1.9836922095595466,-2.6760738644090876
new,0.4918947332558484,-0.45814129200370707,0.8291286698956768,-0.7746048641929764,-0.3902278952888211,-1.4766509315342835
new,0.585404715220627,-1.1600886545681113,-0.3554226335001426,-1.043743185337347,0.3576000047182564,0.07488111406081352
new,1.6533273405235258,-0.8360018058618272,-0.4724895511595747,1.1738113608872316,2.315859118080443,2.969221829396933
new,-0.8557995280886653,-0.5564329086219488,-0.7026501784979079,-0.09444119215822033,-0.9430630448695158,-0.5094612986210635
new,0.15299448433046312,-1.8064710592839015,0.518105776135367,-0.6460127772355458,-0.9266632584830674,-1.02855892105475
new,1.0341538014440388,0.4961453235262545,0.952187584446972,0.4962160326499042,-0.11321054163239674,0.203979968548505
new,1.530477371958664,-0.8787424230903911,2.1122991619395766,-0.7091096192380604,-1.090991810040901,-0.9429535740549065
new,1.3666661865111396,0.6136981134210022,1.6367381897559685,0.41651118123503117,-0.001767759127430546,-0.5449436184842403
new,-0.03631442484110485,-0.7754566592233051,3.077632233206229,-2.8672207447249294,-2.3788412450822047,-3.665960200578493
new,0.17078996435576538,1.0055542032849805,-0.15255396245297448,0.46852518598022624,0.8255715713301481,2.1756991978209284
new,1.2353590475111087,0.3268903673378998,1.239344578213898,0.09447283568429551,0.4506504966488271,-0.5876470900211379
new,1.3127557431037085,0.2107224235845524,1.7380184005446715,-0.5498375034096142,-0.8358336627306469,-0.25643471140697227
new,-0.12495514111710347,-0.8145332869059152,-0.08692487981342423,-1.8339898411185063,-0.7804657030907328,-1.4885695130512038
new,0.13794818391041702,0.6588379057841955,0.7116622118222252,-0.04549727135596282,-0.570683141060057,0.17657256958028922
new,1.141801544491795,0.47056816933958534,1.1213446884183726,0.4781071017129697,0.37782695765792673,0.935555107737356
new,1.167779443027473,0.8618334424603484,0.8400355926167431,0.5806204343533564,-0.05856648330762393,1.0437262634643114
new,0.5803261641795496,-1.107133969546326,-1.7777082901375212,1.4486603264264857,1.5690116053834458,1.964534168512532
new,0.25637535056603744,0.4782667537684464,0.8241047751923796,0.12521183123828178,-0.20832627593780573,-0.9560919643604222
new,1.4296180321559735,0.29802995983490255,-1.1143008989783998,1.738883573016901,1.662438394608797,2.0167351154329354
new,1.0175070092251328,1.3720668706518762,0.11453217174847308,1.6466159520676322,1.8704877972003815,2.187868530040086
new,-1.3242102869418373,-0.3862139899285293,1.0059101812087534,-1.0286270014057468,-2.1251937453461633,-2.6558904797630554
