baseline_need,prior_engagement,account_tenure_z,friction_score,region_risk,high_need_segment,proactive_guidance,activation_depth,support_ticket,future_leakage_score,future_engagement,true_propensity,true_total_effect
-0.7931224751578991,0.3609774585475367,1.4846501629491795,1.6834482824198163,0,0,0,-1.7182619859682946,-0.6393387607633267,-1.6413453453130034,-1.8961149745307715,0.42584006500081983,0.6669827849192669
0.24057128353827487,-1.0970317419934947,-1.7367663266658384,-1.4980973326162197,0,1,0,-0.10531744460401299,-0.6019666144322112,1.513910302337828,1.4630807553552485,0.33684714875146443,0.9940258820896879
-1.8963263495990657,-0.49350240457970135,0.9344481904648297,2.865197830590247,1,0,0,-2.024623292621105,-1.026511642127896,-4.28168350506884,-4.2156329359105245,0.42714780183216255,0.521174029277998
1.3957717101086942,0.4889657107332062,0.21478582019014358,-0.250714347472957,0,1,1,3.009377497660113,1.9768608378309613,3.944457966770567,4.080217610852747,0.6924130433287354,0.9893950904418289
0.6382947409282153,-0.5878207910747577,-0.3884271410918135,-1.8590169978199744,0,1,1,0.8214704320585297,-1.9550892768596921,1.1328375391285153,1.085858523905976,0.28411056644729404,1.0534521123611125
-0.29204748521936347,0.1457277228242411,0.7506467095457358,0.9288242086125367,1,0,0,0.07439147923820807,-0.5508303398399874,-1.0913496047039224,-1.2531927367183249,0.5495318363155488,0.7144377266804516
-0.31194932819017573,-0.12098077733637833,-0.4856433277242071,-1.1811209813572143,0,0,1,0.10978734080800678,-0.4264904001985529,2.3493230981902435,2.2170224239122263,0.28577750059013235,0.8672308318683943
0.30383536777881237,1.2907945820809104,-0.29809001436012283,2.2469622415447277,1,1,1,-0.4840538362450907,1.3155458645577558,-0.23191419172249306,0.09764061335663472,0.9200179919932162,0.8376906956012764
-0.2676603022043396,0.8009584762983978,0.13861727781743696,-0.3416871648203426,0,0,0,0.8091254022078531,-1.6650545877751828,-1.3420340726636604,-1.2292556152283964,0.45087381104527763,0.8553924817635312
-0.2259088611632136,0.17670368261240502,0.1082186258143458,-1.012131377653433,0,0,0,0.7939369189834742,-1.0637661160078586,0.920123597855312,0.5919988574417114,0.29602064817323037,0.8715727311690189
0.7200678200091131,2.283128269553852,-0.5158748487443341,-1.9801281079237574,1,1,1,2.008691842330352,1.4018594976161591,3.3189887008403405,3.101728476034011,0.7413201228227828,1.2353979448071317
0.5147052057737699,0.3450101711163883,-0.34589237513554527,0.5099309007084945,1,1,1,-0.043022448276074376,-0.47105344872170435,0.24599323798277417,0.37215890217928393,0.7569744284736112,0.9199061382103038
-0.06412793563418305,-0.6155811724826493,0.009792705993240688,-0.10702415017589413,0,0,0,0.19801284957302567,0.12083525338671353,1.352552156349878,1.1759482783116215,0.3437269826656907,0.7516270616651125
-0.08547656318586194,1.754255581452895,1.1091109101581564,-2.471776881416241,0,0,1,2.3999254923400235,0.31097565134352356,3.9978668167049416,3.960316221228289,0.23983757233352224,1.082997485400473
0.16091632266564457,-0.3990713956591077,-1.7354894755845882,0.4141650726759402,0,1,1,0.4099425765659406,2.4008008790142386,1.0219042599429857,0.7001099264336941,0.6686118193719409,0.8829225104463783
-0.6140183945189056,-0.3810214670647888,-0.5296970702192829,-2.9413950638917448,0,0,0,0.6397141458251873,0.2365078584646384,-0.45487238029601434,-0.4981951289796085,0.09807682127361088,0.9924503170874521
-0.4037502646562769,-1.0222754804608623,0.8037964870187414,-0.6679574024302318,1,0,0,-0.15076917462552789,0.13224831152677619,-0.6053116789426678,-0.6326145581089572,0.19404126676523756,0.7721000633667667
0.5482601802064181,-0.16125095777537557,0.5468687737643746,-0.31510294001149636,0,1,1,1.3119914721833354,1.033556372816914,1.3568194412609798,1.3937543029799833,0.419627319769503,0.9555331777343972
-0.1304827931408637,0.7325060052696939,-0.6887977136034394,0.40206974924445704,1,0,1,0.6893001438273585,0.6195604946365453,-0.34703679462480186,-0.9201729332239803,0.7296085987894259,0.791784780376625
-1.3744261756767235,-1.8228194403818523,0.5899842818671449,0.4251401102307501,1,0,0,-1.066291663842918,-0.3613413822732142,-3.4121859988521996,-3.443826640688156,0.1363061530131987,0.6366196247586289
-0.47727871963320684,-0.1377306119151728,-1.0252659507023407,1.0508197750569979,0,0,0,-1.0780797765657408,2.564097657425481,-1.1086402342380706,-0.7601663360683926,0.6057479652652795,0.6876705812805297
0.6566216052935377,-1.6251944918699492,0.2672377090853208,0.6139615313531871,1,1,0,-0.05815481745367097,-0.17822383100958888,-1.9672520308390113,-1.5599206572886781,0.4833062137567654,0.7933714079795482
-0.23228277208327797,1.3398345057599066,1.338372528054566,2.158810940566734,0,0,1,0.3105858672642591,1.7330523481728768,1.0557817258202191,0.9940392416249977,0.7229995396619256,0.6876851951002556
-0.14873281023632337,0.00560792463874749,-1.6356960069435929,-0.42485307355462737,1,0,1,1.2765799477285467,-1.9532158110585955,-0.26017702570223,-0.4946550311096347,0.6344523171303883,0.814324721362695
0.6418366281712384,1.3750988567701088,0.39895401995463337,-0.25752014435148357,0,1,1,0.6359095426250672,1.8580256838757163,1.0805316243953171,1.4184647869587785,0.6647255107800654,1.0431075429543253
1.8246103049154356,-0.1359487612877623,0.6790974565813761,0.4867503129534598,0,1,1,0.29017268032363,1.9783091448794634,1.242080658712545,0.9974521130861752,0.7240367031065722,0.8929030492864574
-0.7131886718682877,-1.7407814506265291,-1.13071983727393,0.31677978654275313,0,0,0,-1.121491488976451,-0.3096266833730891,-1.6968362364802136,-1.5296816986760071,0.27416172500562264,0.650210730038988
1.3482068134340977,-0.4931437350168129,0.455015684192158,1.139317460161276,0,1,1,1.6425767603466748,1.6363386256671535,4.217297244552865,3.777461036201801,0.7097938947178678,0.8192659790860892
-1.2300127753398604,3.4175506819983057,0.29054514429921263,0.5935445874170467,0,0,1,1.5082912455959365,3.4271950203615162,2.5859002414378836,2.5766666333784713,0.7338702246971109,0.9375694739265346
0.17497762274037393,0.004359232911444743,0.12436276128345554,0.41430896443279963,1,1,1,-0.005273755866542995,0.41801182462025765,1.211549458374661,0.9565989707299741,0.6098754245422506,0.9071168368200626
-1.1695295195123863,1.073821236637972,0.2030077011283645,-0.041414480507411616,0,0,0,-0.5034663718617147,-0.4754925388440198,0.6452134124444724,0.28919192047786235,0.36767585867836833,0.8477424326388712
1.351458184504187,-0.8976831010379648,-0.5515136230284856,-0.6568684716493521,0,1,1,1.1947800295356816,0.14705070094084172,0.7224963217326645,0.682826769831837,0.534743541864357,0.9386884916696703
0.8339229967182518,-0.44031093880625116,-0.20174741190422688,0.21853314963395382,0,1,1,0.039615438665488334,-0.6477336697828671,0.9202117256516475,0.5979632407633906,0.5872369372617302,0.8960986917009086
1.1377167846550682,0.8570586017762392,0.3631286676801362,1.6283937224887506,0,1,1,1.065137666792611,1.5746978773706233,2.1023805464759278,2.1112539012120055,0.8581480376047604,0.8611520183074743
-0.8855331545554961,1.317630604695936,1.2376418902068567,-0.4019281109024623,0,0,0,0.6501822304639862,-0.6215068535637893,-0.11919665865978196,-0.04731083564234673,0.294593937482976,0.8912120851539531
0.6845550254847351,1.1046455432510571,0.7969911856387174,1.1127440082209648,0,1,1,0.6100498901800356,0.4604877144882352,1.4098165093179975,1.0529940510371607,0.7576992356186449,0.9172592119373864
