period,traffic_intent,catalog_health,latency_pressure,recommendation_quality,session_depth,future_value
old,-0.7931224751578991,-0.41003709748710687,1.4960420029993444,-1.363124720006712,-1.8151421872416096,-2.441944511902487
old,0.24057128353827487,-0.43596230845235395,-0.917137778955698,-0.14029980001941755,0.5292039370155308,-0.2683756188259605
old,-1.8963263495990657,-0.021719512427615762,0.023777016704071802,-1.2922506166055414,-1.50300105234034,-2.910526903613792
old,1.3957717101086942,0.11832318251317034,-0.9931252626842965,1.6108379734996485,1.2315763098510575,2.090872220349495
old,0.6382947409282153,-0.20301856621174033,0.4032079931886312,-0.2671837127645009,-0.2622320919747414,0.49685650012582727
old,-0.29204748521936347,1.1381127251696563,-1.5777976114058883,1.5125133160337738,0.47740103792953015,0.4607621542131485
old,-0.31194932819017573,-1.5686614879595129,-1.2067221221759572,-0.581946280282874,-0.06185045228980371,0.08096943718024571
old,0.30383536777881237,-0.5030089595424553,0.02962561327213428,0.40471710321248666,1.894059562644046,1.5053212489879837
old,-0.2676603022043396,0.6506085107152602,-1.131934130492684,1.2586774518577877,1.745549231716532,2.0547939779191418
old,-0.2259088611632136,-0.287632388603167,0.32408970461803754,-0.4099436065961644,0.21778434543637176,0.2730032716297839
old,0.7200678200091131,-0.2487384412533004,-0.8536842959735982,1.7312913982750793,1.6448974728322114,2.741132017652122
old,0.5147052057737699,-0.30207289721709807,-2.3557746882594395,1.5376711355295263,1.6849967388718752,2.71745903422743
old,-0.06412793563418305,0.9512396604290576,-0.7352851942051043,0.7104307438757018,0.5368316904674089,0.8495833928041717
old,-0.08547656318586194,0.6941809202397615,1.0945164928539162,0.5916364289877698,0.3728567805607729,0.5908442755178825
old,0.16091632266564457,-1.3260705195216644,0.39988224217726237,-1.1729592214670703,-1.4335127715882787,-1.5732683579354145
old,-0.6140183945189056,-1.138245818010386,0.5682461814184117,-1.5615649586514304,-0.30959761053949,-0.6794570311584711
old,-0.4037502646562769,-0.4148461397109242,-2.8128641290890646,0.5953386684185447,1.0084129030293925,1.7598433103487972
old,0.5482601802064181,-0.13808433532374956,-0.5318657902745275,0.431751534805164,0.5478135691402696,0.04501260199897961
old,-0.1304827931408637,0.9065581760537325,0.6003690056241802,0.5169220274855142,0.7213576391109291,0.33612617994861504
old,-1.3744261756767235,-0.1171612123454686,-0.2684358442817351,-1.5047182184636319,-1.2165878186511385,-0.9371142902581975
old,-0.47727871963320684,1.3216367422793012,0.8231371082762974,0.08185640176949056,0.045334500066303185,-0.22354857763156794
old,0.6566216052935377,1.8652194788768766,0.5045987945632945,0.5646676858301263,-0.6464189120304121,-0.023805100513872315
old,-0.23228277208327797,-0.8678301640066584,-0.5627913125003202,0.22061561821700326,0.11479897484031482,-0.17545056075945653
old,-0.14873281023632337,0.17170890522003462,0.9784524890936285,-0.5058175601510146,-0.7947075013476477,-0.9993166088793941
old,0.6418366281712384,1.032794494410861,1.5257340507954482,0.8039673244702933,0.2696217248485791,0.5737723753316719
