scenario,feature_exposure,weekly_value,user_engagement,prior_sessions,account_age_weeks,is_power_user,baseline_value,true_propensity,estimated_propensity,clipped_propensity_01,clipped_propensity_05,ipw_weight_raw,stabilized_weight_raw,ipw_weight_clip01,stabilized_weight_clip01,ipw_weight_clip05,stabilized_weight_clip05
usable_overlap,1,9.855097190310088,0.8422613160907125,1,8.28394617822309,0,3.6861817462755866,0.5576319151024864,0.5338471424302684,0.5338471424302684,0.5338471424302684,1.8731953784516526,0.8762807980396831,1.8731953784516526,0.8762807980396831,1.8731953784516526,0.8762807980396831
usable_overlap,1,2.4809815916295372,-2.9761111715097797,5,6.161958674721209,0,-0.6000323838179467,0.1189391420162935,0.12634021954579286,0.12634021954579286,0.12634021954579286,7.915135841896675,3.7027005468392646,7.915135841896675,3.7027005468392646,7.915135841896675,3.7027005468392646
usable_overlap,1,6.655228838777369,-0.30502388059256774,6,13.987073972376553,0,2.533540967652988,0.40789102004221384,0.405171041308914,0.405171041308914,0.405171041308914,2.4680934668220065,1.1545741237793345,2.4680934668220065,1.1545741237793345,2.4680934668220065,1.1545741237793345
usable_overlap,1,12.785204096396864,1.4498879223987968,5,18.35976374415946,0,4.458249930606792,0.6556873498248693,0.6377633425630982,0.6377633425630982,0.6377633425630982,1.5679797399159285,0.7335009223326714,1.5679797399159285,0.7335009223326714,1.5679797399159285,0.7335009223326714
usable_overlap,0,4.590192991190328,-1.2439614718565628,2,10.443849452457858,0,2.3529530224513104,0.281284727275336,0.2726166830173784,0.2726166830173784,0.2726166830173784,1.374790948118338,0.7316637425885796,1.374790948118338,0.7316637425885796,1.374790948118338,0.7316637425885796
usable_overlap,1,6.532188494146904,0.053210597715667794,3,4.37666051421227,0,1.1625495277801474,0.41353089669256504,0.41102949787236104,0.41102949787236104,0.41102949787236104,2.4329154116100318,1.138117829551173,2.4329154116100318,1.138117829551173,2.4329154116100318,1.138117829551173
usable_overlap,1,10.438959837785685,1.4998616202102704,2,4.90127794577897,1,4.663064594392741,0.7354462598771219,0.7279446744150373,0.7279446744150373,0.7279446744150373,1.3737307726079337,0.6426312554259914,1.3737307726079337,0.6426312554259914,1.3737307726079337,0.6426312554259914
usable_overlap,0,2.1513939597110117,-1.1682047539308045,3,6.944338663028043,0,1.2355153804680106,0.27544983899283243,0.274283739068541,0.274283739068541,0.274283739068541,1.3779490054646109,0.7333444607082659,1.3779490054646109,0.7333444607082659,1.3779490054646109,0.7333444607082659
usable_overlap,1,11.010726469758623,0.8106216312560561,7,4.0997319061250295,1,4.105083003178109,0.6822202563795677,0.6893870590384401,0.6893870590384401,0.6893870590384401,1.450563927606654,0.6785738053343928,1.450563927606654,0.6785738053343928,1.450563927606654,0.6785738053343928
usable_overlap,1,10.690031643452876,1.8988979078111143,7,3.5422681837725136,0,4.393592591155913,0.738179127254096,0.7281983133276537,0.7281983133276537,0.7281983133276537,1.373252288144272,0.6424074203938904,1.373252288144272,0.6424074203938904,1.373252288144272,0.6424074203938904
usable_overlap,0,7.7322141429012134,0.4469642342488036,2,5.505563593127681,1,2.1739404878341646,0.5553867340033937,0.5614023795486095,0.5614023795486095,0.5614023795486095,2.2799941298606052,1.2134128759118141,2.2799941298606052,1.2134128759118141,2.2799941298606052,1.2134128759118141
usable_overlap,0,11.582428213804663,1.629147622744753,5,3.2635221433632147,1,5.499261600610735,0.781498916765064,0.7772590984473371,0.7772590984473371,0.7772590984473371,4.489521201671031,2.389323183529323,4.489521201671031,2.389323183529323,4.489521201671031,2.389323183529323
usable_overlap,1,7.68429493595003,-0.13815213257224668,1,6.07138431839911,0,2.205637913774907,0.40170785984089896,0.38847187650380294,0.38847187650380294,0.38847187650380294,2.5741889194138627,1.204205576501805,2.5741889194138627,1.204205576501805,2.5741889194138627,1.204205576501805
usable_overlap,0,4.664524933901704,-0.4209144822054169,1,12.724880811166123,0,2.0747070245156056,0.3526034032969846,0.3404138298503324,0.3404138298503324,0.3404138298503324,1.5161021338168577,0.8068695556173316,1.5161021338168577,0.8068695556173316,1.5161021338168577,0.8068695556173316
usable_overlap,1,7.6320874412878865,0.46615477458847776,4,3.7931584318116442,1,2.7084538447164195,0.5890121063465107,0.597372911866925,0.597372911866925,0.597372911866925,1.6739962260337091,0.7830954345385691,1.6739962260337091,0.7830954345385691,1.6739962260337091,0.7830954345385691
usable_overlap,0,2.298655803488377,-1.4397901612502337,3,9.434832987862526,1,2.1755068495145666,0.3282241986586687,0.3381556924981597,0.3381556924981597,0.3381556924981597,1.5109293661141285,0.8041166086459393,1.5109293661141285,0.8041166086459393,1.5109293661141285,0.8041166086459393
usable_overlap,0,6.260220505233446,1.109784940584752,2,2.2351264032248417,0,1.6068022582412766,0.552963562343274,0.5438956737791155,0.5438956737791155,0.5438956737791155,2.1924808481551543,1.1668383073881732,2.1924808481551543,1.1668383073881732,2.1924808481551543,1.1668383073881732
usable_overlap,0,6.939228059491188,0.044554538418871914,2,8.587089926193194,1,3.00247680387515,0.5222311962125539,0.5238618727969305,0.5238618727969305,0.5238618727969305,2.100230884416251,1.1177428766863289,2.100230884416251,1.1177428766863289,2.100230884416251,1.1177428766863289
usable_overlap,0,4.594280829969374,-1.2931625626496468,3,10.219721714638448,1,2.217215572073484,0.34399654099469607,0.353651314317016,0.353651314317016,0.353651314317016,1.5471525233215562,0.8233945729117321,1.5471525233215562,0.8233945729117321,1.5471525233215562,0.8233945729117321
usable_overlap,1,10.799293652480426,1.1320646767059128,5,14.57146676317054,1,4.17064441717267,0.687601169515482,0.6882910963834851,0.6882910963834851,0.6882910963834851,1.4528736536827793,0.6796542951928042,1.4528736536827793,0.6796542951928042,1.4528736536827793,0.6796542951928042
usable_overlap,0,8.656981498066537,0.6771097802695434,5,2.846816799504456,0,2.5663022668239255,0.5452449825054161,0.5394013062087412,0.5394013062087412,0.5394013062087412,2.1710873553914056,1.155452690539306,2.1710873553914056,1.155452690539306,2.1710873553914056,1.155452690539306
usable_overlap,0,4.096630837826231,-0.3272091716034584,4,2.861985610315992,1,2.292691459925882,0.48228645106231316,0.49460398320926624,0.49460398320926624,0.49460398320926624,1.9786463818017463,1.0530356043948894,1.9786463818017463,1.0530356043948894,1.9786463818017463,1.0530356043948894
usable_overlap,0,1.5815321342147888,-0.6277668924410996,2,10.025901625570718,1,1.5635320408479125,0.39796062649528413,0.40821040405363923,0.40821040405363923,0.40821040405363923,1.6897897611749142,0.8993061108972893,1.6897897611749142,0.8993061108972893,1.6897897611749142,0.8993061108972893
usable_overlap,1,8.473385162376488,0.37554044682119025,2,13.800937805864939,0,2.5999993969855444,0.4658121083971285,0.45086604461342983,0.45086604461342983,0.45086604461342983,2.217953673706776,1.0375587285600298,2.217953673706776,1.0375587285600298,2.217953673706776,1.0375587285600298
usable_overlap,1,3.9275636361400372,-1.5776101551292525,0,2.344071416866219,0,-0.05610146230280505,0.2048216584393245,0.20409866080744518,0.20409866080744518,0.20409866080744518,4.899591188123669,2.2920287578042524,4.899591188123669,2.2920287578042524,4.899591188123669,2.2920287578042524
usable_overlap,0,3.3222237837806023,-1.155790844329513,2,2.254123112727084,0,1.3479914713219596,0.2814189697284305,0.2779668796483401,0.2779668796483401,0.2779668796483401,1.3849780180623277,0.7370853012127708,1.3849780180623277,0.7370853012127708,1.3849780180623277,0.7370853012127708
usable_overlap,1,12.18975598253099,1.2898091801293827,3,16.604257120403812,1,5.551607391217187,0.720541102397064,0.7099958833247876,0.7099958833247876,0.7099958833247876,1.4084588706587613,0.6588770596941685,1.4084588706587613,0.6588770596941685,1.4084588706587613,0.6588770596941685
usable_overlap,1,6.772297496772704,0.36251455277574063,2,12.362513715943816,0,2.446038278576398,0.46294759310485284,0.4490682040433794,0.4490682040433794,0.4490682040433794,2.226833231558299,1.041712585722972,2.226833231558299,1.041712585722972,2.226833231558299,1.041712585722972
usable_overlap,0,10.179637807674716,1.2679107907664227,3,4.900050259100751,1,4.439065205260618,0.7130999303015438,0.7088105370658936,0.7088105370658936,0.7088105370658936,3.434190200166313,1.8276760245285117,3.434190200166313,1.8276760245285117,3.434190200166313,1.8276760245285117
usable_overlap,1,4.590291051692063,0.24359326754596636,2,6.559488434143174,0,1.8233983147335144,0.44325470452374394,0.4338085302277191,0.4338085302277191,0.4338085302277191,2.3051644454180513,1.0783559275665644,2.3051644454180513,1.0783559275665644,2.3051644454180513,1.0783559275665644
usable_overlap,1,10.584709078247496,1.7445708900550447,3,2.5280314944436917,0,3.684073725352275,0.6857780480130706,0.6689710284734254,0.6689710284734254,0.6689710284734254,1.4948330457328984,0.6992828987938499,1.4948330457328984,0.6992828987938499,1.4948330457328984,0.6992828987938499
usable_overlap,0,6.1435098479647605,-0.9939135848086315,5,9.195320936374168,0,1.9426579199365146,0.3172028697789629,0.31670196222661406,0.31670196222661406,0.31670196222661406,1.4634902264005147,0.7788694984903539,1.4634902264005147,0.7788694984903539,1.4634902264005147,0.7788694984903539
usable_overlap,1,8.723533622915879,1.2836039049603558,5,2.891718250494631,0,3.9046360945404293,0.6521577090940097,0.6389740993107083,0.6389740993107083,0.6389740993107083,1.5650086616636691,0.7321110519262645,1.5650086616636691,0.7321110519262645,1.5650086616636691,0.7321110519262645
usable_overlap,0,4.592794569664328,1.0434934659637096,6,13.489850178779264,0,2.3465281297947094,0.5691431529699307,0.5654880871423736,0.5654880871423736,0.5654880871423736,2.301432873090555,1.2248225750587936,2.301432873090555,1.2248225750587936,2.301432873090555,1.2248225750587936
usable_overlap,1,8.578132160188215,1.270861945462625,4,0.7728407104628687,1,3.732964361498364,0.7100911557765486,0.7117247756544662,0.7117247756544662,0.7117247756544662,1.4050375007395948,0.6572765428459824,1.4050375007395948,0.6572765428459824,1.4050375007395948,0.6572765428459824
usable_overlap,0,10.022248147633587,1.7262740118898265,3,12.30580028255067,0,4.020444214797654,0.6743073009280297,0.6544567303472558,0.6544567303472558,0.6544567303472558,2.893993568460923,1.5401833771349032,2.893993568460923,1.5401833771349032,2.893993568460923,1.5401833771349032
usable_overlap,0,4.349310708412784,-0.23176805644194706,5,1.768614073581229,1,1.0274838746660848,0.468468642147938,0.49063982979821796,0.49063982979821796,0.49063982979821796,1.9632473414712657,1.0448402351310075,1.9632473414712657,1.0448402351310075,1.9632473414712657,1.0448402351310075
usable_overlap,0,10.180792450379595,0.16713618570586006,5,4.678175137238113,0,2.648612900921034,0.4807557326004851,0.47496446802601594,0.47496446802601594,0.47496446802601594,1.9046329992948947,1.013645682224743,1.9046329992948947,1.013645682224743,1.9046329992948947,1.013645682224743
usable_overlap,1,13.02706915722827,2.162256461486949,5,4.483015818131069,1,6.6450403687038335,0.8394695430498783,0.8319924410179781,0.8319924410179781,0.8319924410179781,1.2019339968719638,0.5622647237367047,1.2019339968719638,0.5622647237367047,1.2019339968719638,0.5622647237367047
usable_overlap,1,12.404933674447856,1.4350650185097769,3,10.227391460584654,1,4.762123678478987,0.7280625343639178,0.7217371091582375,0.7217371091582375,0.7217371091582375,1.3855460489849285,0.6481584417151495,1.3855460489849285,0.6481584417151495,1.3855460489849285,0.6481584417151495
usable_overlap,0,8.875995035385882,1.1506467775078026,2,4.550300564670675,1,4.463290798347506,0.6964589850498154,0.6897778898228502,0.6897778898228502,0.6897778898228502,3.2234968662580434,1.7155450322225307,3.2234968662580434,1.7155450322225307,3.2234968662580434,1.7155450322225307
usable_overlap,0,3.092481135624197,-1.2681869781421522,2,5.505613035148827,0,0.01890864334071618,0.23756175379681052,0.23978198913977006,0.23978198913977006,0.23978198913977006,1.31541213929994,0.700062340535428,1.31541213929994,0.700062340535428,1.31541213929994,0.700062340535428
usable_overlap,1,12.567324084727245,2.0862478664897637,3,7.759935215975241,0,4.527259409550733,0.7308957062772741,0.710657901422914,0.710657901422914,0.710657901422914,1.4071468114232617,0.6582632783838018,1.4071468114232617,0.6582632783838018,1.4071468114232617,0.6582632783838018
usable_overlap,0,10.090926665417195,0.6557680602326624,9,7.475350985254419,1,4.1756717092282845,0.6731039251984315,0.6845952567179858,0.6845952567179858,0.6845952567179858,3.170529363617927,1.6873557273174606,3.170529363617927,1.6873557273174606,3.170529363617927,1.6873557273174606
usable_overlap,1,11.257236704521665,1.0790976395993135,7,6.75065106099944,0,3.5941666008207074,0.6262865733466524,0.6193710640013569,0.6193710640013569,0.6193710640013569,1.6145410370637032,0.7552822971384003,1.6145410370637032,0.7552822971384003,1.6145410370637032,0.7552822971384003
usable_overlap,0,3.098989664982849,-1.590275179942307,2,5.857483263354954,0,-0.0725301332895808,0.2077586903477486,0.21041553987323852,0.21041553987323852,0.21041553987323852,1.266488957798711,0.674025423340474,1.266488957798711,0.674025423340474,1.266488957798711,0.674025423340474
usable_overlap,1,7.297675925058791,0.4699485997742212,5,2.609728966374571,1,1.7156628240337037,0.5719513807474745,0.5886568753172611,0.5886568753172611,0.5886568753172611,1.698782502898726,0.794690454856024,1.698782502898726,0.794690454856024,1.698782502898726,0.794690454856024
usable_overlap,0,0.6329624530135487,-2.1974237704523145,1,3.5648137570878218,0,-1.3632735544522154,0.1431224374696185,0.14800596514180583,0.14800596514180583,0.14800596514180583,1.1737171377807123,0.6246522607268951,1.1737171377807123,0.6246522607268951,1.1737171377807123,0.6246522607268951
usable_overlap,0,8.85122972775901,0.9308745914788107,1,3.440292008275784,1,4.141959844735733,0.6610587878158057,0.6535981723781809,0.6535981723781809,0.6535981723781809,2.886820796718603,1.5363660280136404,2.886820796718603,1.5363660280136404,2.886820796718603,1.5363660280136404
usable_overlap,1,9.406851252379614,0.1569376900070273,1,19.723665670429934,0,2.103648141504723,0.4070594760157551,0.39236444115921537,0.39236444115921537,0.39236444115921537,2.5486509354557327,1.1922589076061916,2.5486509354557327,1.1922589076061916,2.5486509354557327,1.1922589076061916
usable_overlap,1,7.680915470466984,0.3761836955812383,4,19.399359999969302,1,2.7523047582641738,0.5477093435191658,0.5543557045492356,0.5543557045492356,0.5543557045492356,1.8038959314275158,0.8438625167217919,1.8038959314275158,0.8438625167217919,1.8038959314275158,0.8438625167217919
usable_overlap,1,9.153356426755009,-0.8557656173386625,2,9.49463734696714,1,2.803704963022252,0.40467403787212175,0.4085430692245632,0.4085430692245632,0.4085430692245632,2.4477223463808944,1.1450445136369825,2.4477223463808944,1.1450445136369825,2.4477223463808944,1.1450445136369825
usable_overlap,0,8.723211798789869,0.44841994760399456,3,6.627734201107436,0,4.013704983735076,0.5352655010984637,0.5156814862968702,0.5156814862968702,0.5156814862968702,2.0647569145229183,1.098863629909097,2.0647569145229183,1.098863629909097,2.0647569145229183,1.098863629909097
usable_overlap,1,6.729772404234412,-0.018605244430105004,2,22.208631132765824,0,2.7127120976861843,0.4039502350308795,0.3885573932521538,0.3885573932521538,0.3885573932521538,2.573622371794767,1.2039405455255918,2.573622371794767,1.2039405455255918,2.573622371794767,1.2039405455255918
usable_overlap,0,3.691280294068695,-1.5969413260150291,3,6.342289849162117,0,1.537554769620471,0.24210399342782704,0.24029994135630608,0.24029994135630608,0.24029994135630608,1.316308967759352,0.7005396326415272,1.316308967759352,0.7005396326415272,1.316308967759352,0.7005396326415272
usable_overlap,0,3.2792802252978954,0.4051076536715181,2,1.749836608439948,1,2.9071359063237012,0.577709354818865,0.5800854891537869,0.5800854891537869,0.5800854891537869,2.3814371120083386,1.2674008310108378,2.3814371120083386,1.2674008310108378,2.3814371120083386,1.2674008310108378
usable_overlap,1,6.560023463968413,-0.10243937627387033,1,5.847076076502048,0,3.897490145865329,0.4519680856265395,0.4288200805289534,0.4288200805289534,0.4288200805289534,2.3319803465511484,1.0909004061166272,2.3319803465511484,1.0909004061166272,2.3319803465511484,1.0909004061166272
usable_overlap,0,2.97612869333893,-1.3762798642845715,3,10.150088822747284,0,0.5992456835426592,0.23747376858772287,0.23898990990692723,0.23898990990692723,0.23898990990692723,1.3140430238943328,0.6993336973165639,1.3140430238943328,0.6993336973165639,1.3140430238943328,0.6993336973165639
usable_overlap,1,10.166509957423234,1.1263438794794702,4,14.248769412624442,0,3.8851037053422424,0.6052405237215848,0.5878120812954493,0.5878120812954493,0.5878120812954493,1.7012239656526804,0.7958325711323239,1.7012239656526804,0.7958325711323239,1.7012239656526804,0.7958325711323239
