user_intent,catalog_match,tutorial_prompt,recommendation_quality,watch_time,next_week_value
-0.7931224751578991,1.4960420029993444,-0.11949463176375183,0.3934468802005149,0.4390468709339286,0.6108920777764875
0.24057128353827487,-0.917137778955698,0.4444312503124652,-0.8362668933011532,1.227716867431153,-0.003222408342871963
-1.8963263495990657,0.023777016704071802,0.1472211149792736,-0.7157166867627126,-0.02685658940426905,-0.7831314856016193
1.3957717101086942,-0.9931252626842965,-1.464248424152486,0.24574392936200717,0.7810248985607404,1.710159600132095
0.6382947409282153,0.4032079931886312,-0.3149677094968903,0.4025612032238587,2.1147633515548154,2.0118475575823043
-0.29204748521936347,-1.5777976114058883,-2.0627416549187902,-0.36718640409438597,-0.39337771496671237,-0.4049881767814707
-0.31194932819017573,-1.2067221221759572,0.06468293202636916,-0.6961415300111519,0.3115300778587107,0.5677463052916896
0.30383536777881237,0.02962561327213428,3.029568352635936,0.07476714753630895,1.512811310269715,1.0552092273554772
-0.2676603022043396,-1.131934130492684,1.1239583510303204,-0.44033877498896923,0.9514769030752138,-0.21072349705797924
-0.2259088611632136,0.32408970461803754,1.3944887361542495,0.013879389516269703,1.5293053056214005,0.07884984377175486
0.7200678200091131,-0.8536842959735982,-0.23563949310858556,-0.19395630584225426,1.0212069312306151,1.1788539170655663
0.5147052057737699,-2.3557746882594395,-0.7920820378208323,-0.8807509182345695,-0.03846957734954093,0.47717298429407995
-0.06412793563418305,-0.7352851942051043,-0.3907497414908096,-0.2807053175837374,0.8575776608664402,0.7566906510432576
-0.08547656318586194,1.0945164928539162,0.7434176997665128,0.7074174898333101,2.109551892650568,1.1414624434744822
0.16091632266564457,0.39988224217726237,-1.0576064894645265,-0.36737598984257713,1.141917703274458,0.23592650474753823
-0.6140183945189056,0.5682461814184117,2.3945809241891447,-0.3870223775067888,1.3089040354008568,-0.4659686551878297
-0.4037502646562769,-2.8128641290890646,-0.5030280348301289,-0.7208112857044311,-0.49626655678348464,-0.4367702985661165
0.5482601802064181,-0.5318657902745275,-0.2649131897833524,0.25430599321109904,1.7375332628769775,1.3828770825882166
-0.1304827931408637,0.6003690056241802,1.2306206988776691,-0.11681639247864406,1.4734242271023086,0.29212137887212936
-1.3744261756767235,-0.2684358442817351,0.44762310052329957,-0.576982298310579,0.4473109519875166,-0.3965967817428392
-0.47727871963320684,0.8231371082762974,0.8863611171919724,-0.4039642391691034,0.5192722915338204,0.24332792264943887
0.6566216052935377,0.5045987945632945,-2.1897885517341713,0.6909241438812214,1.1767838544116445,1.2841383793262895
-0.23228277208327797,-0.5627913125003202,-0.3106198941151045,0.16722871150913604,1.5233961165507388,0.7877956963643433
-0.14873281023632337,0.9784524890936285,-0.09224070895290874,-0.33803331478687715,0.9696156356221789,0.6569190305115644
0.6418366281712384,1.5257340507954482,0.03241739127569453,1.202919930013457,2.194602310323914,0.921473792028529
1.8246103049154356,0.7753335890642467,1.744622279138468,1.7672292318231226,3.535532997512588,3.5554014408616714
-0.7131886718682877,0.6607760966116751,-0.6291772976384211,-0.64156052357341,0.7415143571257481,0.048799468416527596
1.3482068134340977,-1.2148523167189857,0.28394451216948785,0.18075393527535175,1.35899512111291,1.6663319376361607
-1.2300127753398604,0.15935543955769257,1.7350883894601177,-0.5543234828526614,1.2875038673335477,-0.28738009928295505
0.17497762274037393,0.27977374281805006,-2.130475019937875,0.24649721493895888,0.6182976595020659,0.4088218767955783
-1.1695295195123863,-0.9964987016524148,-1.3943244663456655,-0.7111848493223424,-0.26119554274855694,-1.285038000500951
1.351458184504187,-0.33788564481848404,-0.37207821409501113,0.34981736010990894,2.1705412158091124,1.9938128489980218
0.8339229967182518,-0.6630246322389107,-0.901632904970636,0.056463364866296314,1.14874184237651,0.7356281096499964
1.1377167846550682,1.2303995844137758,-1.1864880465935936,1.4354514464167878,2.372224814658008,2.35618885562472
-0.8855331545554961,-1.0264932785122367,0.2455866452934616,-0.2495223313232341,1.0814907768209752,1.5105461474069575
0.6845550254847351,0.21111282204710863,1.4603844678190312,0.7553549684964337,2.186811284326389,2.000348541013652
-0.5190133298294971,-0.046540829714704676,-1.2626964081764507,0.12033881258789353,-0.2887533491121932,-0.3435405997121131
