artifact_type,file_name,relative_path
dataset,03_synthetic_plr_data.csv,notebooks/tutorials/doubleml/outputs/datasets/03_synthetic_plr_data.csv
table,03_all_estimator_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/03_all_estimator_comparison.csv
table,03_artifact_manifest.csv,notebooks/tutorials/doubleml/outputs/tables/03_artifact_manifest.csv
table,03_baseline_estimates.csv,notebooks/tutorials/doubleml/outputs/tables/03_baseline_estimates.csv
table,03_data_audit.csv,notebooks/tutorials/doubleml/outputs/tables/03_data_audit.csv
table,03_design_correlation_matrix.csv,notebooks/tutorials/doubleml/outputs/tables/03_design_correlation_matrix.csv
table,03_dml_residual_summary.csv,notebooks/tutorials/doubleml/outputs/tables/03_dml_residual_summary.csv
table,03_doubleml_nuisance_losses.csv,notebooks/tutorials/doubleml/outputs/tables/03_doubleml_nuisance_losses.csv
table,03_doubleml_plr_summary.csv,notebooks/tutorials/doubleml/outputs/tables/03_doubleml_plr_summary.csv
table,03_doublemldata_backend_summary.csv,notebooks/tutorials/doubleml/outputs/tables/03_doublemldata_backend_summary.csv
table,03_field_dictionary.csv,notebooks/tutorials/doubleml/outputs/tables/03_field_dictionary.csv
table,03_hgb_bootstrap_confidence_interval.csv,notebooks/tutorials/doubleml/outputs/tables/03_hgb_bootstrap_confidence_interval.csv
table,03_hgb_nuisance_quality_against_truth.csv,notebooks/tutorials/doubleml/outputs/tables/03_hgb_nuisance_quality_against_truth.csv
table,03_learner_catalog.csv,notebooks/tutorials/doubleml/outputs/tables/03_learner_catalog.csv
table,03_manual_crossfit_plr_estimate.csv,notebooks/tutorials/doubleml/outputs/tables/03_manual_crossfit_plr_estimate.csv
table,03_manual_nuisance_quality.csv,notebooks/tutorials/doubleml/outputs/tables/03_manual_nuisance_quality.csv
table,03_orthogonal_score_summary.csv,notebooks/tutorials/doubleml/outputs/tables/03_orthogonal_score_summary.csv
table,03_package_versions.csv,notebooks/tutorials/doubleml/outputs/tables/03_package_versions.csv
table,03_plr_reporting_checklist.csv,notebooks/tutorials/doubleml/outputs/tables/03_plr_reporting_checklist.csv
table,03_repeated_sample_split_stability.csv,notebooks/tutorials/doubleml/outputs/tables/03_repeated_sample_split_stability.csv
figure,03_baseline_estimates.png,notebooks/tutorials/doubleml/outputs/figures/03_baseline_estimates.png
figure,03_design_correlation_matrix.png,notebooks/tutorials/doubleml/outputs/figures/03_design_correlation_matrix.png
figure,03_manual_residual_relationship.png,notebooks/tutorials/doubleml/outputs/figures/03_manual_residual_relationship.png
figure,03_nuisance_prediction_quality.png,notebooks/tutorials/doubleml/outputs/figures/03_nuisance_prediction_quality.png
figure,03_orthogonal_score_distribution.png,notebooks/tutorials/doubleml/outputs/figures/03_orthogonal_score_distribution.png
figure,03_plr_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/03_plr_estimate_comparison.png
figure,03_raw_confounding_pattern.png,notebooks/tutorials/doubleml/outputs/figures/03_raw_confounding_pattern.png
figure,03_repeated_split_stability.png,notebooks/tutorials/doubleml/outputs/figures/03_repeated_split_stability.png
figure,03_residual_distributions.png,notebooks/tutorials/doubleml/outputs/figures/03_residual_distributions.png
report,03_hgb_sensitivity_summary.txt,notebooks/tutorials/doubleml/outputs/reports/03_hgb_sensitivity_summary.txt
report,03_plr_report_template.md,notebooks/tutorials/doubleml/outputs/reports/03_plr_report_template.md
