rep,row_id,fold
1,0,2
1,1,5
1,2,2
1,3,3
1,4,5
1,5,2
1,6,2
1,7,2
1,8,4
1,9,3
1,10,2
1,11,3
1,12,3
1,13,5
1,14,5
1,15,3
1,16,4
1,17,3
1,18,2
1,19,3
1,20,5
1,21,5
1,22,3
1,23,1
1,24,2
1,25,2
1,26,4
1,27,5
1,28,2
1,29,2
1,30,1
1,31,1
1,32,5
1,33,1
1,34,5
1,35,5
1,36,4
1,37,4
1,38,3
1,39,1
1,40,5
1,41,2
1,42,3
1,43,3
1,44,1
1,45,4
1,46,3
1,47,5
1,48,4
1,49,1
1,50,3
1,51,2
1,52,5
1,53,4
1,54,2
1,55,2
1,56,2
1,57,3
1,58,5
1,59,1
1,60,1
1,61,3
1,62,5
1,63,1
1,64,5
1,65,1
1,66,1
1,67,1
1,68,3
1,69,2
1,70,1
1,71,5
1,72,1
1,73,2
1,74,3
1,75,3
1,76,1
1,77,2
1,78,1
1,79,2
1,80,5
1,81,2
1,82,2
1,83,2
1,84,2
1,85,5
1,86,1
1,87,5
1,88,1
1,89,3
1,90,2
1,91,5
1,92,3
1,93,3
1,94,3
1,95,5
1,96,1
1,97,2
1,98,5
1,99,5
1,100,3
1,101,2
1,102,5
1,103,4
1,104,3
1,105,5
1,106,5
1,107,1
1,108,2
1,109,2
1,110,1
1,111,4
1,112,4
1,113,3
1,114,3
1,115,4
1,116,3
1,117,3
1,118,2
1,119,4
1,120,1
1,121,5
1,122,4
1,123,4
1,124,3
1,125,2
1,126,3
1,127,4
1,128,5
1,129,4
1,130,5
1,131,2
1,132,2
1,133,2
1,134,5
1,135,2
1,136,1
1,137,1
1,138,5
1,139,1
1,140,2
1,141,1
1,142,3
1,143,4
1,144,2
1,145,2
1,146,4
1,147,4
1,148,2
1,149,3
1,150,4
1,151,4
1,152,4
1,153,3
1,154,3
1,155,2
1,156,5
1,157,4
1,158,1
1,159,5
1,160,5
1,161,5
1,162,4
1,163,3
1,164,2
1,165,1
1,166,5
1,167,3
1,168,1
1,169,2
1,170,5
1,171,4
1,172,2
1,173,2
1,174,1
1,175,3
1,176,3
1,177,3
1,178,3
1,179,3
1,180,4
1,181,2
1,182,3
1,183,4
1,184,3
1,185,2
1,186,4
1,187,5
1,188,3
1,189,5
1,190,4
1,191,5
1,192,1
1,193,2
1,194,4
1,195,3
1,196,2
1,197,4
1,198,1
1,199,1
1,200,5
1,201,5
1,202,4
1,203,3
1,204,2
1,205,5
1,206,5
1,207,4
1,208,2
1,209,1
1,210,1
1,211,2
1,212,2
1,213,1
1,214,5
1,215,1
1,216,5
1,217,5
1,218,1
1,219,4
1,220,2
1,221,3
1,222,3
1,223,3
1,224,4
1,225,4
1,226,4
1,227,2
1,228,2
1,229,4
1,230,5
1,231,1
1,232,4
1,233,4
1,234,2
1,235,1
1,236,3
1,237,3
1,238,2
1,239,2
1,240,5
1,241,5
1,242,5
1,243,5
1,244,1
1,245,3
1,246,4
1,247,2
1,248,3
1,249,3
1,250,1
1,251,5
1,252,5
1,253,4
1,254,1
1,255,4
1,256,3
1,257,3
1,258,4
1,259,2
1,260,1
1,261,1
1,262,4
1,263,3
1,264,2
1,265,1
1,266,1
1,267,4
1,268,3
1,269,5
1,270,5
1,271,3
1,272,3
1,273,5
1,274,2
1,275,1
1,276,5
1,277,1
1,278,3
1,279,4
1,280,1
1,281,1
1,282,4
1,283,4
1,284,3
1,285,3
1,286,1
1,287,3
1,288,5
1,289,3
1,290,1
1,291,2
1,292,1
1,293,4
1,294,2
1,295,5
1,296,2
1,297,4
1,298,1
1,299,2
1,300,2
1,301,4
1,302,2
1,303,4
1,304,3
1,305,2
1,306,1
1,307,2
1,308,5
1,309,2
1,310,2
1,311,2
1,312,1
1,313,5
1,314,2
1,315,5
1,316,1
1,317,4
1,318,2
1,319,2
1,320,3
1,321,1
1,322,4
1,323,1
1,324,3
1,325,4
1,326,1
1,327,2
1,328,2
1,329,3
1,330,5
1,331,2
1,332,2
1,333,2
1,334,1
1,335,3
1,336,3
1,337,5
1,338,2
1,339,5
1,340,3
1,341,3
1,342,1
1,343,5
1,344,1
1,345,5
1,346,2
1,347,4
1,348,4
1,349,3
1,350,1
1,351,2
1,352,2
1,353,3
1,354,3
1,355,1
1,356,3
1,357,2
1,358,4
1,359,1
1,360,3
1,361,1
1,362,2
1,363,1
1,364,4
1,365,1
1,366,5
1,367,2
1,368,3
1,369,3
1,370,2
1,371,1
1,372,5
1,373,4
1,374,4
1,375,3
1,376,4
1,377,2
1,378,5
1,379,5
1,380,1
1,381,2
1,382,2
1,383,3
1,384,4
1,385,5
1,386,4
1,387,5
1,388,2
1,389,5
1,390,3
1,391,5
1,392,5
1,393,3
1,394,3
1,395,3
1,396,3
1,397,5
1,398,2
1,399,3
1,400,4
1,401,5
1,402,4
1,403,4
1,404,2
1,405,2
1,406,5
1,407,3
1,408,2
1,409,3
1,410,4
1,411,1
1,412,3
1,413,5
1,414,4
1,415,4
1,416,3
1,417,3
1,418,5
1,419,4
1,420,2
1,421,4
1,422,2
1,423,1
1,424,2
1,425,1
1,426,3
1,427,5
1,428,3
1,429,2
1,430,2
1,431,3
1,432,2
1,433,2
1,434,3
1,435,5
1,436,2
1,437,4
1,438,4
1,439,1
1,440,2
1,441,4
1,442,1
1,443,3
1,444,3
1,445,3
1,446,3
1,447,3
1,448,1
1,449,1
1,450,1
1,451,1
1,452,4
1,453,2
1,454,5
1,455,5
1,456,2
1,457,1
1,458,5
1,459,5
1,460,5
1,461,5
1,462,1
1,463,4
1,464,1
1,465,2
1,466,5
1,467,2
1,468,2
1,469,4
1,470,3
1,471,5
1,472,4
1,473,3
1,474,5
1,475,5
1,476,5
1,477,1
1,478,2
1,479,3
1,480,4
1,481,2
1,482,3
1,483,2
1,484,5
1,485,1
1,486,1
1,487,3
1,488,4
1,489,5
1,490,1
1,491,5
1,492,5
1,493,1
1,494,2
1,495,2
1,496,4
1,497,2
1,498,5
1,499,1
1,500,3
1,501,2
1,502,5
1,503,4
1,504,5
1,505,4
1,506,1
1,507,2
1,508,5
1,509,4
1,510,5
1,511,4
1,512,3
1,513,3
1,514,1
1,515,4
1,516,2
1,517,4
1,518,1
1,519,2
1,520,5
1,521,2
1,522,2
1,523,1
1,524,5
1,525,2
1,526,3
1,527,2
1,528,3
1,529,1
1,530,1
1,531,1
1,532,1
1,533,3
1,534,1
1,535,3
1,536,1
1,537,3
1,538,2
1,539,3
1,540,5
1,541,2
1,542,1
1,543,2
1,544,3
1,545,1
1,546,5
1,547,3
1,548,2
1,549,1
1,550,4
1,551,2
1,552,3
1,553,5
1,554,1
1,555,5
1,556,4
1,557,3
1,558,3
1,559,1
1,560,5
1,561,5
1,562,5
1,563,5
1,564,5
1,565,5
1,566,5
1,567,1
1,568,3
1,569,3
1,570,1
1,571,4
1,572,3
1,573,5
1,574,5
1,575,1
1,576,1
1,577,5
1,578,1
1,579,4
1,580,3
1,581,2
1,582,1
1,583,3
1,584,2
1,585,3
1,586,4
1,587,1
1,588,3
1,589,3
1,590,4
1,591,1
1,592,5
1,593,2
1,594,3
1,595,1
1,596,3
1,597,1
1,598,1
1,599,3
1,600,5
1,601,3
1,602,1
1,603,1
1,604,3
1,605,1
1,606,2
1,607,4
1,608,4
1,609,4
1,610,4
1,611,2
1,612,5
1,613,2
1,614,5
1,615,1
1,616,1
1,617,2
1,618,1
1,619,4
1,620,3
1,621,1
1,622,1
1,623,4
1,624,4
1,625,2
1,626,4
1,627,4
1,628,2
1,629,4
1,630,3
1,631,1
1,632,4
1,633,4
1,634,2
1,635,1
1,636,1
1,637,4
1,638,3
1,639,4
1,640,4
1,641,4
1,642,5
1,643,3
1,644,2
1,645,4
1,646,5
1,647,5
1,648,4
1,649,1
1,650,1
1,651,4
1,652,2
1,653,2
1,654,5
1,655,4
1,656,4
1,657,4
1,658,4
1,659,4
1,660,1
1,661,5
1,662,1
1,663,5
1,664,3
1,665,1
1,666,2
1,667,1
1,668,2
1,669,3
1,670,4
1,671,4
1,672,4
1,673,1
1,674,5
1,675,3
1,676,4
1,677,3
1,678,2
1,679,4
1,680,1
1,681,5
1,682,4
1,683,5
1,684,2
1,685,2
1,686,5
1,687,2
1,688,1
1,689,4
1,690,5
1,691,4
1,692,2
1,693,4
1,694,2
1,695,4
1,696,1
1,697,1
1,698,5
1,699,5
1,700,5
1,701,5
1,702,5
1,703,1
1,704,3
1,705,1
1,706,3
1,707,4
1,708,1
1,709,4
1,710,3
1,711,4
1,712,1
1,713,4
1,714,1
1,715,2
1,716,1
1,717,4
1,718,1
1,719,5
1,720,1
1,721,3
1,722,4
1,723,3
1,724,5
1,725,5
1,726,5
1,727,5
1,728,1
1,729,5
1,730,1
1,731,3
1,732,4
1,733,5
1,734,3
1,735,4
1,736,1
1,737,4
1,738,5
1,739,1
1,740,2
1,741,2
1,742,5
1,743,1
1,744,4
1,745,2
1,746,2
1,747,5
1,748,5
1,749,4
1,750,1
1,751,4
1,752,4
1,753,3
1,754,2
1,755,4
1,756,1
1,757,3
1,758,4
1,759,2
1,760,3
1,761,2
1,762,1
1,763,5
1,764,3
1,765,2
1,766,5
1,767,2
1,768,5
1,769,5
1,770,1
1,771,5
1,772,5
1,773,3
1,774,3
1,775,5
1,776,5
1,777,3
1,778,2
1,779,5
1,780,2
1,781,3
1,782,5
1,783,3
1,784,4
1,785,1
1,786,2
1,787,3
1,788,4
1,789,2
1,790,3
1,791,5
1,792,1
1,793,3
1,794,5
1,795,4
1,796,2
1,797,2
1,798,3
1,799,3
1,800,3
1,801,1
1,802,3
1,803,4
1,804,5
1,805,5
1,806,3
1,807,4
1,808,4
1,809,2
1,810,4
1,811,4
1,812,5
1,813,5
1,814,1
1,815,5
1,816,4
1,817,4
1,818,5
1,819,4
1,820,2
1,821,5
1,822,3
1,823,4
1,824,2
1,825,3
1,826,1
1,827,3
1,828,4
1,829,2
1,830,1
1,831,5
1,832,2
1,833,4
1,834,3
1,835,2
1,836,1
1,837,3
1,838,5
1,839,3
1,840,5
1,841,5
1,842,2
1,843,5
1,844,1
1,845,3
1,846,1
1,847,2
1,848,3
1,849,1
1,850,4
1,851,4
1,852,5
1,853,4
1,854,3
1,855,1
1,856,5
1,857,2
1,858,4
1,859,5
1,860,5
1,861,1
1,862,5
1,863,4
1,864,1
1,865,2
1,866,1
1,867,4
1,868,4
1,869,1
1,870,2
1,871,5
1,872,5
1,873,4
1,874,3
1,875,5
1,876,2
1,877,4
1,878,1
1,879,4
1,880,2
1,881,4
1,882,2
1,883,3
1,884,2
1,885,3
1,886,2
1,887,1
1,888,2
1,889,3
1,890,4
1,891,1
1,892,4
1,893,1
1,894,3
1,895,2
1,896,1
1,897,1
1,898,5
1,899,1
1,900,2
1,901,5
1,902,1
1,903,3
1,904,4
1,905,5
1,906,4
1,907,1
1,908,1
1,909,1
1,910,3
1,911,4
1,912,4
1,913,1
1,914,4
1,915,1
1,916,1
1,917,2
1,918,4
1,919,4
1,920,2
1,921,3
1,922,3
1,923,1
1,924,4
1,925,4
1,926,4
1,927,3
1,928,4
1,929,4
1,930,4
1,931,4
1,932,4
1,933,4
1,934,3
1,935,2
1,936,5
1,937,3
1,938,1
1,939,2
1,940,5
1,941,4
1,942,5
1,943,3
1,944,4
1,945,1
1,946,3
1,947,4
1,948,3
1,949,1
1,950,2
1,951,2
1,952,5
1,953,3
1,954,1
1,955,1
1,956,5
1,957,4
1,958,1
1,959,3
