artifact_type,file_name,relative_path
dataset,07_synthetic_panel_did.csv,notebooks/tutorials/doubleml/outputs/datasets/07_synthetic_panel_did.csv
dataset,07_synthetic_repeated_cs_did.csv,notebooks/tutorials/doubleml/outputs/datasets/07_synthetic_repeated_cs_did.csv
table,07_artifact_manifest.csv,notebooks/tutorials/doubleml/outputs/tables/07_artifact_manifest.csv
table,07_combined_did_summary.csv,notebooks/tutorials/doubleml/outputs/tables/07_combined_did_summary.csv
table,07_cs_cell_counts.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_cell_counts.csv
table,07_cs_cell_means.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_cell_means.csv
table,07_cs_data_audit.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_data_audit.csv
table,07_cs_doubleml_did_summary.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_doubleml_did_summary.csv
table,07_cs_doublemldata_backend.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_doublemldata_backend.csv
table,07_cs_field_dictionary.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_field_dictionary.csv
table,07_cs_four_cell_means.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_four_cell_means.csv
table,07_cs_nuisance_losses.csv,notebooks/tutorials/doubleml/outputs/tables/07_cs_nuisance_losses.csv
table,07_did_reporting_checklist.csv,notebooks/tutorials/doubleml/outputs/tables/07_did_reporting_checklist.csv
table,07_manual_panel_diagnostics.csv,notebooks/tutorials/doubleml/outputs/tables/07_manual_panel_diagnostics.csv
table,07_manual_panel_dr_did.csv,notebooks/tutorials/doubleml/outputs/tables/07_manual_panel_dr_did.csv
table,07_package_versions.csv,notebooks/tutorials/doubleml/outputs/tables/07_package_versions.csv
table,07_panel_change_by_group.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_change_by_group.csv
table,07_panel_covariate_balance.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_covariate_balance.csv
table,07_panel_data_audit.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_data_audit.csv
table,07_panel_doubleml_did_summary.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_doubleml_did_summary.csv
table,07_panel_doublemldata_backend.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_doublemldata_backend.csv
table,07_panel_estimate_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_estimate_comparison.csv
table,07_panel_field_dictionary.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_field_dictionary.csv
table,07_panel_four_cell_means.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_four_cell_means.csv
table,07_panel_hgb_bootstrap_ci.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_hgb_bootstrap_ci.csv
table,07_panel_hgb_nuisance_quality.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_hgb_nuisance_quality.csv
table,07_panel_nuisance_losses.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_nuisance_losses.csv
table,07_panel_ols_baseline.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_ols_baseline.csv
table,07_panel_placebo_check.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_placebo_check.csv
table,07_panel_repeated_split_stability.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_repeated_split_stability.csv
table,07_panel_target_summary.csv,notebooks/tutorials/doubleml/outputs/tables/07_panel_target_summary.csv
table,07_parallel_trend_violation_stress.csv,notebooks/tutorials/doubleml/outputs/tables/07_parallel_trend_violation_stress.csv
table,07_raw_panel_did_summary.csv,notebooks/tutorials/doubleml/outputs/tables/07_raw_panel_did_summary.csv
figure,07_combined_did_estimates.png,notebooks/tutorials/doubleml/outputs/figures/07_combined_did_estimates.png
figure,07_cs_four_cell_means.png,notebooks/tutorials/doubleml/outputs/figures/07_cs_four_cell_means.png
figure,07_did_design_dag.png,notebooks/tutorials/doubleml/outputs/figures/07_did_design_dag.png
figure,07_manual_panel_score_diagnostics.png,notebooks/tutorials/doubleml/outputs/figures/07_manual_panel_score_diagnostics.png
figure,07_panel_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/07_panel_estimate_comparison.png
figure,07_panel_estimated_propensity_overlap.png,notebooks/tutorials/doubleml/outputs/figures/07_panel_estimated_propensity_overlap.png
figure,07_panel_four_cell_means.png,notebooks/tutorials/doubleml/outputs/figures/07_panel_four_cell_means.png
figure,07_panel_repeated_split_stability.png,notebooks/tutorials/doubleml/outputs/figures/07_panel_repeated_split_stability.png
figure,07_panel_true_propensity_overlap.png,notebooks/tutorials/doubleml/outputs/figures/07_panel_true_propensity_overlap.png
figure,07_parallel_trend_violation_stress.png,notebooks/tutorials/doubleml/outputs/figures/07_parallel_trend_violation_stress.png
report,07_did_report_template.md,notebooks/tutorials/doubleml/outputs/reports/07_did_report_template.md
