artifact_type,file_name,relative_path
dataset,09_synthetic_fuzzy_rdd.csv,notebooks/tutorials/doubleml/outputs/datasets/09_synthetic_fuzzy_rdd.csv
dataset,09_synthetic_sharp_rdd.csv,notebooks/tutorials/doubleml/outputs/datasets/09_synthetic_sharp_rdd.csv
table,09_artifact_manifest.csv,notebooks/tutorials/doubleml/outputs/tables/09_artifact_manifest.csv
table,09_covariate_continuity_checks.csv,notebooks/tutorials/doubleml/outputs/tables/09_covariate_continuity_checks.csv
table,09_fuzzy_binned_summary.csv,notebooks/tutorials/doubleml/outputs/tables/09_fuzzy_binned_summary.csv
table,09_fuzzy_estimate_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/09_fuzzy_estimate_comparison.csv
table,09_manual_bandwidth_sensitivity.csv,notebooks/tutorials/doubleml/outputs/tables/09_manual_bandwidth_sensitivity.csv
table,09_manual_fuzzy_bandwidth_sensitivity.csv,notebooks/tutorials/doubleml/outputs/tables/09_manual_fuzzy_bandwidth_sensitivity.csv
table,09_package_versions.csv,notebooks/tutorials/doubleml/outputs/tables/09_package_versions.csv
table,09_rdd_reporting_checklist.csv,notebooks/tutorials/doubleml/outputs/tables/09_rdd_reporting_checklist.csv
table,09_rdflex_fuzzy_summary.csv,notebooks/tutorials/doubleml/outputs/tables/09_rdflex_fuzzy_summary.csv
table,09_rdflex_sharp_summary.csv,notebooks/tutorials/doubleml/outputs/tables/09_rdflex_sharp_summary.csv
table,09_rdrobust_fuzzy_summary.csv,notebooks/tutorials/doubleml/outputs/tables/09_rdrobust_fuzzy_summary.csv
table,09_rdrobust_sharp_summary.csv,notebooks/tutorials/doubleml/outputs/tables/09_rdrobust_sharp_summary.csv
table,09_sharp_binned_outcomes.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_binned_outcomes.csv
table,09_sharp_data_audit.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_data_audit.csv
table,09_sharp_estimate_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_estimate_comparison.csv
table,09_sharp_field_dictionary.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_field_dictionary.csv
table,09_sharp_rdd_backend.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_rdd_backend.csv
table,09_sharp_window_counts.csv,notebooks/tutorials/doubleml/outputs/tables/09_sharp_window_counts.csv
figure,09_fuzzy_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/09_fuzzy_estimate_comparison.png
figure,09_fuzzy_first_stage_and_reduced_form.png,notebooks/tutorials/doubleml/outputs/figures/09_fuzzy_first_stage_and_reduced_form.png
figure,09_manual_bandwidth_sensitivity.png,notebooks/tutorials/doubleml/outputs/figures/09_manual_bandwidth_sensitivity.png
figure,09_rdd_design_dag.png,notebooks/tutorials/doubleml/outputs/figures/09_rdd_design_dag.png
figure,09_running_score_density.png,notebooks/tutorials/doubleml/outputs/figures/09_running_score_density.png
figure,09_sharp_binned_rdd_plot.png,notebooks/tutorials/doubleml/outputs/figures/09_sharp_binned_rdd_plot.png
figure,09_sharp_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/09_sharp_estimate_comparison.png
report,09_rdd_report_template.md,notebooks/tutorials/doubleml/outputs/reports/09_rdd_report_template.md
