artifact_type,file_name,relative_path
dataset,08_synthetic_mar_selection_data.csv,notebooks/tutorials/doubleml/outputs/datasets/08_synthetic_mar_selection_data.csv
dataset,08_synthetic_nonignorable_selection_data.csv,notebooks/tutorials/doubleml/outputs/datasets/08_synthetic_nonignorable_selection_data.csv
table,08_artifact_manifest.csv,notebooks/tutorials/doubleml/outputs/tables/08_artifact_manifest.csv
table,08_combined_ssm_summary.csv,notebooks/tutorials/doubleml/outputs/tables/08_combined_ssm_summary.csv
table,08_manual_mar_ssm_diagnostics.csv,notebooks/tutorials/doubleml/outputs/tables/08_manual_mar_ssm_diagnostics.csv
table,08_manual_mar_ssm_summary.csv,notebooks/tutorials/doubleml/outputs/tables/08_manual_mar_ssm_summary.csv
table,08_mar_baseline_estimates.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_baseline_estimates.csv
table,08_mar_data_audit.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_data_audit.csv
table,08_mar_doublemlssm_backend.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_doublemlssm_backend.csv
table,08_mar_doublemlssm_summary.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_doublemlssm_summary.csv
table,08_mar_estimate_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_estimate_comparison.csv
table,08_mar_field_dictionary.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_field_dictionary.csv
table,08_mar_hgb_bootstrap_ci.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_hgb_bootstrap_ci.csv
table,08_mar_hgb_prediction_quality.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_hgb_prediction_quality.csv
table,08_mar_nuisance_losses.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_nuisance_losses.csv
table,08_mar_selection_covariate_balance.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_selection_covariate_balance.csv
table,08_mar_treatment_selection_cells.csv,notebooks/tutorials/doubleml/outputs/tables/08_mar_treatment_selection_cells.csv
table,08_nonignorable_design_checks.csv,notebooks/tutorials/doubleml/outputs/tables/08_nonignorable_design_checks.csv
table,08_nonignorable_score_comparison.csv,notebooks/tutorials/doubleml/outputs/tables/08_nonignorable_score_comparison.csv
table,08_package_versions.csv,notebooks/tutorials/doubleml/outputs/tables/08_package_versions.csv
table,08_selection_positivity_stress.csv,notebooks/tutorials/doubleml/outputs/tables/08_selection_positivity_stress.csv
table,08_ssm_reporting_checklist.csv,notebooks/tutorials/doubleml/outputs/tables/08_ssm_reporting_checklist.csv
figure,08_manual_mar_score_diagnostics.png,notebooks/tutorials/doubleml/outputs/figures/08_manual_mar_score_diagnostics.png
figure,08_mar_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/08_mar_estimate_comparison.png
figure,08_mar_overlap_diagnostics.png,notebooks/tutorials/doubleml/outputs/figures/08_mar_overlap_diagnostics.png
figure,08_mar_selection_and_outcome_visibility.png,notebooks/tutorials/doubleml/outputs/figures/08_mar_selection_and_outcome_visibility.png
figure,08_nonignorable_estimate_comparison.png,notebooks/tutorials/doubleml/outputs/figures/08_nonignorable_estimate_comparison.png
figure,08_selection_positivity_stress.png,notebooks/tutorials/doubleml/outputs/figures/08_selection_positivity_stress.png
figure,08_ssm_design_dag.png,notebooks/tutorials/doubleml/outputs/figures/08_ssm_design_dag.png
report,08_ssm_report_template.md,notebooks/tutorials/doubleml/outputs/reports/08_ssm_report_template.md
